miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-miR-6787-3p,0.0,0.0,0.1,0.0,0.0,0.17,0.0,0.14,0.26,0.12
hsa-miR-6787-5p,0.0,0.09,0.0,0.0,0.0,0.08,0.17,0.28,0.0,0.0
hsa-miR-6789-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.0
hsa-miR-6789-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6791-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.0,0.0,0.0
hsa-miR-6791-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6792-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6793-5p,0.11,0.09,0.1,0.12,0.1,0.0,0.08,0.43,0.0,0.12
hsa-miR-6795-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25
hsa-miR-6796-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6796-5p,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.14,0.0,0.0
hsa-miR-6797-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6797-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6798-3p,0.0,0.0,0.0,0.0,0.1,0.42,0.25,0.0,0.13,0.12
hsa-miR-6799-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6801-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6802-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6802-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6803-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6804-5p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.13,0.0
hsa-miR-6805-5p,0.54,0.0,0.1,0.35,0.7,0.42,0.42,1.42,0.13,0.62
hsa-miR-6806-3p,0.87,0.64,0.0,0.24,0.5,0.0,0.92,0.14,0.65,0.12
hsa-miR-6807-5p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0
hsa-miR-6808-3p,0.0,0.09,0.1,0.24,0.1,0.59,1.17,0.57,0.13,1.24
hsa-miR-6809-5p,0.0,0.27,0.39,0.0,0.2,0.17,0.42,0.43,0.39,0.5
hsa-miR-6810-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6810-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.17,0.0,0.26,0.12
hsa-miR-6812-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6813-5p,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.12
hsa-miR-6814-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6814-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-6815-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.08,0.0,0.0,0.0
hsa-miR-6816-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.25
hsa-miR-6817-3p,0.11,0.27,0.0,0.0,0.1,0.08,1.0,1.0,0.26,0.37
hsa-miR-6818-3p,0.33,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.12
hsa-miR-6818-5p,0.0,0.18,0.0,0.12,0.2,0.67,0.75,0.71,0.91,0.25
hsa-miR-6820-3p,0.0,0.18,0.0,0.0,0.2,3.45,1.58,1.42,0.65,0.87
hsa-miR-6820-5p,0.0,0.0,0.0,0.0,0.1,0.25,0.25,0.85,0.13,0.0
hsa-miR-6821-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.12
hsa-miR-6821-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6822-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.28,0.0,0.12
hsa-miR-6823-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.12
hsa-miR-6824-3p,0.11,0.18,0.0,0.0,0.0,0.0,0.67,0.28,0.26,0.25
hsa-miR-6826-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6826-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-6827-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6827-5p,0.0,0.09,0.1,0.35,0.1,0.25,0.25,0.0,0.26,0.25
hsa-miR-6828-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6829-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6830-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6831-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.12
hsa-miR-6832-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.14,0.26,0.0
hsa-miR-6833-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0
hsa-miR-6834-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6836-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-6837-3p,0.22,0.09,0.1,0.12,0.0,0.5,0.58,0.57,0.0,0.5
hsa-miR-6837-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0
hsa-miR-6838-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6838-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.57,0.0,0.0
hsa-miR-6839-5p,0.87,1.56,0.29,0.12,0.5,0.42,0.92,1.28,1.56,0.75
hsa-miR-6842-3p,0.65,0.73,0.0,0.24,0.4,0.08,0.75,0.28,0.0,0.87
hsa-miR-6842-5p,0.11,0.0,0.0,0.0,0.1,0.17,0.42,0.14,0.13,0.37
hsa-miR-6843-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.37
hsa-miR-6844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6845-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.25
hsa-miR-6847-5p,0.11,0.09,0.0,0.0,0.2,0.17,0.42,0.28,0.13,0.12
hsa-miR-6848-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.0,0.0
hsa-miR-6850-3p,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6851-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.13,0.0
hsa-miR-6851-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6852-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6852-5p,0.33,0.09,0.1,0.35,0.9,1.26,0.92,1.57,1.17,1.61
hsa-miR-6853-3p,0.0,0.09,0.0,0.12,0.1,0.0,0.17,0.0,0.0,0.25
hsa-miR-6854-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6854-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-6855-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.12
hsa-miR-6855-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6857-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.0,0.12
hsa-miR-6858-3p,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6858-5p,0.0,0.09,0.0,0.0,0.2,0.08,0.08,0.0,0.13,0.0
hsa-miR-6859-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6859-5p,0.0,0.0,0.0,0.0,0.2,0.25,0.67,0.28,0.13,0.87
hsa-miR-6860,0.11,0.37,0.19,0.0,0.1,0.17,0.33,1.14,0.13,0.75
hsa-miR-6861-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6861-5p,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6862-5p,0.11,0.55,0.19,0.0,0.4,2.1,1.92,3.13,1.56,0.62
hsa-miR-6864-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.12
hsa-miR-6865-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-6866-3p,0.0,0.09,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-6866-5p,1.52,2.65,0.58,0.47,1.9,1.77,5.09,7.41,6.77,4.84
hsa-miR-6867-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6868-3p,0.0,0.37,0.0,0.0,0.3,0.34,0.83,0.57,0.0,0.37
hsa-miR-6871-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.25,0.0,0.0,0.0
hsa-miR-6872-3p,0.0,0.0,0.1,0.0,0.0,0.17,0.25,0.14,0.0,0.0
hsa-miR-6872-5p,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6873-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.25
hsa-miR-6873-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-6875-5p,0.22,0.09,0.0,0.0,0.3,0.0,0.0,0.14,0.0,0.12
hsa-miR-6876-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.14,0.13,0.0
hsa-miR-6876-5p,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.65,0.12
hsa-miR-6877-5p,0.11,0.09,0.19,0.12,0.5,0.5,1.67,1.28,0.65,1.61
hsa-miR-6878-5p,0.0,0.37,0.0,0.0,0.0,0.08,0.17,0.14,0.0,0.0
hsa-miR-6879-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6881-3p,0.0,0.0,0.0,0.12,0.0,0.08,0.08,0.0,0.26,0.0
hsa-miR-6881-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.57,0.26,0.12
hsa-miR-6882-5p,0.22,0.27,0.0,0.0,0.1,0.93,1.5,0.14,0.0,0.37
hsa-miR-6884-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6884-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.14,0.0,0.0
hsa-miR-6885-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-6885-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.0
hsa-miR-6886-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.0
hsa-miR-6887-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6887-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.43,0.0,0.12
hsa-miR-6888-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6889-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.17,0.28,0.13,0.0
hsa-miR-6891-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.28,0.0,0.0
hsa-miR-6894-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6895-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-7-1-3p,1.41,0.27,0.87,0.82,4.0,2.19,2.58,2.71,10.81,4.47
hsa-miR-7-5p,104.57,133.74,7.65,61.37,48.35,55.6,38.6,6.27,8.85,44.46
hsa-miR-708-3p,2.49,7.41,0.97,0.59,8.21,1.68,4.5,7.27,4.17,5.22
hsa-miR-708-5p,1.08,0.46,1.65,0.71,3.1,0.08,0.75,0.71,1.3,0.75
hsa-miR-7109-3p,0.11,0.18,0.0,0.0,0.0,0.08,0.08,0.14,0.26,0.0
hsa-miR-7109-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-7110-3p,0.0,0.0,0.0,0.12,0.0,0.08,0.17,0.0,0.13,0.12
hsa-miR-7110-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
hsa-miR-7111-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-7113-5p,0.0,0.0,0.0,0.12,0.1,0.08,0.42,0.0,0.0,0.12
hsa-miR-7151-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-7155-3p,0.22,0.09,0.0,0.0,0.0,0.08,0.17,0.14,0.13,0.12
hsa-miR-7156-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-7156-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.22,0.37,0.1,0.12,1.0,0.67,0.92,1.57,0.13,1.49
hsa-miR-744-5p,43.17,47.33,20.71,32.63,38.54,111.12,140.81,71.94,68.09,236.22
hsa-miR-758-3p,4.23,6.13,6.19,8.48,25.03,5.05,2.83,6.84,9.63,13.29
hsa-miR-758-5p,0.0,0.09,0.0,0.12,0.4,0.08,0.08,0.43,0.13,0.25
hsa-miR-760,1.74,5.22,0.39,0.24,1.6,18.09,19.76,24.36,2.21,13.41
hsa-miR-765,0.11,0.18,0.0,0.0,0.6,0.42,0.0,0.43,0.39,0.62
hsa-miR-766-3p,2.71,1.37,1.65,1.53,1.1,3.87,4.59,2.56,3.25,4.1
hsa-miR-766-5p,0.76,1.28,0.58,0.24,0.7,2.52,4.92,4.99,3.52,3.97
hsa-miR-767-3p,0.98,0.82,0.39,0.35,1.0,1.43,4.0,1.99,3.38,3.6
hsa-miR-767-5p,7.92,7.05,4.36,5.18,5.71,18.09,34.52,30.91,28.9,20.12
hsa-miR-769-3p,0.54,0.09,0.1,0.24,1.4,0.08,0.33,1.0,0.52,0.25
hsa-miR-769-5p,11.93,18.31,11.71,5.65,36.24,13.63,27.43,45.3,66.01,31.79
hsa-miR-770-5p,0.0,0.0,0.0,0.0,0.4,0.25,0.17,0.0,0.39,0.12
hsa-miR-7704,0.65,0.64,0.0,0.0,2.2,0.17,0.17,0.14,0.0,0.62
hsa-miR-7705,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.14,0.13,0.0
hsa-miR-7706,4.56,6.68,0.77,1.18,4.3,7.91,35.1,5.7,0.52,21.36
hsa-miR-7848-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-7850-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-7851-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.12
hsa-miR-7853-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0
hsa-miR-7856-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7975,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-7978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-8485,0.0,0.0,0.0,0.0,0.4,0.17,0.33,0.28,0.0,0.25
hsa-miR-873-3p,0.22,0.37,0.77,0.47,5.21,1.43,3.75,8.98,5.73,6.09
hsa-miR-873-5p,0.22,1.65,0.29,0.82,4.71,6.98,2.42,6.84,4.43,2.48
hsa-miR-874-3p,4.66,3.48,1.74,2.59,4.81,4.88,21.93,40.46,11.85,10.18
hsa-miR-874-5p,0.11,0.0,0.0,0.12,0.0,0.0,0.33,0.28,0.13,0.5
hsa-miR-875-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-876-3p,0.54,0.37,1.94,0.47,15.92,1.26,1.5,4.84,12.37,4.1
hsa-miR-876-5p,0.0,0.0,0.0,0.12,0.5,0.25,0.0,0.0,0.13,0.12
hsa-miR-877-3p,0.22,0.27,0.19,0.12,0.0,0.0,0.33,0.0,0.0,0.25
hsa-miR-877-5p,0.11,0.0,0.19,0.24,0.7,0.08,0.83,1.42,0.39,2.11
hsa-miR-885-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-887-3p,0.54,0.18,0.97,0.24,2.2,0.08,0.08,0.43,1.82,0.37
hsa-miR-887-5p,0.0,0.09,0.0,0.0,0.1,0.08,0.0,0.28,0.13,0.0
hsa-miR-888-5p,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-889-3p,30.92,48.06,33.59,37.58,163.08,72.93,54.02,114.26,138.52,252.74
hsa-miR-889-5p,0.0,0.18,0.1,0.0,0.3,0.0,0.08,0.14,0.0,0.5
hsa-miR-891a-5p,0.11,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-892a,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-9-3p,86.24,63.81,93.89,35.69,154.87,284.75,262.95,511.3,389.53,186.79
hsa-miR-9-5p,400.93,383.11,226.88,126.16,167.38,1967.08,573.76,1417.52,517.5,261.31
hsa-miR-922,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-92a-1-5p,0.76,0.37,0.48,0.24,0.3,0.25,0.5,0.57,0.65,0.75
hsa-miR-92a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-92a-3p,1474.96,1873.43,1485.64,1210.24,9918.68,15839.32,22127.11,26322.2,14166.78,14757.78
hsa-miR-92b-3p,7.92,10.16,7.74,7.77,54.76,82.69,92.29,120.38,46.09,88.68
hsa-miR-92b-5p,0.43,0.73,0.29,0.24,0.3,0.17,0.83,0.28,0.13,1.61
hsa-miR-93-3p,0.98,0.27,0.48,1.18,1.9,1.01,0.92,1.99,1.69,0.75
hsa-miR-93-5p,123.66,29.11,132.7,130.52,372.7,194.07,255.37,201.3,557.73,364.39
hsa-miR-933,0.0,0.0,0.0,0.0,0.1,0.17,0.08,0.0,0.13,0.25
hsa-miR-934,30.59,11.35,31.26,23.21,73.88,86.31,45.35,45.45,97.64,69.8
hsa-miR-935,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.14,0.39,0.0
hsa-miR-936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-937-3p,1.19,0.46,0.19,0.12,0.3,8.41,9.25,1.57,0.91,2.86
hsa-miR-937-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.14,0.0,0.0
hsa-miR-940,0.22,0.0,0.1,0.12,0.6,0.17,0.67,0.71,0.52,1.37
hsa-miR-941,15.51,22.06,15.2,9.89,22.22,60.23,41.69,20.94,30.2,60.36
hsa-miR-942-3p,0.11,0.0,0.0,0.0,0.4,0.08,0.83,1.14,0.91,0.75
hsa-miR-942-5p,0.11,0.0,0.1,0.24,0.6,4.46,2.0,0.57,0.0,2.24
hsa-miR-943,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
hsa-miR-944,9.98,5.86,6.78,5.54,8.11,81.85,18.59,32.77,23.95,27.7
hsa-miR-95-3p,3.25,3.57,4.16,0.71,16.02,26.16,5.92,7.27,13.15,4.1
hsa-miR-95-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.0
hsa-miR-96-3p,0.22,0.27,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0
hsa-miR-96-5p,8.46,6.32,6.58,4.59,5.31,3.36,3.5,6.7,15.62,6.95
hsa-miR-98-3p,0.22,0.0,0.0,0.12,0.2,0.17,0.0,0.28,0.65,0.37
hsa-miR-98-5p,74.74,33.78,49.27,38.76,26.93,22.12,36.52,41.03,41.01,59.86
hsa-miR-9898,0.65,0.0,0.0,0.12,0.0,0.25,0.67,0.0,0.26,0.12
hsa-miR-9901,0.0,0.0,0.0,0.0,0.4,0.08,0.33,0.0,0.0,0.12
hsa-miR-9903,0.0,0.09,0.48,0.12,0.2,0.67,0.58,0.14,0.91,0.87
hsa-miR-9985,9.98,5.58,3.77,11.78,4.0,16.57,7.0,10.83,17.58,8.57
hsa-miR-99a-3p,0.11,0.0,0.19,0.0,0.2,0.08,0.0,0.28,0.13,0.25
hsa-miR-99a-5p,556.92,692.25,220.78,285.42,951.52,1802.37,3875.7,4829.81,1074.71,3008.14
hsa-miR-99b-3p,74.42,87.88,18.78,28.74,64.87,137.28,273.21,273.25,89.31,178.97
hsa-miR-99b-5p,1822.3,1116.92,373.32,666.49,747.8,7477.31,10908.28,6037.76,1278.85,5361.02
hsa-mir-10522-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1197-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-12114-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-mir-12121-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-mir-12136-5p,1.84,0.27,3.1,2.0,22.22,0.59,0.75,0.71,3.12,2.24
hsa-mir-1231-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0
hsa-mir-1244-1-3p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1245a-3p,0.22,0.18,0.0,0.0,0.5,0.0,0.0,0.57,0.0,0.62
hsa-mir-1255a-5p,0.0,0.0,0.0,0.0,0.0,0.25,0.08,0.0,0.0,0.0
hsa-mir-1267-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-1268a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-mir-1270-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-1273c-5p,0.33,0.27,0.29,0.24,1.0,3.03,2.83,2.56,0.39,1.74
hsa-mir-1276-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-1283-1-5p,0.22,0.18,0.39,0.35,1.4,0.0,0.92,1.0,1.17,0.5
hsa-mir-1283-2-5p,27.66,15.56,22.75,19.08,32.43,23.3,39.52,69.81,103.11,27.32
hsa-mir-1289-1-3p,0.0,0.09,0.0,0.0,0.1,0.0,0.25,0.14,0.0,0.0
hsa-mir-1293-5p,0.65,0.18,0.1,0.0,0.2,0.17,0.17,0.0,0.0,0.12
hsa-mir-1294-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-mir-1303-3p,0.11,0.0,0.1,0.35,0.4,0.0,0.08,0.0,0.0,0.25
hsa-mir-1305-3p,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.14,0.0,0.12
hsa-mir-1323-5p,0.11,0.09,0.29,0.0,0.8,0.17,0.25,0.28,1.82,0.0
hsa-mir-153-1-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.25
hsa-mir-1843-5p,0.22,0.09,0.0,0.24,0.2,0.25,1.0,0.43,0.39,0.37
hsa-mir-1913-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0
hsa-mir-1972-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.12
hsa-mir-2110-5p,0.0,0.27,0.19,0.24,0.2,2.94,2.17,0.43,0.39,0.75
hsa-mir-2117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-2278-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-mir-298-5p,0.0,0.09,0.0,0.0,0.1,0.0,0.08,0.28,0.26,0.12
hsa-mir-3132-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.14,0.0,0.0
hsa-mir-3135a-5p,0.22,0.0,0.0,0.0,0.1,0.17,0.0,0.28,0.0,0.12
hsa-mir-3135b-5p,0.0,0.0,0.0,0.0,0.1,0.34,0.0,0.28,0.0,0.12
hsa-mir-3138-3p,0.0,0.09,0.0,0.12,0.0,0.0,0.08,0.14,0.26,0.0
hsa-mir-3139-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-3143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-3154-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-3155a-3p,0.0,0.0,0.0,0.12,0.1,0.0,0.33,0.14,0.0,0.0
hsa-mir-3159-5p,0.22,0.09,0.1,0.12,3.7,1.01,1.08,1.14,2.08,1.61
hsa-mir-3166-3p,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-3170-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3171-5p,0.11,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-3179-3-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3179-4-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3180-5-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-3197-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0
hsa-mir-3198-1-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-3199-1-5p,0.0,0.18,0.0,0.0,0.1,0.08,0.17,0.28,0.13,0.0
hsa-mir-3199-2-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3202-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-3618-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-3648-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
hsa-mir-3648-2-5p,0.22,0.0,0.0,0.12,0.1,0.08,0.0,0.0,0.0,0.0
