miRNA,GSM3151945,GSM3151946,GSM3151947,GSM3151948,GSM3151949,GSM3151950,GSM3151951,GSM3151952,GSM3151953,GSM3151954,GSM3151955,GSM3151956,GSM3151957,GSM3151958,GSM3151959,GSM3151960,GSM3151961,GSM3151962,GSM3151963,GSM3151964,GSM3151965,GSM3151966,GSM3151967,GSM3151968,GSM3151969,GSM3151970,GSM3151971,GSM3151972
hsa-miR-5000-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.17,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-5000-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5002-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5003-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5004-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5006-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,6.32,6.25,18.27,26.53,10.34,12.16,19.69,9.71,8.58,15.51,7.82,0.0,6.02,0.0,0.0,0.0,0.0,0.0,11.3,14.08,17.82,9.87,8.68,22.37,0.0,15.98,0.0,0.0
hsa-miR-500a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-3p,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-501-3p,6.32,0.0,18.27,13.26,10.7,14.5,10.24,10.58,11.54,27.41,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,20.59,11.28,12.9,16.38,5.47,13.54,0.0,31.95,0.0,0.0
hsa-miR-501-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-5010-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.17,0.2,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-5010-5p,0.0,0.0,18.27,39.79,2.85,6.56,14.11,4.46,1.78,12.75,0.0,0.0,0.0,0.0,0.0,12.76,0.0,9.8,10.71,8.04,15.02,6.0,2.08,16.21,0.0,15.98,0.0,0.0
hsa-miR-502-3p,6.32,0.0,0.0,0.0,0.24,1.97,1.0,1.8,1.45,0.85,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,0.12,0.37,2.88,0.61,0.17,0.82,0.0,0.0,0.0,0.0
hsa-miR-502-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-503-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-503-5p,0.0,0.0,0.0,0.0,0.04,0.08,0.14,0.0,0.22,0.64,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.17,0.71,0.17,0.21,0.0,0.0,0.0,0.0
hsa-miR-504-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-504-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-505-3p,12.65,6.25,0.0,0.0,1.58,2.34,4.23,2.09,2.79,4.25,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,4.47,3.36,7.38,3.46,1.13,4.21,5.7,0.0,0.0,0.0
hsa-miR-505-5p,0.0,0.0,0.0,0.0,0.24,0.32,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.19,1.02,0.2,0.09,0.51,0.0,0.0,0.0,0.0
hsa-miR-506-3p,6.32,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-507,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-3p,75.87,18.76,0.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,94.84,50.03,18.27,39.79,0.36,0.28,0.79,0.72,0.72,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.12,0.19,0.59,0.0,0.26,0.41,0.0,31.95,0.0,0.0
hsa-miR-509-5p,12.65,0.0,0.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5091,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.0,0.0,0.0,0.0,0.12,0.04,0.07,0.14,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-510-5p,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-511-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.43,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.41,0.0,0.31,0.0,15.98,0.0,0.0
hsa-miR-512-3p,31.61,43.78,0.0,0.0,0.16,0.12,0.14,0.0,0.33,0.85,0.0,0.0,0.0,0.0,6.68,15.95,0.0,26.12,0.0,0.25,0.17,0.81,0.09,0.51,11.39,0.0,0.0,0.0
hsa-miR-512-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-513a-5p,12.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513c-5p,12.65,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-514a-3p,69.55,12.51,0.0,66.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-514a-5p,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-514b-3p,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-515-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.29,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-515-5p,18.97,18.76,18.27,13.26,0.04,0.0,0.36,0.14,0.06,0.21,0.0,0.0,0.0,0.0,6.68,19.13,0.0,3.27,0.24,0.0,0.0,0.0,0.09,0.0,51.26,0.0,0.0,0.0
hsa-miR-516a-5p,18.97,50.03,36.53,13.26,0.32,0.81,1.58,0.22,0.72,4.04,0.0,0.0,0.0,0.0,13.36,57.4,0.0,13.06,1.06,0.81,1.61,1.53,0.09,0.92,28.48,31.95,0.0,0.0
hsa-miR-516b-5p,6.32,0.0,0.0,39.79,0.99,0.85,4.44,0.43,1.23,4.46,0.0,0.0,0.0,0.0,6.68,22.32,0.0,26.12,2.24,0.56,3.65,1.12,0.09,1.03,85.44,79.88,0.0,0.0
hsa-miR-517-5p,25.29,0.0,0.0,0.0,0.12,0.32,0.64,0.07,0.22,0.64,0.0,0.0,0.0,0.0,0.0,3.19,23.89,0.0,0.71,0.06,0.93,0.61,0.0,0.31,28.48,15.98,0.0,0.0
hsa-miR-517a-3p,6.32,18.76,0.0,0.0,0.04,0.0,0.43,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,6.38,0.0,3.27,0.0,0.0,0.25,0.0,0.0,0.0,17.09,0.0,0.0,0.0
hsa-miR-517b-3p,12.65,0.0,0.0,0.0,0.04,0.0,0.5,0.07,0.06,0.0,0.0,0.0,0.0,0.0,13.36,19.13,0.0,0.0,0.0,0.06,0.08,0.31,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-517c-3p,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,0.06,0.0,0.1,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,0.0,0.0,0.0,0.0,0.08,0.12,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.31,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-3p,0.0,0.0,0.0,0.0,0.0,0.64,0.5,0.0,0.22,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.37,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-5p,0.0,0.0,0.0,13.26,0.0,7.13,9.74,0.0,11.93,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,19.77,15.27,10.44,0.0,3.9,0.0,0.0,0.0,0.0,0.0
hsa-miR-518a-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,20.04,0.0,0.0,3.27,0.0,0.0,0.25,0.1,0.0,0.1,11.39,0.0,0.0,0.0
hsa-miR-518a-5p,0.0,6.25,0.0,0.0,0.04,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,11.39,0.0,0.0,0.0
hsa-miR-518b,6.32,25.02,0.0,0.0,0.08,0.04,0.07,0.14,0.0,0.21,0.0,0.0,0.0,0.0,6.68,38.27,0.0,0.0,0.0,0.0,0.17,0.0,0.09,0.0,11.39,0.0,0.0,0.0
hsa-miR-518c-3p,0.0,31.27,0.0,0.0,0.08,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.0,0.0,6.68,6.38,0.0,0.0,0.24,0.0,0.17,0.1,0.09,0.31,5.7,0.0,0.0,0.0
hsa-miR-518c-5p,0.0,0.0,0.0,13.26,0.0,0.08,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518e-3p,6.32,6.25,0.0,0.0,0.0,0.08,0.43,0.0,0.06,0.21,0.0,0.0,0.0,0.0,6.68,0.0,0.0,3.27,0.0,0.12,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518e-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.12,0.0,0.59,0.51,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-518f-3p,6.32,6.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518f-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5190,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5192,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-5193,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-5194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.17,0.0,0.0,0.31,11.39,0.0,0.0,0.0
hsa-miR-519a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,15.98,0.0,0.0
hsa-miR-519a-5p,12.65,0.0,0.0,0.0,0.04,0.28,0.43,0.22,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.59,0.2,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-519b-5p,6.32,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.11,0.64,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519c-3p,0.0,0.0,0.0,13.26,0.04,0.04,0.14,0.0,0.0,0.21,0.0,0.0,0.0,0.0,13.36,3.19,0.0,3.27,0.24,0.0,0.08,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-519c-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.12,0.42,0.0,0.0,0.0,5.7,15.98,0.0,0.0
hsa-miR-519d-3p,0.0,0.0,0.0,13.26,0.0,0.08,0.07,0.0,0.11,0.64,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519d-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.5,0.07,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-520a-3p,37.94,12.51,18.27,26.53,0.0,0.04,0.43,0.0,0.17,1.27,0.0,0.0,0.0,0.0,6.68,25.51,0.0,16.33,0.0,0.12,0.25,0.31,0.0,0.21,5.7,0.0,0.0,0.0
hsa-miR-520a-5p,0.0,0.0,0.0,13.26,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.0,5.7,0.0,0.0,0.0
hsa-miR-520b-5p,0.0,0.0,0.0,0.0,0.24,0.08,0.36,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.71,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520d-3p,0.0,6.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,11.95,3.27,0.0,0.0,0.0,0.0,0.0,0.1,11.39,0.0,0.0,0.0
hsa-miR-520d-5p,0.0,12.51,0.0,0.0,0.08,0.08,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,15.98,0.0,0.0
hsa-miR-520f-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520f-5p,6.32,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520g-3p,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520g-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-522-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,6.68,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-522-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.17,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-523-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.93,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,0.31,0.25,0.1,0.0,0.72,0.0,0.0,0.0,0.0
hsa-miR-524-3p,0.0,12.51,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-524-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.2,0.0,0.0,5.7,0.0,0.0,0.0
hsa-miR-525-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-525-5p,0.0,0.0,18.27,0.0,0.24,0.12,0.43,0.07,0.28,0.64,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.24,0.25,0.42,0.51,0.0,0.62,5.7,15.98,0.0,0.0
hsa-miR-526a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-526a-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-526b-5p,0.0,0.0,0.0,0.0,0.08,0.12,0.72,0.14,0.5,0.64,0.0,0.0,0.0,0.0,6.68,0.0,11.95,0.0,0.35,0.12,0.51,0.71,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0
hsa-miR-532-3p,0.0,0.0,0.0,0.0,1.51,2.17,2.79,1.87,2.17,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.99,1.87,2.14,1.04,4.21,0.0,0.0,0.0,0.0
hsa-miR-532-5p,37.94,18.76,36.53,132.65,26.38,42.8,58.22,35.69,27.92,67.79,15.63,0.0,0.0,0.0,6.68,66.97,0.0,42.45,48.25,35.02,60.58,44.37,24.9,63.62,0.0,143.78,0.0,0.0
hsa-miR-539-3p,0.0,0.0,0.0,13.26,0.32,1.13,0.64,1.58,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.44,0.34,0.2,0.78,2.26,0.0,0.0,0.0,4.42
hsa-miR-539-5p,0.0,0.0,0.0,0.0,0.12,0.4,0.07,0.5,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.71,0.25,0.59,0.41,0.17,0.92,0.0,0.0,0.0,0.0
hsa-miR-541-3p,0.0,0.0,0.0,0.0,0.04,0.12,0.07,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.06,0.08,0.0,0.09,0.72,0.0,0.0,0.0,0.0
hsa-miR-541-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-542-3p,0.0,0.0,0.0,0.0,0.2,0.44,0.57,0.94,0.22,1.7,7.82,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.24,0.75,1.02,0.71,0.69,0.92,0.0,0.0,0.0,4.42
hsa-miR-542-5p,0.0,0.0,0.0,0.0,0.55,0.68,0.72,0.79,0.67,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.69,0.76,0.61,0.61,0.82,0.0,0.0,0.0,0.0
hsa-miR-543,12.65,0.0,0.0,0.0,0.83,2.34,1.22,3.02,0.56,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,2.68,2.88,1.83,0.87,6.26,0.0,0.0,0.0,0.0
hsa-miR-544a,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-544b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-545-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-545-5p,0.0,0.0,0.0,0.0,0.08,0.12,0.07,0.22,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.34,0.1,0.09,0.31,0.0,0.0,0.0,0.0
