miRNA,GSM4698453,GSM4698454,GSM4698455,GSM4698446,GSM4698447,GSM4698448,GSM4698449,GSM4698450,GSM4698451,GSM4698452
hsa-miR-618,0.0,0.14,0.63,0.14,0.57,0.45,0.7,0.21,0.17,0.34
hsa-miR-619-5p,0.4,0.0,1.42,0.14,0.14,0.23,0.56,0.21,0.17,0.0
hsa-miR-625-3p,0.26,0.14,0.16,0.0,0.72,0.0,0.14,0.21,0.0,0.0
hsa-miR-625-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-627-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0
hsa-miR-628-3p,0.13,0.14,0.32,0.14,0.0,0.23,0.0,0.21,0.0,0.17
hsa-miR-628-5p,0.0,0.0,0.0,0.0,0.14,0.23,0.0,0.0,0.0,0.0
hsa-miR-629-5p,1.05,1.1,1.58,1.59,2.58,1.02,1.97,2.06,0.83,1.03
hsa-miR-641,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-642a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-miR-6500-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-6501-5p,0.0,0.14,0.0,0.0,0.0,0.23,0.14,0.21,0.0,0.0
hsa-miR-6502-5p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.17
hsa-miR-651-5p,0.0,0.14,0.16,0.0,0.14,0.11,0.0,0.0,0.0,0.17
hsa-miR-6511b-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-652-3p,0.53,1.52,0.79,0.58,1.72,2.6,0.56,1.65,0.33,0.52
hsa-miR-6529-5p,0.53,0.69,2.69,1.15,1.0,1.13,4.93,3.29,0.17,2.92
hsa-miR-654-3p,0.0,0.28,0.32,0.14,1.43,0.23,0.0,0.0,0.67,1.03
hsa-miR-654-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.34
hsa-miR-655-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-655-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-656-3p,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0
hsa-miR-660-5p,0.0,0.0,0.32,0.58,0.29,0.11,0.14,0.0,1.16,1.2
hsa-miR-663a,0.26,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-664a-3p,0.0,0.0,0.16,0.0,0.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-5p,0.53,0.28,0.63,0.0,0.43,0.11,0.28,0.41,0.17,0.17
hsa-miR-665,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-668-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-671-3p,0.13,0.14,0.32,0.43,0.29,0.0,0.14,0.0,0.17,0.0
hsa-miR-671-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6741-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-3p,0.0,0.28,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6770-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-miR-6772-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-6793-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6799-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6818-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-6837-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6839-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6842-3p,0.13,0.0,0.0,0.14,0.0,0.11,0.0,0.21,0.0,0.0
hsa-miR-6842-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6848-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-6852-5p,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-6855-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-6862-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6866-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6869-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-6873-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.17,0.17
hsa-miR-7-5p,4.48,5.66,6.97,14.14,23.96,25.82,1.41,7.41,5.82,6.53
hsa-miR-708-3p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.21,0.0,0.0
hsa-miR-708-5p,0.0,0.14,0.0,0.14,0.29,0.11,0.0,0.0,0.83,0.17
hsa-miR-7110-3p,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
hsa-miR-744-5p,0.66,0.97,1.9,2.16,2.15,1.59,0.42,1.85,3.66,1.55
hsa-miR-758-3p,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,0.53,0.0,0.0,0.29,0.14,0.0,0.0,0.21,0.0,0.0
hsa-miR-766-5p,0.0,0.0,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-767-5p,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0
hsa-miR-769-5p,0.13,0.41,0.79,0.29,0.14,0.45,0.28,0.0,0.5,1.2
hsa-miR-7704,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-7706,0.0,0.0,0.0,0.29,0.14,0.0,0.0,0.0,0.0,0.17
hsa-miR-7851-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-7974,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8485,1.45,2.35,1.27,1.01,3.44,2.38,2.96,5.35,5.49,3.78
hsa-miR-873-3p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-5p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-3p,0.26,0.0,0.47,0.14,0.14,0.11,0.0,0.0,0.67,0.0
hsa-miR-889-3p,0.0,0.0,0.32,0.0,0.0,0.11,0.0,0.0,0.17,0.17
hsa-miR-9-3p,0.92,0.28,0.0,0.58,0.72,0.45,0.56,1.03,1.16,0.69
hsa-miR-9-5p,33.99,1.38,0.32,4.62,8.04,8.72,5.92,14.62,4.49,6.88
hsa-miR-92a-1-5p,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,4.35,14.08,19.95,30.87,84.51,12.68,22.28,13.18,22.45,68.78
hsa-miR-92b-3p,0.13,0.14,0.47,1.59,3.01,0.23,0.85,0.21,1.33,0.52
hsa-miR-92b-5p,0.0,0.0,0.0,0.0,0.29,0.11,0.14,0.0,0.0,0.17
hsa-miR-93-3p,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-5p,1.58,2.07,4.12,3.61,12.34,2.6,2.82,2.06,6.32,10.66
hsa-miR-934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-941,1.45,0.69,1.42,2.02,3.3,2.72,2.68,1.24,0.67,2.24
hsa-miR-942-5p,0.13,0.0,0.16,0.14,0.29,0.0,0.0,0.21,0.17,0.0
hsa-miR-95-3p,0.0,0.14,0.0,0.14,0.14,0.11,0.28,0.0,0.33,0.0
hsa-miR-96-5p,0.0,0.0,0.16,0.0,0.29,0.0,0.0,0.21,0.5,0.34
hsa-miR-98-5p,1.98,2.76,3.01,5.77,5.45,3.74,4.09,3.5,3.33,2.24
hsa-miR-9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.17
hsa-miR-99a-5p,22.53,25.67,34.04,58.13,83.08,23.9,61.48,42.83,45.23,45.91
hsa-miR-99b-3p,0.13,0.28,0.0,0.14,1.15,0.0,0.28,0.21,0.17,0.17
hsa-miR-99b-5p,3.29,3.59,3.8,7.79,18.08,2.94,3.24,3.29,9.98,9.8
hsa-mir-1202-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12121-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-mir-12136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-mir-1273c-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1291-5p,0.13,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34
hsa-mir-1471-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1972-1-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.17
hsa-mir-1972-2-3p,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-mir-2110-5p,0.13,0.0,0.0,0.29,0.0,0.11,0.0,0.0,0.0,0.0
hsa-mir-3159-5p,0.13,0.0,1.11,0.0,0.0,0.11,0.14,0.0,0.33,0.17
hsa-mir-3195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-mir-326-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17
hsa-mir-3648-1-5p,0.4,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-mir-3648-2-5p,0.13,0.0,0.0,0.0,0.14,0.11,0.14,0.0,0.0,2.24
hsa-mir-3651-3p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.21,0.0,0.0
hsa-mir-3908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-mir-4430-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4440-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-mir-449a-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4773-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-mir-4779-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-mir-518b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-mir-548aa-2-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-mir-558-3p,0.0,0.0,0.16,0.0,0.14,0.34,0.28,0.21,0.0,0.17
hsa-mir-5708-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-612-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-620-3p,1.05,12.56,0.79,0.14,8.04,6.23,0.42,5.77,4.99,1.55
hsa-mir-622-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
hsa-mir-623-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-639-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-mir-663a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
hsa-mir-6724-1-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-mir-6724-2-5p,0.26,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-6724-3-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-7845-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8086-5p,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.17,0.34
hsa-mir-8485-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-mir-9985-5p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
