miRNA,SRR2927797,SRR2927798,SRR2927799,SRR2927800,SRR2927801,SRR2927802,SRR2927803,SRR2927804,SRR2927805,SRR2927806,SRR2927807,SRR2927808,SRR2927809,SRR2927810,SRR2927811,SRR2927812,SRR2927813,SRR3592837,SRR3592838,SRR3592839,SRR3592840,SRR3592841,SRR3592842,SRR3592843,SRR3592844,SRR3592845,SRR3592846,SRR3592847,SRR3592848,SRR3592849,SRR3592850,SRR3592851,SRR3592852,SRR3592853
hsa-miR-718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.68,0.69,0.19,0.89,0.0,0.36,0.0,1.26,1.0,0.24,1.01,0.43,1.0,0.0,0.35,1.14,0.5,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-744-5p,14.89,30.26,26.51,18.52,15.83,21.1,33.91,21.32,17.28,20.92,10.42,19.69,20.98,9.12,30.57,27.03,16.73,21.8,28.3,28.97,12.92,13.66,22.1,23.93,16.58,4.62,31.17,14.48,21.9,32.53,20.7,38.17,24.0,9.75
hsa-miR-758-3p,0.0,0.0,0.0,0.18,0.41,0.0,0.0,0.18,0.17,0.0,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,1.13,1.83,2.22,0.89,1.62,1.98,3.88,0.54,1.16,1.44,0.58,1.28,0.8,1.42,0.35,0.91,0.5,1.98,0.0,4.46,0.0,0.0,2.76,4.35,0.0,1.54,1.83,2.41,2.58,0.0,0.0,2.63,0.0,1.63
hsa-miR-762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-766-3p,9.47,8.94,12.6,8.01,7.71,5.95,16.71,7.59,12.79,4.81,8.68,5.99,23.78,5.7,6.91,5.45,4.0,3.96,6.53,13.37,4.31,9.11,5.52,21.75,12.44,10.78,1.83,4.83,2.58,10.84,6.9,3.95,8.47,4.88
hsa-miR-766-5p,1.35,0.23,2.04,2.14,0.81,0.72,2.18,0.54,1.16,0.48,0.72,0.86,2.2,0.85,1.38,1.82,1.0,0.0,0.0,0.0,2.15,3.04,2.76,0.0,4.15,0.0,0.0,2.41,0.0,1.55,0.0,3.95,1.41,1.63
hsa-miR-767-5p,0.0,0.23,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-769-3p,1.35,1.38,0.0,1.25,2.44,2.71,0.97,1.63,0.17,0.0,0.0,3.0,0.8,1.14,2.07,2.04,0.5,0.0,0.0,0.0,0.0,1.52,1.38,0.0,2.07,0.0,0.0,0.0,1.29,0.0,0.0,1.32,1.41,1.63
hsa-miR-769-5p,95.42,107.29,82.67,119.28,138.04,107.12,141.69,135.34,96.36,87.76,85.81,115.76,492.39,64.39,214.14,146.04,93.63,105.03,119.74,89.15,111.99,147.26,91.15,156.62,114.02,107.84,99.02,91.71,135.27,492.61,46.0,198.76,141.18,97.55
hsa-miR-7703,0.23,0.0,0.74,0.53,0.41,0.0,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.17,0.23,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7704,2.26,3.21,0.93,1.6,1.22,0.18,1.7,1.08,4.32,2.4,4.34,0.64,3.6,1.14,0.35,0.23,0.0,0.0,2.18,0.0,0.0,1.52,0.0,2.18,0.0,6.16,1.83,6.03,2.58,4.65,2.3,1.32,0.0,0.0
hsa-miR-7705,0.23,0.23,0.19,0.71,0.2,0.18,0.73,0.18,0.83,0.96,0.14,0.0,0.2,0.28,0.69,0.23,0.25,0.0,0.0,0.0,2.15,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0
hsa-miR-7706,21.66,16.51,22.8,35.07,26.19,33.72,40.21,18.79,32.06,13.95,12.44,22.04,48.16,14.53,30.05,42.25,34.21,21.8,13.06,15.6,28.0,24.29,31.76,32.63,16.58,32.35,22.0,9.65,28.34,46.47,16.1,25.01,45.18,34.14
hsa-miR-7844-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7845-5p,0.0,0.23,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7846-3p,0.0,0.0,0.37,0.18,0.0,0.0,0.24,0.0,0.33,0.0,0.0,0.21,0.4,0.0,0.0,0.45,0.5,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-7847-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7850-5p,0.0,0.0,0.37,0.18,0.2,0.54,0.0,0.72,0.33,0.0,0.0,0.0,0.4,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-7851-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-7854-3p,0.0,0.0,0.0,0.89,0.61,0.0,0.24,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7974,0.0,0.46,0.0,1.25,0.41,0.36,0.0,0.18,0.17,0.0,0.0,0.0,0.4,0.85,0.17,0.91,1.5,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,1.83,1.21,0.0,1.55,0.0,0.0,0.0,3.25
hsa-miR-7976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-802,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8061,0.9,1.15,1.11,0.0,0.2,0.9,0.73,0.18,0.17,0.0,0.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,2.18,4.46,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8072,0.23,0.0,0.56,0.18,0.61,0.0,1.7,0.36,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0
hsa-miR-8075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-8086,0.23,0.23,0.0,0.18,1.42,1.08,0.0,0.18,0.0,0.24,0.43,0.21,0.0,0.0,0.0,0.45,1.25,7.93,0.0,0.0,6.46,12.14,9.67,0.0,2.07,0.0,0.0,1.21,0.0,0.0,0.0,0.0,1.41,1.63
hsa-miR-8485,1.58,1.15,0.37,0.0,0.2,0.72,0.0,0.72,0.33,0.96,0.0,0.43,0.0,0.0,0.86,0.68,0.75,0.0,2.18,0.0,0.0,0.0,1.38,0.0,4.15,0.0,1.83,0.0,0.0,0.0,2.3,1.32,0.0,0.0
hsa-miR-873-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-3p,23.69,17.88,21.69,35.25,30.86,33.9,34.64,31.62,17.44,15.15,9.41,37.45,42.17,9.69,40.41,31.57,13.23,25.76,26.13,26.74,17.23,16.7,27.62,32.63,37.31,21.57,3.67,9.65,39.94,37.18,9.2,38.17,36.71,9.75
hsa-miR-874-5p,1.8,1.38,1.3,1.42,0.81,1.62,0.97,0.54,0.83,0.72,0.43,0.64,0.8,0.57,1.9,1.59,1.5,0.0,6.53,0.0,2.15,0.0,2.76,0.0,0.0,1.54,1.83,2.41,1.29,1.55,0.0,1.32,2.82,0.0
hsa-miR-877-3p,0.45,0.23,0.56,0.18,0.61,0.36,0.0,0.18,0.0,0.0,0.0,0.21,0.2,0.28,0.17,0.45,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-5p,1.35,2.06,0.93,1.78,1.01,1.98,1.7,1.26,3.16,0.0,1.3,0.21,1.2,0.0,1.04,2.5,1.0,1.98,0.0,0.0,4.31,1.52,5.52,0.0,0.0,4.62,0.0,1.21,1.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-5p,0.0,0.46,0.0,0.18,0.2,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.4,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-887-3p,0.0,0.46,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-887-5p,9.47,8.48,4.26,1.6,2.84,11.0,11.87,8.31,7.81,7.45,2.46,8.77,0.6,8.83,2.42,3.86,6.74,17.84,6.53,11.14,0.0,3.04,4.14,10.88,8.29,10.78,11.0,3.62,10.31,0.0,16.1,1.32,4.24,8.13
hsa-miR-889-3p,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-891a-5p,0.0,0.0,0.56,0.0,1.42,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.6,0.28,0.17,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-892c-3p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,3.38,3.67,0.19,9.79,7.51,2.34,2.42,5.06,1.0,1.68,4.92,1.07,7.19,0.57,1.38,7.95,9.74,1.98,2.18,0.0,12.92,10.63,0.0,0.0,2.07,0.0,1.83,6.03,0.0,4.65,2.3,0.0,8.47,13.01
hsa-miR-9-5p,27.3,33.47,18.54,67.29,131.34,19.48,17.92,37.4,20.77,27.65,43.56,20.76,125.9,9.12,37.3,35.66,33.21,37.65,37.01,31.2,71.07,138.15,29.0,19.58,26.95,13.87,18.34,51.89,20.61,103.79,11.5,47.39,24.0,52.02
hsa-miR-922,0.0,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-1-5p,14.21,11.0,24.28,24.21,12.38,14.79,22.04,13.19,34.89,5.05,4.92,10.48,16.39,6.84,16.41,19.08,10.24,13.87,13.06,15.6,17.23,10.63,12.43,23.93,26.95,26.19,11.0,6.03,6.44,7.75,6.9,21.06,12.71,1.63
hsa-miR-92a-2-5p,0.23,0.0,0.74,0.0,0.61,0.54,0.24,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,17950.84,20185.37,40492.98,37572.13,30415.4,25983.07,27945.23,20369.62,24020.9,19561.85,11731.43,18537.4,30375.59,11865.97,32273.24,38318.19,26238.36,17000.88,18795.01,37015.41,34074.07,27580.76,24213.0,25474.81,19395.42,22523.53,17554.32,10955.06,17399.71,28966.22,11191.33,30275.35,37143.97,24171.72
hsa-miR-92b-3p,100.38,86.88,161.44,297.49,272.62,180.33,68.06,104.8,86.22,87.04,69.75,86.02,97.32,135.91,221.05,301.17,265.67,110.97,89.26,144.86,247.68,211.02,172.62,67.43,95.36,84.73,71.52,82.06,92.76,120.83,179.39,180.33,309.19,237.36
hsa-miR-92b-5p,0.23,0.0,0.37,0.0,0.0,0.0,0.24,0.18,0.17,0.0,0.29,0.0,0.2,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-3p,3.61,3.9,7.41,3.56,3.86,4.69,6.3,3.43,2.66,3.61,3.62,4.92,3.0,0.85,6.39,6.81,3.0,1.98,2.18,15.6,10.77,1.52,5.52,6.53,6.22,1.54,11.0,3.62,7.73,0.0,6.9,3.95,8.47,0.0
hsa-miR-93-5p,661.64,635.47,754.01,835.49,877.54,926.2,808.24,647.62,682.46,435.44,454.09,458.33,2388.83,276.66,836.18,766.55,517.36,626.21,598.71,628.48,837.8,841.03,810.64,793.98,632.28,627.02,412.59,440.47,418.7,2136.18,248.39,789.76,714.39,505.61
hsa-miR-933,0.23,0.23,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.28,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-937-3p,0.23,0.69,1.3,1.07,1.62,2.16,0.24,1.08,1.99,1.2,0.14,1.07,0.4,0.85,2.07,2.5,1.75,1.98,0.0,4.46,0.0,3.04,0.0,0.0,0.0,1.54,1.83,0.0,1.29,1.55,0.0,0.0,1.41,3.25
hsa-miR-937-5p,0.23,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-5p,0.0,0.46,1.11,0.18,0.0,0.54,0.24,0.0,0.66,0.24,0.0,0.0,0.0,0.28,0.69,0.45,0.75,1.98,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-940,0.0,0.23,0.19,0.89,0.2,0.0,0.48,0.0,0.17,0.72,0.14,0.0,0.8,0.0,1.21,0.45,0.25,0.0,2.18,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,1.21,0.0,0.0,0.0,2.63,2.82,0.0
hsa-miR-941,57.75,35.76,52.64,47.36,34.31,43.46,71.21,46.26,49.84,32.94,19.68,30.6,121.7,22.51,44.04,34.3,38.95,41.62,45.72,44.57,60.3,42.51,40.05,63.08,55.97,35.43,38.51,21.72,56.68,102.24,18.4,40.8,42.36,45.52
hsa-miR-942-3p,0.0,0.0,0.19,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.14,0.64,0.2,0.0,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-942-5p,4.74,13.3,21.69,10.33,11.77,22.0,19.62,14.09,16.78,14.19,11.29,17.55,5.2,17.95,5.35,16.81,14.48,3.96,13.06,6.69,4.31,4.55,16.57,15.23,6.22,13.87,9.17,9.65,18.04,4.65,18.4,11.85,15.53,14.63
hsa-miR-943,0.0,0.0,0.0,0.0,0.0,0.18,0.48,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-944,0.68,4.81,0.93,4.63,7.31,0.9,4.36,4.34,0.83,7.21,6.95,1.07,1.0,1.14,0.52,6.13,13.73,0.0,8.71,0.0,2.15,6.07,2.76,0.0,10.37,0.0,5.5,4.83,1.29,0.0,2.3,2.63,7.06,11.38
hsa-miR-95-3p,0.68,0.23,0.56,0.36,0.0,0.36,0.24,0.0,0.0,0.0,0.29,0.21,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-95-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.2,0.0,0.0,0.45,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-96-5p,0.0,0.46,0.56,0.18,0.61,0.36,0.0,0.72,0.66,1.2,0.43,0.0,1.8,1.42,0.17,0.0,0.25,1.98,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-98-3p,0.9,1.15,0.56,1.42,0.0,1.08,1.45,0.54,0.66,1.2,0.72,0.64,0.4,0.0,0.52,0.91,0.5,0.0,0.0,0.0,0.0,0.0,1.38,2.18,0.0,0.0,0.0,1.21,1.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-98-5p,289.2,316.59,333.82,472.13,306.32,299.17,394.55,332.12,292.22,239.48,191.59,205.63,872.68,93.17,403.93,319.8,187.77,321.03,335.28,329.84,435.05,302.1,281.72,387.2,306.81,231.09,198.04,164.12,206.13,811.72,87.4,423.84,326.13,214.6
hsa-miR-9851-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9901,0.45,0.69,2.22,1.6,2.23,1.26,0.97,0.36,0.66,0.96,0.87,0.21,1.0,0.28,2.25,3.18,0.5,0.0,0.0,0.0,4.31,0.0,0.0,0.0,2.07,0.0,1.83,1.21,2.58,0.0,2.3,2.63,4.24,0.0
hsa-miR-9902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9903,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.48,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9985,0.23,0.0,0.0,237.67,0.0,150.76,0.0,0.0,0.0,0.0,257.0,0.0,97.72,0.0,0.0,0.0,0.0,0.0,39.19,0.0,0.0,0.0,0.0,58.73,0.0,0.0,0.0,242.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-3p,0.45,1.15,0.93,0.71,2.03,0.9,1.21,3.61,1.0,0.48,0.29,0.43,1.0,0.28,1.04,2.73,0.25,1.98,2.18,0.0,0.0,1.52,1.38,2.18,2.07,0.0,1.83,1.21,0.0,4.65,4.6,0.0,7.06,1.63
hsa-miR-99a-5p,9.47,25.9,6.49,7.12,19.49,7.03,11.38,20.78,7.48,5.53,4.2,2.35,17.59,5.98,8.63,16.58,4.49,3.96,28.3,4.46,8.61,33.4,4.14,15.23,45.61,7.7,5.5,4.83,3.86,18.59,16.1,6.58,11.29,3.25
hsa-miR-99b-3p,0.68,0.23,0.56,0.89,0.81,0.18,1.45,0.9,0.66,0.0,0.14,0.0,2.6,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,2.07,0.0,0.0,0.0,0.0,3.1,0.0,1.32,1.41,0.0
hsa-miR-99b-5p,44.89,26.13,28.17,106.82,35.73,50.67,95.19,31.8,46.35,5.77,11.0,6.85,214.62,8.83,34.71,9.99,6.24,41.62,37.01,44.57,103.38,42.51,52.48,87.01,35.24,40.06,5.5,20.52,11.59,226.17,9.2,27.64,11.29,6.5
hsa-mir-10524-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-10527-5p,0.23,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.98,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-107-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,1.16,0.24,0.14,0.43,0.4,0.0,0.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.41,0.0
hsa-mir-1179-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1181-5p,0.9,0.0,0.74,2.31,1.83,0.54,0.0,0.18,0.66,0.0,0.0,0.0,2.0,0.28,0.86,0.45,1.75,0.0,0.0,4.46,2.15,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-mir-12121-5p,0.0,0.46,0.37,0.36,0.41,0.54,0.24,0.0,0.17,0.0,0.0,0.21,0.0,0.28,1.21,0.45,0.5,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-mir-12124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12136-5p,13.08,5.27,5.0,6.94,2.64,1.44,2.91,3.61,1.5,7.21,2.17,2.14,2.0,9.97,2.59,3.86,3.25,13.87,8.71,2.23,2.15,3.04,1.38,2.18,4.15,4.62,1.83,4.83,1.29,3.1,11.5,1.32,4.24,3.25
hsa-mir-1244-1-3p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1244-2-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.36,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1244-3-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1244-4-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
