miRNA,GSM4804998,GSM4804999,GSM4805000,GSM4805001,GSM4805002,GSM4805003
hsa-miR-598-3p,0.36,0.0,1.07,0.73,1.53,0.0
hsa-miR-605-3p,0.72,0.0,0.0,0.18,0.0,0.59
hsa-miR-605-5p,0.36,0.0,0.0,0.18,0.0,0.0
hsa-miR-609,0.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-610,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6132,0.0,0.0,1.07,0.0,0.0,0.59
hsa-miR-615-3p,809.04,994.65,536.93,900.53,901.3,626.18
hsa-miR-615-5p,0.0,0.0,0.0,0.18,0.92,0.0
hsa-miR-616-3p,2.15,3.82,3.74,1.47,3.37,0.0
hsa-miR-616-5p,0.36,0.42,0.0,0.0,1.53,0.0
hsa-miR-619-5p,1.07,0.0,0.53,0.0,0.31,0.0
hsa-miR-625-3p,0.36,8.48,8.55,8.08,24.23,16.04
hsa-miR-625-5p,1.07,1.7,0.53,3.49,0.92,0.0
hsa-miR-627-3p,0.72,0.85,0.0,0.92,0.0,0.0
hsa-miR-627-5p,0.36,0.0,0.53,0.0,0.0,0.0
hsa-miR-628-3p,6.44,5.51,3.21,8.27,4.6,7.13
hsa-miR-628-5p,1.43,2.54,2.14,5.14,2.45,3.56
hsa-miR-629-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-629-5p,90.89,75.89,56.63,96.43,94.76,48.72
hsa-miR-639,0.36,0.0,0.0,0.37,0.0,0.0
hsa-miR-641,0.72,3.39,0.53,0.37,1.84,0.59
hsa-miR-642a-3p,1.79,0.85,2.14,0.73,1.84,1.19
hsa-miR-642a-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-643,0.0,0.0,0.0,0.0,0.0,0.59
hsa-miR-6500-3p,0.36,0.85,1.07,1.47,0.61,1.19
hsa-miR-6501-5p,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-6503-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6505-5p,0.0,0.0,0.0,0.73,0.0,0.0
hsa-miR-6507-5p,0.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-6508-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6509-5p,0.0,0.0,1.07,0.0,0.0,0.0
hsa-miR-651-5p,2.15,2.54,0.0,2.76,0.31,0.0
hsa-miR-6511a-3p,2.15,2.97,0.0,1.29,1.53,1.78
hsa-miR-6511a-5p,0.0,0.42,0.0,0.92,0.61,0.0
hsa-miR-6511b-3p,3.22,0.0,0.53,1.47,0.61,0.0
hsa-miR-6511b-5p,0.36,1.7,0.53,0.92,0.92,1.78
hsa-miR-6513-5p,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-6514-5p,0.36,0.42,0.53,0.0,0.61,0.0
hsa-miR-6515-5p,0.72,2.12,0.0,0.37,0.31,0.0
hsa-miR-6516-3p,1.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-6516-5p,0.72,0.0,0.0,0.92,1.23,1.19
hsa-miR-652-3p,4.29,2.54,2.67,4.41,5.83,0.59
hsa-miR-6529-5p,55.82,46.64,20.3,46.65,50.6,29.7
hsa-miR-654-3p,117.01,192.06,78.54,108.36,154.56,58.82
hsa-miR-654-5p,27.19,26.71,19.23,62.63,62.87,41.59
hsa-miR-655-3p,2.15,4.66,0.0,1.47,1.23,1.19
hsa-miR-656-3p,5.37,8.9,1.07,5.51,1.53,4.75
hsa-miR-658,2.5,3.39,0.53,1.29,5.83,4.75
hsa-miR-659-5p,0.36,0.42,1.6,1.29,0.0,1.78
hsa-miR-660-5p,11.45,12.3,7.48,9.37,9.51,3.56
hsa-miR-663b,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-664a-3p,3.94,2.54,4.27,3.67,3.68,1.19
hsa-miR-664a-5p,25.05,28.83,16.56,33.98,47.23,20.79
hsa-miR-664b-3p,0.36,0.0,1.07,0.0,0.0,0.0
hsa-miR-665,8.59,6.78,1.07,7.35,2.76,1.19
hsa-miR-668-3p,1.43,0.0,0.0,1.84,2.45,0.0
hsa-miR-671-3p,15.03,5.94,6.95,21.49,21.16,17.23
hsa-miR-671-5p,2.86,1.27,0.0,3.12,2.15,2.97
hsa-miR-6716-3p,7.87,2.97,3.74,2.76,10.43,7.72
hsa-miR-6720-3p,0.0,0.0,0.0,0.73,0.0,0.0
hsa-miR-6721-5p,0.36,0.0,0.0,0.37,0.0,0.0
hsa-miR-6724-5p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-6726-3p,0.36,0.0,1.07,2.2,0.0,0.0
hsa-miR-6726-5p,0.0,0.0,0.0,0.73,0.0,1.19
hsa-miR-6727-5p,0.0,0.0,0.0,0.37,0.61,0.0
hsa-miR-6728-5p,0.0,0.0,0.0,0.0,0.61,0.0
hsa-miR-6729-5p,0.36,1.27,0.0,0.0,0.31,0.0
hsa-miR-6730-3p,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-6732-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.72,0.0,0.0,0.73,0.31,0.0
hsa-miR-6734-5p,0.36,0.0,0.0,0.37,0.31,0.0
hsa-miR-6735-3p,0.36,0.42,0.0,0.0,0.0,0.0
hsa-miR-6735-5p,0.0,0.0,0.53,0.37,0.31,0.0
hsa-miR-6736-3p,0.0,0.0,0.0,0.0,0.0,0.59
hsa-miR-6736-5p,0.0,0.0,0.0,1.1,0.0,0.0
hsa-miR-6738-3p,0.0,0.0,0.53,0.0,0.61,0.0
hsa-miR-6740-5p,0.0,0.0,0.0,0.37,0.31,0.0
hsa-miR-6741-3p,0.36,0.0,0.0,0.37,0.31,0.0
hsa-miR-6743-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6745,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-6746-3p,0.72,0.42,0.53,0.55,4.29,0.0
hsa-miR-6746-5p,0.0,0.42,0.0,0.18,0.0,0.0
hsa-miR-6747-3p,1.07,1.7,2.14,2.2,1.53,0.0
hsa-miR-6748-5p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-675-3p,2.5,0.42,0.0,3.31,0.31,0.0
hsa-miR-675-5p,1.07,0.85,0.0,0.0,1.23,1.78
hsa-miR-6750-5p,0.0,0.0,0.0,0.73,0.0,0.0
hsa-miR-6751-3p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6755-5p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-6756-3p,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-6757-5p,0.72,0.42,0.0,0.92,0.92,0.0
hsa-miR-6758-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-676-3p,1.07,2.12,0.53,0.92,0.0,0.0
hsa-miR-676-5p,0.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-6761-3p,0.0,0.0,0.0,0.73,0.0,0.0
hsa-miR-6762-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6763-5p,0.36,0.42,0.0,0.55,0.61,0.0
hsa-miR-6764-5p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6770-3p,0.0,0.0,0.0,0.0,0.92,0.0
hsa-miR-6770-5p,0.0,0.85,0.0,0.0,0.0,0.0
hsa-miR-6772-3p,0.0,0.0,0.0,0.37,0.31,0.0
hsa-miR-6779-5p,0.0,0.0,0.0,0.0,0.92,0.0
hsa-miR-6780a-3p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-6780a-5p,0.36,1.27,0.0,0.92,3.07,0.0
hsa-miR-6783-5p,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-6784-5p,0.0,0.0,0.0,0.0,0.0,0.59
hsa-miR-6785-5p,0.0,0.0,0.0,0.18,0.61,0.0
hsa-miR-6786-3p,0.72,0.0,0.53,0.55,1.23,0.0
hsa-miR-6787-3p,0.72,0.0,0.53,0.0,0.31,0.0
hsa-miR-6787-5p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-6788-3p,0.36,0.85,0.0,0.0,0.0,0.0
hsa-miR-6789-3p,0.0,0.85,1.07,0.73,0.0,0.0
hsa-miR-6789-5p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6793-5p,0.0,0.0,0.0,1.1,0.31,0.0
hsa-miR-6795-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6795-5p,0.0,0.42,0.0,0.37,0.61,0.0
hsa-miR-6797-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6797-5p,0.0,0.42,0.0,0.0,1.53,0.0
hsa-miR-6800-5p,0.0,0.0,0.0,1.47,0.31,0.0
hsa-miR-6803-3p,0.36,0.42,0.0,0.55,0.61,0.0
hsa-miR-6805-5p,0.36,2.54,0.53,2.2,2.45,0.0
hsa-miR-6809-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6809-5p,1.07,1.7,0.0,0.37,0.31,0.59
hsa-miR-6810-5p,0.0,0.42,0.0,0.0,0.61,0.0
hsa-miR-6812-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6813-5p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6815-3p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-6815-5p,1.07,0.85,0.53,0.73,0.31,0.0
hsa-miR-6816-3p,0.0,0.85,0.0,0.0,0.0,0.0
hsa-miR-6818-3p,0.0,0.0,1.07,0.37,1.84,0.0
hsa-miR-6818-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6820-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6820-5p,0.0,1.27,1.07,0.0,0.0,0.0
hsa-miR-6821-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6821-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6825-5p,0.0,0.0,0.0,0.0,0.61,0.0
hsa-miR-6826-3p,0.0,0.42,0.0,0.18,0.0,0.0
hsa-miR-6826-5p,0.0,0.0,0.0,0.0,0.61,0.0
hsa-miR-6827-3p,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-6827-5p,0.72,0.0,0.0,2.39,0.31,0.0
hsa-miR-6828-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6830-5p,0.0,0.0,1.6,0.0,0.0,0.0
hsa-miR-6831-5p,0.0,0.0,0.0,1.47,0.0,0.0
hsa-miR-6832-5p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6837-3p,0.36,0.0,0.53,0.0,0.0,0.0
hsa-miR-6837-5p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-6838-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6839-5p,0.36,0.0,0.0,0.0,0.31,0.0
hsa-miR-6842-3p,0.0,0.0,0.53,0.18,0.31,0.0
hsa-miR-6847-5p,0.0,0.0,0.0,0.0,0.61,0.0
hsa-miR-6848-3p,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-6848-5p,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-6851-5p,0.0,0.0,0.0,0.18,0.31,0.0
hsa-miR-6852-5p,0.0,1.27,0.0,0.37,0.0,0.0
hsa-miR-6857-5p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6858-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-6858-5p,0.72,0.0,0.53,0.37,0.0,0.0
hsa-miR-6859-3p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-6859-5p,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-6862-5p,0.72,0.42,0.0,0.55,0.0,0.0
hsa-miR-6865-5p,0.0,0.85,0.0,0.0,0.0,0.0
hsa-miR-6866-3p,0.0,0.85,0.0,0.0,0.0,0.0
hsa-miR-6866-5p,1.07,2.97,0.0,2.57,0.61,0.59
hsa-miR-6868-3p,0.0,0.85,0.0,0.37,0.31,0.0
hsa-miR-6868-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6870-3p,0.0,0.0,0.0,0.92,0.0,0.0
hsa-miR-6871-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6873-3p,0.36,1.7,1.07,0.0,0.61,0.59
hsa-miR-6873-5p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-6874-5p,0.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-6875-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-6875-5p,0.0,0.0,0.0,0.73,0.0,0.0
hsa-miR-6877-5p,1.07,0.42,0.0,1.1,0.61,0.0
hsa-miR-6882-5p,0.0,0.0,0.0,0.92,0.0,0.0
hsa-miR-6884-5p,0.0,0.0,0.0,0.0,0.0,1.19
hsa-miR-6888-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-6889-5p,0.72,0.0,0.0,0.73,0.31,0.59
hsa-miR-6892-5p,0.0,0.0,0.0,1.29,0.0,0.0
hsa-miR-6894-3p,0.72,0.42,0.0,0.18,0.0,0.0
hsa-miR-6894-5p,0.0,0.0,0.0,0.18,0.92,0.0
hsa-miR-6895-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,2.86,1.7,0.53,1.84,0.0,0.0
hsa-miR-7-5p,46.88,13.57,35.8,50.33,14.41,41.59
hsa-miR-708-3p,1.43,1.7,3.21,0.92,4.6,1.78
hsa-miR-708-5p,5.01,2.54,1.07,4.41,1.53,1.78
hsa-miR-7110-3p,0.36,0.0,0.0,0.18,0.0,0.0
hsa-miR-7114-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-7114-5p,0.0,0.0,0.0,0.0,0.31,0.59
hsa-miR-7160-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-744-3p,0.0,1.7,0.53,0.0,0.31,0.0
hsa-miR-744-5p,150.29,160.26,107.39,282.12,230.31,155.65
hsa-miR-758-3p,1.79,1.7,1.07,1.84,0.92,0.59
hsa-miR-758-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,4.29,8.06,1.6,2.76,4.29,0.59
hsa-miR-765,0.0,1.7,0.0,0.37,0.0,0.0
hsa-miR-766-3p,0.72,0.42,0.53,0.0,1.53,0.59
hsa-miR-766-5p,0.72,1.7,1.6,1.84,2.15,0.0
hsa-miR-769-3p,1.07,0.0,0.0,0.18,0.0,0.0
hsa-miR-769-5p,17.89,19.5,14.96,10.84,15.64,10.1
hsa-miR-7704,0.36,1.27,1.6,2.02,0.92,0.0
hsa-miR-7706,17.89,5.09,8.55,19.1,20.85,8.32
hsa-miR-7851-3p,0.0,0.0,0.0,1.1,0.0,0.0
hsa-miR-8072,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-8485,0.0,0.85,0.0,0.0,0.61,0.0
hsa-miR-874-3p,4.29,4.24,1.6,4.59,1.84,0.0
hsa-miR-877-3p,1.07,2.12,0.0,0.0,0.0,1.19
hsa-miR-877-5p,1.07,4.66,0.0,1.29,3.37,0.0
hsa-miR-885-5p,2.15,2.97,1.07,2.2,0.92,0.0
hsa-miR-887-3p,0.36,0.0,0.0,0.92,0.0,0.0
hsa-miR-887-5p,2.5,0.42,0.0,4.04,1.84,2.97
hsa-miR-888-5p,0.0,0.0,0.0,0.73,0.61,0.0
hsa-miR-889-3p,26.84,37.73,18.16,18.55,30.97,10.69
hsa-miR-889-5p,0.0,0.0,0.0,0.0,0.92,0.0
hsa-miR-891a-5p,1.43,0.0,0.0,1.65,0.0,0.0
hsa-miR-892a,0.0,0.0,0.0,0.73,0.0,0.0
hsa-miR-892c-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-miR-9-3p,0.36,1.27,1.07,1.65,0.31,0.59
hsa-miR-9-5p,2.5,6.78,2.14,1.29,5.52,1.78
hsa-miR-92a-1-5p,4.65,0.0,0.53,2.57,1.53,2.38
hsa-miR-92a-3p,4069.19,3468.14,1837.32,4108.67,3188.13,2475.0
hsa-miR-92b-3p,399.69,410.84,131.96,658.64,570.71,185.36
hsa-miR-92b-5p,15.03,30.1,12.29,33.98,49.37,21.98
hsa-miR-93-3p,1.43,0.85,0.0,2.94,0.92,0.59
hsa-miR-93-5p,126.31,97.94,41.14,83.02,56.73,25.55
hsa-miR-937-3p,1.79,2.12,0.0,3.31,2.45,0.59
hsa-miR-937-5p,0.0,0.0,0.0,0.0,0.0,0.59
hsa-miR-939-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-941,72.28,77.59,47.55,108.73,108.25,72.48
hsa-miR-942-3p,0.0,0.0,0.0,0.92,0.0,0.0
hsa-miR-942-5p,0.72,0.42,0.0,1.84,0.92,0.0
hsa-miR-95-3p,74.43,77.16,40.07,50.33,53.05,33.86
hsa-miR-95-5p,0.72,0.0,0.0,1.84,0.0,0.0
hsa-miR-96-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-98-3p,0.36,0.42,0.53,0.55,0.0,1.19
hsa-miR-98-5p,265.86,303.14,163.48,248.5,278.76,125.95
hsa-miR-9901,3.94,3.82,1.07,4.78,8.28,1.78
hsa-miR-9903,0.36,0.0,0.0,0.0,0.61,0.0
hsa-miR-9985,15.39,8.48,3.74,2.76,3.68,0.59
hsa-miR-99a-3p,0.0,0.0,0.53,0.37,0.0,1.19
hsa-miR-99a-5p,8359.88,11243.91,6014.16,8840.89,11082.11,4893.56
hsa-miR-99b-3p,75.14,86.07,45.41,78.98,73.6,45.75
hsa-miR-99b-5p,1305.35,1452.55,951.52,1908.69,1933.86,1258.89
hsa-mir-1181-5p,0.36,0.0,0.0,0.0,0.61,0.0
hsa-mir-12121-5p,0.0,2.54,0.53,0.92,1.84,0.0
hsa-mir-12136-5p,0.0,0.0,0.53,0.0,0.61,0.0
hsa-mir-1245a-3p,0.72,0.42,0.53,0.37,0.92,2.97
hsa-mir-1255a-5p,0.0,1.27,1.6,0.0,0.0,0.0
hsa-mir-1273c-5p,1.07,1.27,1.6,1.29,0.92,0.0
hsa-mir-1276-5p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-mir-1289-1-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-mir-1291-5p,0.0,0.0,0.0,0.0,0.0,0.59
hsa-mir-1293-5p,0.0,0.42,0.0,0.0,0.0,0.59
hsa-mir-1303-3p,0.72,0.0,0.0,0.0,0.0,0.0
hsa-mir-1305-3p,0.0,0.0,0.0,0.0,1.23,0.0
hsa-mir-1843-5p,0.36,0.0,0.0,0.18,0.0,0.0
hsa-mir-2110-5p,2.15,5.51,3.74,3.67,3.37,5.94
hsa-mir-3135b-5p,0.0,0.0,0.0,0.0,1.23,0.0
hsa-mir-3155a-3p,0.36,0.0,0.53,0.92,0.31,0.0
hsa-mir-3159-5p,1.43,0.85,0.0,0.18,0.31,1.19
hsa-mir-3164-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-mir-3179-4-3p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-mir-3202-1-5p,0.0,1.27,0.0,0.0,0.0,0.0
hsa-mir-326-3p,0.0,0.0,0.0,0.0,0.31,0.0
hsa-mir-3648-1-5p,0.0,1.27,0.0,0.18,0.92,0.59
hsa-mir-3648-2-5p,0.36,1.7,1.07,0.18,3.68,0.0
hsa-mir-3908-5p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-mir-3909-3p,0.0,0.42,0.0,0.18,3.37,1.78
hsa-mir-3939-3p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-mir-4422-5p,0.0,0.0,0.53,0.0,0.0,0.0
hsa-mir-4424-5p,0.72,0.0,0.0,0.0,0.0,0.0
hsa-mir-4430-5p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-mir-4449-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-mir-4521-5p,0.0,0.0,0.0,0.55,0.0,0.0
hsa-mir-4737-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-mir-4773-1-3p,1.79,0.0,0.0,0.92,1.23,1.19
hsa-mir-4773-2-3p,0.36,0.85,1.6,0.18,0.0,0.59
hsa-mir-4775-5p,0.0,0.0,0.0,0.18,0.0,0.0
hsa-mir-4779-3p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-mir-496-3p,0.36,0.0,0.0,0.18,0.0,0.0
hsa-mir-543-3p,0.0,0.0,0.0,0.0,0.61,0.0
hsa-mir-548ag-2-5p,0.0,0.0,0.0,0.0,1.53,0.0
hsa-mir-548ax-5p,0.36,0.85,0.0,0.0,2.76,0.0
hsa-mir-548h-3-5p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-mir-5684-5p,0.0,0.0,0.53,0.0,0.0,0.0
hsa-mir-5696-5p,0.0,0.0,0.0,0.0,0.0,0.59
hsa-mir-599-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-mir-607-3p,0.0,0.42,0.0,0.0,0.0,0.0
hsa-mir-622-3p,0.36,0.0,0.0,0.0,0.0,0.0
hsa-mir-636-3p,1.43,3.39,1.6,2.2,9.81,2.97
hsa-mir-639-3p,0.0,0.0,0.53,0.73,0.61,0.0
hsa-mir-641-5p,0.0,0.42,0.0,0.0,0.0,0.59
hsa-mir-6786-3p,0.0,0.0,0.53,0.0,0.61,0.0
hsa-mir-770-5p,0.0,0.42,0.0,0.37,0.92,0.0
hsa-mir-7854-3p,0.0,0.0,0.0,0.37,0.0,0.0
hsa-mir-8072-5p,0.0,0.0,0.0,0.0,0.0,0.59
hsa-mir-8086-5p,0.72,0.42,0.0,1.29,0.0,0.0
