miRNA,GSM1410425,GSM1410426,GSM1410427,GSM1410428,GSM1410429,GSM1410430,GSM1410431,GSM1410432,GSM1410433,GSM1410434,GSM1410435,GSM1410436,GSM1410437,GSM1410438,GSM1410439,GSM1410440,GSM1410441,GSM1410442,GSM1410443,GSM1410444,GSM1410445,GSM1410446,GSM1410447
hsa-miR-3652,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.27,0.0,0.13,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,6.49,7.63,7.95,4.24,8.2,2.34,6.86,1.08,6.76,1.46,5.58,0.0,7.14,9.29,2.04,7.76,1.59,5.24,7.98,4.85,8.47,0.45,11.04
hsa-miR-365a-5p,0.91,1.7,1.02,1.9,1.26,1.23,1.17,0.4,0.58,0.53,0.12,0.0,0.59,0.42,1.6,0.34,0.79,0.53,1.39,1.24,1.81,0.74,0.6
hsa-miR-365b-3p,1.3,0.97,1.59,0.89,1.68,9.27,1.46,8.2,0.23,6.23,0.36,8.13,2.93,0.42,7.14,0.46,8.63,2.99,2.78,2.14,0.2,13.09,0.45
hsa-miR-365b-5p,0.26,0.24,0.11,0.0,0.11,0.22,0.29,0.27,0.12,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.23,0.4,0.0,0.0
hsa-miR-3661,0.39,0.36,0.23,0.0,0.11,0.22,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.14,0.15,0.11,0.0,0.11,0.12,0.0,0.2,0.0,0.15
hsa-miR-3665,0.0,0.12,0.23,0.22,0.21,0.11,0.15,0.27,0.12,0.0,0.0,0.0,0.12,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15
hsa-miR-3667-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3674,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.15
hsa-miR-3675-5p,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3677-3p,0.0,0.24,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.22,0.53,0.11,0.0,0.54,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.0,0.34,0.81,0.0,0.0
hsa-miR-3682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
hsa-miR-369-5p,0.0,0.12,0.11,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.3
hsa-miR-3690,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15
hsa-miR-3691-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-370-3p,89.92,89.99,83.23,102.23,77.18,64.19,70.66,57.66,47.52,45.46,37.39,46.6,61.48,52.48,67.14,45.42,43.6,40.31,45.56,87.69,62.5,55.03,61.47
hsa-miR-370-5p,0.52,0.12,0.23,0.56,0.0,0.11,0.44,0.27,0.12,0.13,0.0,0.11,0.12,0.28,0.0,0.23,0.11,0.32,0.12,0.11,0.2,0.3,0.15
hsa-miR-374a-3p,0.13,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.47,0.0,0.12,0.11,0.12,0.28,0.15,0.11,0.11,0.32,0.12,0.0,0.0,0.0,0.15
hsa-miR-374a-5p,0.65,0.85,0.91,0.11,1.26,0.67,0.44,0.54,1.16,0.4,1.46,0.69,0.47,0.98,1.46,0.46,0.45,0.43,1.04,0.79,0.2,0.74,1.34
hsa-miR-374b-3p,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.11,0.0,0.0,0.3
hsa-miR-374b-5p,0.0,0.36,2.84,0.33,4.42,6.25,1.46,1.21,0.0,1.46,3.04,1.49,5.15,3.24,4.22,3.2,4.09,4.49,7.98,0.34,0.0,3.87,4.92
hsa-miR-375-3p,41.26,44.09,44.51,43.97,70.45,56.38,38.54,24.73,453.87,30.35,18.82,23.24,33.14,32.5,85.35,31.27,23.61,1293.95,31.68,34.65,141.73,29.15,43.12
hsa-miR-376a-3p,4.8,5.69,5.79,3.35,4.21,5.25,7.15,2.02,6.41,8.22,3.64,7.1,8.2,7.88,4.52,5.14,5.68,7.7,7.86,3.95,3.02,4.31,5.97
hsa-miR-376a-5p,0.0,0.0,0.91,0.33,0.32,0.11,0.29,0.4,0.23,0.0,0.12,0.23,0.35,0.28,0.29,0.46,0.11,0.11,0.58,0.0,0.0,0.15,0.3
hsa-miR-376b-3p,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.2,0.15,0.0
hsa-miR-376c-3p,0.13,0.12,0.0,0.0,0.0,0.0,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,54.5,54.14,44.97,36.27,30.07,30.03,46.43,25.54,45.42,37.64,33.02,49.12,46.14,45.16,36.99,33.55,36.67,37.42,37.0,37.81,34.47,25.73,44.31
hsa-miR-377-5p,25.43,29.19,20.44,34.71,20.08,18.76,20.0,13.84,19.1,17.76,17.6,17.86,26.23,22.65,16.75,19.17,17.71,15.61,15.96,25.73,23.59,17.85,19.25
hsa-miR-378a-3p,3678.53,3907.64,2724.34,3668.47,3073.79,2476.27,3122.49,2246.69,2802.29,2341.6,1964.79,2428.26,3053.37,2700.44,3148.76,2378.46,2140.76,1937.24,2282.83,3224.17,2977.92,2247.89,2592.89
hsa-miR-378a-5p,2.6,2.54,3.63,2.12,2.84,1.79,1.61,2.55,1.75,1.86,1.94,2.4,2.81,1.41,3.06,2.05,2.16,2.35,2.89,2.37,2.82,2.68,3.13
hsa-miR-378b,0.13,0.73,0.34,0.67,0.11,0.11,0.73,0.4,0.23,0.13,0.0,0.46,0.23,0.28,0.44,0.23,0.45,0.11,0.12,0.56,0.2,0.59,0.0
hsa-miR-378c,81.36,13.81,229.83,300.56,86.96,105.95,20.44,40.59,11.18,64.68,8.13,101.22,113.6,18.57,156.86,93.46,75.16,63.83,6.36,242.97,271.97,110.8,7.76
hsa-miR-378d,155.84,153.33,21.23,129.13,39.64,25.9,161.04,73.25,99.81,91.06,104.9,109.92,79.17,27.43,20.97,109.9,116.03,76.23,133.43,108.34,35.08,11.3,12.23
hsa-miR-378e,8.05,43.84,1.36,0.89,29.65,0.56,21.46,0.94,0.7,1.99,10.93,1.49,11.01,0.14,1.75,5.82,2.27,11.55,4.16,1.02,7.66,11.15,12.09
hsa-miR-378f,0.91,0.61,0.68,0.89,0.21,0.45,0.44,0.27,0.7,0.4,0.24,0.23,0.59,0.56,0.73,0.46,0.68,0.11,0.35,1.02,1.41,0.3,0.3
hsa-miR-378h,0.13,0.12,0.0,0.0,0.32,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.0,0.0,0.0,0.0,0.15,0.15
hsa-miR-378i,0.26,0.48,0.23,0.33,0.11,0.45,0.15,0.27,0.0,0.93,0.36,0.34,0.7,0.56,0.15,0.23,0.11,0.11,0.35,0.23,0.0,0.59,0.15
hsa-miR-379-3p,0.65,0.97,0.91,0.22,2.94,0.56,2.34,0.94,1.16,1.72,1.09,0.69,2.23,1.27,1.02,1.14,1.02,2.35,2.89,0.79,0.4,0.89,3.43
hsa-miR-379-5p,468.17,485.67,427.64,329.47,683.06,427.91,688.53,349.29,345.55,494.01,347.11,457.99,534.01,435.02,473.5,418.24,530.53,391.3,552.7,328.29,356.24,444.37,565.49
hsa-miR-380-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-381-3p,1577.87,1994.27,1972.06,1679.49,1290.21,1864.71,1877.41,1045.19,2051.55,2116.66,1699.26,2103.78,2558.47,2081.26,1374.77,2310.1,2006.56,2462.71,2384.46,1125.13,698.56,928.01,1136.35
hsa-miR-382-3p,12.46,13.2,9.54,9.82,11.57,16.08,22.78,5.91,17.35,16.83,12.63,18.43,17.21,16.46,13.98,11.87,17.03,19.67,17.23,9.82,11.69,15.02,16.86
hsa-miR-382-5p,336.33,387.93,293.53,342.53,392.01,313.59,292.87,237.88,242.25,249.46,191.59,212.97,308.7,264.78,287.95,230.63,236.37,199.28,231.25,334.61,313.7,224.57,303.33
hsa-miR-383-3p,0.26,0.48,0.34,0.22,0.11,0.11,0.15,0.13,0.23,0.27,0.12,0.23,0.23,0.0,0.29,0.0,0.11,0.0,0.12,0.11,0.2,0.0,0.15
hsa-miR-383-5p,57.48,61.04,53.26,59.93,45.74,42.76,49.49,26.88,39.48,33.14,26.1,32.06,47.08,37.99,43.84,36.63,29.4,34.0,30.76,55.18,46.37,30.93,41.18
hsa-miR-384,0.0,0.36,0.23,0.11,0.21,0.11,0.15,0.0,0.47,0.0,0.0,0.0,0.23,0.28,0.29,0.23,0.23,0.43,0.46,0.56,0.0,0.0,0.15
hsa-miR-3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.12,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-3911,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.49,0.23,0.0,0.14,1.02,0.11,0.0,0.43,0.12,0.0,0.0,0.0,0.15
hsa-miR-3913-5p,0.0,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.15,0.11,0.0,0.0,0.12,0.0,0.0,0.15,0.0
hsa-miR-3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3917,0.26,0.24,0.0,0.67,0.32,0.11,0.15,0.13,0.12,0.27,0.12,0.23,0.0,0.14,0.0,0.0,0.0,0.11,0.12,0.23,0.0,0.0,0.15
hsa-miR-3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.24,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,0.13,0.24,0.11,0.0,0.0,0.11,0.0,0.27,0.12,0.13,0.0,0.11,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.45,0.2,0.0,0.0
hsa-miR-3929,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3934-3p,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0
hsa-miR-3934-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.49,0.0,0.12,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-3937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,0.12,0.11,0.22,0.21,0.11,0.29,0.27,0.23,0.13,0.12,0.11,0.0,0.14,0.44,0.0,0.11,0.0,0.12,0.45,0.0,0.15,0.15
hsa-miR-409-3p,147.41,146.67,125.25,132.26,61.83,100.59,125.12,82.38,61.73,71.58,38.0,59.2,97.67,69.5,109.67,61.05,51.32,51.42,66.25,123.57,118.54,102.91,142.64
hsa-miR-409-5p,27.12,32.7,23.62,23.66,30.07,24.56,29.2,23.79,23.53,24.26,18.82,19.12,25.65,21.95,28.55,21.8,23.84,18.71,23.24,25.5,23.59,20.97,29.84
hsa-miR-410-3p,845.77,861.61,725.37,610.28,901.89,834.17,1130.62,889.43,652.67,762.55,674.56,733.47,879.95,807.99,958.07,719.52,933.57,750.95,998.56,651.72,808.04,952.99,1142.91
hsa-miR-410-5p,9.86,8.72,6.93,7.14,4.84,4.58,6.28,4.57,5.82,5.17,2.55,4.24,5.39,5.77,5.97,3.42,6.58,4.06,4.39,7.45,5.85,4.76,5.22
hsa-miR-411-3p,7.53,7.51,9.77,5.47,6.41,11.05,12.85,5.51,5.47,10.34,5.83,4.35,10.42,8.3,9.18,6.39,7.72,7.38,15.73,4.51,6.85,10.56,14.32
hsa-miR-411-5p,98.62,98.1,105.38,61.83,114.83,108.4,164.4,82.92,87.12,120.88,91.3,101.67,122.14,116.35,102.97,98.48,129.54,128.51,164.77,59.36,56.85,121.06,135.63
hsa-miR-412-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,35.94,38.51,40.77,22.77,37.64,35.5,45.7,27.28,34.47,41.62,31.69,34.12,52.7,38.83,37.43,41.65,44.96,43.3,53.3,21.78,25.81,47.14,46.7
hsa-miR-422a,0.13,0.12,0.11,0.11,0.21,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-423-3p,465.06,543.81,100.83,87.39,65.4,400.23,441.94,68.0,358.02,347.54,29.38,290.94,31.03,69.08,593.81,54.21,19.64,372.05,391.28,409.43,107.66,63.5,595.93
hsa-miR-423-5p,157.66,3775.99,3452.66,1245.56,174.97,2119.36,742.41,4237.48,44.37,380.28,1786.19,54.27,2351.54,1454.05,1461.87,752.5,1622.26,1269.25,374.98,3319.87,1367.69,728.28,1786.14
hsa-miR-424-3p,5.32,6.18,5.11,3.68,4.52,3.13,7.01,6.45,3.14,3.18,2.79,3.43,3.51,1.97,17.62,1.94,2.84,3.21,6.13,3.84,6.25,4.76,8.65
hsa-miR-424-5p,10.38,10.05,7.84,5.47,4.94,6.03,12.12,7.12,7.8,7.56,5.95,9.85,6.79,6.89,17.62,4.68,7.27,5.77,7.75,6.09,8.47,8.92,8.5
hsa-miR-425-3p,50.09,56.92,43.15,54.13,55.73,45.44,56.79,42.07,43.09,41.49,37.76,40.3,49.3,55.15,61.46,43.82,39.85,37.63,41.74,49.43,43.14,37.03,42.23
hsa-miR-425-5p,115.23,111.43,90.84,91.74,60.46,85.29,109.94,79.02,65.1,70.91,51.48,68.13,98.02,78.79,157.59,62.65,63.35,56.66,87.18,109.35,95.56,91.16,123.69
hsa-miR-4265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-4284,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,0.52,0.48,0.45,0.33,0.21,0.67,0.44,0.4,0.23,0.4,0.12,0.57,0.47,0.7,0.44,0.34,0.11,0.21,0.12,0.34,0.81,0.15,0.6
hsa-miR-429,0.0,0.0,0.23,0.11,0.84,0.78,0.44,0.0,5.47,0.27,0.12,0.0,0.0,0.42,0.15,0.23,0.11,3.1,0.12,0.11,0.81,0.0,0.0
hsa-miR-4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-4306,2.85,2.54,0.0,0.0,0.0,2.57,0.0,1.61,1.86,5.3,0.0,0.0,3.75,2.11,2.91,0.8,0.0,0.0,2.08,0.0,5.24,1.04,4.33
hsa-miR-431-3p,25.82,24.59,15.78,22.32,20.19,18.31,21.17,18.01,18.29,18.82,15.9,20.61,21.08,20.54,20.83,19.74,17.71,16.25,20.7,20.54,18.35,18.74,24.92
hsa-miR-431-5p,0.0,0.12,0.0,0.11,0.11,0.56,0.0,0.0,0.12,0.27,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.0
hsa-miR-4313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
hsa-miR-432-3p,0.65,0.36,0.68,0.33,0.74,0.56,0.58,0.13,0.12,0.0,0.0,0.57,0.35,0.56,0.87,0.23,0.23,0.43,0.69,0.34,2.02,0.59,0.3
hsa-miR-432-5p,1241.4,1332.75,1266.33,906.26,1356.25,1271.57,1430.65,1017.91,698.68,863.82,589.81,642.1,976.92,752.14,1116.24,770.87,876.12,718.13,979.48,893.45,939.28,1098.74,1337.48
hsa-miR-4324,0.13,0.24,0.0,0.0,0.0,0.45,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.34,0.4,0.15,0.3
hsa-miR-4326,0.0,0.0,0.0,0.0,0.32,0.11,0.15,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.58,0.0,0.0,0.0,0.12,0.23,0.0,0.15,0.3
hsa-miR-433-3p,6176.65,6229.9,4960.41,5608.24,2994.93,3969.66,5351.9,3613.22,3026.25,2932.89,2039.82,2438.57,4254.2,3077.64,4751.9,2959.89,2688.89,2416.52,3081.23,5120.64,4922.81,4734.47,5646.83
hsa-miR-433-5p,0.0,0.0,0.0,0.22,0.21,0.11,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.0,0.0,0.2,0.15,0.15
hsa-miR-4421,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-4429,0.52,0.85,0.23,0.67,0.84,0.11,0.29,0.54,0.35,0.13,0.0,0.11,0.23,0.42,0.58,0.0,0.0,0.0,0.12,0.56,1.41,0.15,0.0
hsa-miR-4433a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-4433b-3p,0.0,0.24,0.11,0.45,0.11,0.11,0.44,0.0,0.12,0.0,0.24,0.0,0.0,0.14,0.44,0.0,0.0,0.0,0.0,0.23,0.2,0.59,0.15
hsa-miR-4433b-5p,0.78,0.24,0.68,0.11,0.11,0.0,0.15,0.67,0.58,0.0,0.12,0.69,0.0,0.14,0.0,0.0,0.23,0.0,0.12,0.0,0.81,0.0,0.3
hsa-miR-4435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,2.21,2.54,1.7,2.57,0.84,1.45,3.07,3.09,0.47,2.25,1.09,0.34,1.29,1.41,2.91,0.91,0.0,0.43,0.23,1.92,3.02,1.49,2.83
hsa-miR-4444,0.78,0.61,0.57,0.56,0.21,0.22,0.58,0.27,0.0,0.4,0.61,0.8,0.12,0.42,1.02,0.34,0.45,0.11,0.12,0.45,0.6,0.15,0.15
hsa-miR-4446-3p,0.26,0.36,0.11,0.22,0.21,0.45,0.15,0.27,0.58,0.0,0.0,0.11,0.12,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.3,0.3
hsa-miR-4448,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.34,0.11,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4454,0.13,0.0,0.11,0.22,0.11,0.0,0.15,0.0,0.12,0.0,0.49,0.11,0.12,0.14,0.15,0.0,0.11,0.11,0.0,0.0,0.0,0.15,0.0
hsa-miR-4463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-4467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-4470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-4473,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4474-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.15
hsa-miR-448,0.13,0.36,0.0,0.22,0.63,0.11,0.44,0.0,0.12,0.0,0.0,0.11,0.35,0.42,0.44,0.46,0.0,0.11,0.23,0.11,0.0,0.0,0.3
hsa-miR-4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.34,0.0,0.0,0.0
hsa-miR-4485-3p,0.0,0.0,0.0,0.0,0.0,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4488,0.0,0.12,0.0,0.0,0.42,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.86,0.0,0.11,1.41,0.0,0.3
hsa-miR-4489,0.0,0.0,0.0,0.22,0.0,0.0,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4492,10.77,12.11,9.42,15.07,8.41,5.47,8.91,12.77,4.78,4.64,5.83,5.5,5.97,6.05,15.44,5.25,7.04,4.6,5.32,15.12,22.98,4.31,5.97
hsa-miR-4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4496,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-4497,9.34,14.65,12.94,15.51,7.26,5.36,11.97,7.66,6.87,8.35,8.01,7.56,9.13,6.19,8.3,9.02,6.24,4.81,7.98,12.64,11.29,4.91,6.42
