miRNA,GSM4044943,GSM4044944,GSM4044945,GSM4044946,GSM4044947,GSM4044948,GSM4044949,GSM4044950,GSM4044951,GSM4044952,GSM4044953,GSM4044954,GSM4044955,GSM4044956,GSM4044957,GSM4044958,GSM4044959,GSM4044960,GSM4044961,GSM4044962,GSM4044963,GSM4044964,GSM4044965,GSM4044966,GSM4044967,GSM4044968,GSM4044969,GSM4044970,GSM4044971,GSM4044972,GSM4044973,GSM4044974,GSM4044975,GSM4044976,GSM4044977,GSM4044978,GSM4044979,GSM4044980,GSM4044981,GSM4044982,GSM4044983,GSM4044984,GSM4044985,GSM4044986,GSM4044987,GSM4044988,GSM4044989,GSM4044990
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,8.4,10.28,0.0,0.0,0.0,0.0,5.67,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,5.14,17.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,0.0,10.01,0.0,0.0,0.0,0.0,50.94,0.0
hsa-miR-30c-5p,79.42,26.02,39.8,176.13,50.34,14.36,99.08,73.31,0.0,137.6,35.83,63.71,13.31,0.0,10.6,76.73,15.25,127.27,114.71,30.61,97.94,41.13,151.29,102.82,106.74,5.79,58.95,104.29,124.67,82.27,27.1,104.16,0.0,31.1,117.15,35.25,18.55,52.44,0.0,37.25,28.15,90.06,0.0,101.02,51.49,78.1,152.82,100.35
hsa-miR-30d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,1032.4,1092.98,1539.07,1088.78,704.74,445.29,1306.44,1356.32,672.54,987.45,441.93,812.26,319.32,277.38,185.41,1624.02,503.17,1501.77,1284.79,949.06,1395.59,215.95,1092.63,1095.04,818.35,347.69,825.28,1230.63,2431.16,2961.85,840.04,1874.9,919.85,2550.15,5670.06,563.97,528.69,1477.07,788.22,2314.37,619.32,3502.31,529.32,656.64,1819.24,1312.07,1018.8,602.11
hsa-miR-30e-3p,158.83,26.02,92.88,128.09,50.34,43.09,52.99,36.66,0.0,80.94,71.66,47.78,79.83,30.82,26.49,115.09,60.99,152.72,68.83,76.54,91.81,10.28,134.48,56.55,17.79,17.38,29.47,20.86,73.67,205.68,54.2,156.24,63.44,41.47,164.01,25.18,18.55,69.92,33.54,153.67,42.23,90.06,58.81,67.35,120.14,93.72,203.76,60.21
hsa-miR-30e-5p,39.71,104.09,172.48,112.08,176.18,57.46,255.76,109.97,244.56,80.94,47.78,95.56,39.92,123.28,0.0,140.66,60.99,165.45,68.83,153.07,128.54,10.28,126.07,123.38,35.58,17.38,58.95,104.29,141.68,137.12,0.0,208.32,95.16,31.1,905.96,50.35,18.55,104.88,167.71,125.73,84.45,420.28,58.81,16.84,102.98,78.1,305.64,80.28
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,13.27,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,32.02,0.0,0.0,64.52,0.0,0.0,0.0,0.0,15.93,26.61,0.0,10.6,0.0,0.0,12.73,0.0,15.31,6.12,0.0,0.0,0.0,35.58,0.0,14.74,20.86,0.0,13.71,0.0,0.0,0.0,0.0,140.58,15.11,9.28,0.0,16.77,18.63,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,39.71,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,4.66,0.0,10.01,58.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-3169,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,4.66,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,39.71,0.0,0.0,32.02,25.17,0.0,11.52,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0.0,12.24,0.0,33.62,25.71,0.0,0.0,29.47,41.72,0.0,6.86,0.0,52.08,15.86,10.37,101.53,0.0,0.0,0.0,0.0,9.31,0.0,30.02,0.0,16.84,0.0,15.62,50.94,20.07
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3200-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,555.91,520.47,490.91,640.46,1610.83,387.83,1453.9,1160.82,764.25,1602.58,429.99,637.06,226.19,339.01,52.98,1125.31,365.94,2138.11,1170.07,642.91,1236.44,123.4,1933.11,776.29,960.67,399.84,840.01,1272.34,2062.8,1124.4,975.53,1458.26,634.38,1907.43,3787.85,458.23,371.01,1992.73,1006.24,3608.93,1210.48,4372.89,646.94,218.88,1390.18,1749.43,1731.95,401.4
hsa-miR-320b,397.08,78.07,39.8,0.0,37.75,114.91,218.89,305.48,0.0,72.84,83.61,63.71,66.53,0.0,15.89,38.36,76.24,279.99,91.77,45.92,134.66,0.0,252.15,123.38,124.53,307.12,132.63,292.01,175.68,116.55,135.49,260.4,63.44,611.62,577.94,40.28,37.1,506.92,83.85,1126.92,84.45,370.24,0.0,8.42,205.95,656.03,254.7,80.28
hsa-miR-320c,357.37,26.02,26.54,0.0,37.75,14.36,96.77,97.75,30.57,56.66,83.61,31.85,0.0,0.0,0.0,25.58,0.0,63.63,45.89,45.92,24.48,0.0,42.02,30.85,0.0,75.33,0.0,41.72,90.67,61.71,27.1,104.16,63.44,238.43,93.72,20.14,27.83,157.32,50.31,209.55,28.15,110.07,117.63,0.0,51.49,93.72,0.0,20.07
hsa-miR-320d,0.0,26.02,13.27,16.01,0.0,14.36,59.91,0.0,0.0,72.84,23.89,0.0,13.31,0.0,0.0,12.79,0.0,38.18,22.94,15.31,48.97,0.0,67.24,20.56,0.0,11.59,0.0,41.72,130.34,0.0,81.29,52.08,0.0,62.2,39.05,20.14,0.0,8.74,16.77,111.76,42.23,130.09,0.0,0.0,0.0,15.62,50.94,20.07
hsa-miR-320e,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,16.19,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,6.12,0.0,8.4,0.0,0.0,0.0,0.0,0.0,45.34,6.86,0.0,0.0,0.0,10.37,0.0,0.0,0.0,8.74,0.0,4.66,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,0.0,0.0,0.0,0.0,39.05,0.0,0.0,0.0,0.0,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,52.05,53.07,64.05,50.34,0.0,25.35,48.88,0.0,56.66,11.94,15.93,13.31,30.82,5.3,63.94,15.25,38.18,22.94,45.92,73.45,10.28,42.02,30.85,17.79,5.79,14.74,20.86,22.67,191.97,54.2,0.0,15.86,31.1,132.77,5.04,46.38,69.92,0.0,186.27,14.08,30.02,0.0,42.09,17.16,124.96,0.0,0.0
hsa-miR-330-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,10.37,0.0,0.0,0.0,8.74,0.0,18.63,0.0,0.0,0.0,8.42,17.16,31.24,0.0,0.0
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,20.57,0.0,0.0,0.0,0.0,15.62,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,10.37,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0
hsa-miR-335-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0.0,0.0,0.0,8.4,0.0,0.0,5.79,0.0,0.0,0.0,47.99,0.0,0.0,0.0,0.0,15.62,0.0,0.0,8.74,0.0,27.94,0.0,10.01,0.0,8.42,0.0,0.0,0.0,0.0
hsa-miR-335-5p,0.0,0.0,0.0,16.01,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,9.31,0.0,0.0,0.0,8.42,17.16,0.0,0.0,40.14
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0.0,6.12,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,0.0,0.0,13.27,0.0,0.0,14.36,2.3,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,15.86,0.0,54.67,5.04,0.0,0.0,0.0,27.94,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,0.0,0.0,53.07,48.03,0.0,0.0,6.91,0.0,30.57,24.28,0.0,15.93,0.0,0.0,0.0,0.0,15.25,25.45,22.94,0.0,6.12,0.0,8.4,15.42,17.79,0.0,0.0,0.0,11.33,61.71,0.0,0.0,31.72,10.37,54.67,0.0,9.28,17.48,0.0,51.22,0.0,10.01,58.81,16.84,0.0,31.24,50.94,0.0
hsa-miR-342-3p,0.0,26.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19,0.0,0.0,0.0,0.0,0.0,0.0,15.25,50.91,0.0,0.0,18.36,0.0,16.81,0.0,0.0,0.0,0.0,0.0,17.0,20.57,0.0,0.0,0.0,0.0,15.62,0.0,9.28,0.0,0.0,0.0,0.0,30.02,0.0,8.42,0.0,31.24,0.0,20.07
hsa-miR-342-5p,119.12,52.05,53.07,48.03,12.58,14.36,73.73,61.1,30.57,48.56,47.78,31.85,26.61,30.82,5.3,38.36,30.5,114.54,206.48,45.92,85.69,20.57,50.43,92.54,53.37,0.0,29.47,83.43,39.67,82.27,0.0,0.0,31.72,0.0,312.4,15.11,0.0,17.48,33.54,32.6,70.38,150.1,58.81,25.26,102.98,31.24,50.94,20.07
hsa-miR-345-5p,0.0,0.0,13.27,0.0,12.58,0.0,2.3,0.0,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,20.86,0.0,6.86,27.1,0.0,0.0,0.0,7.81,0.0,0.0,8.74,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,16.01,0.0,0.0,6.91,12.22,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,10.28,35.58,0.0,14.74,0.0,22.67,6.86,0.0,0.0,0.0,0.0,15.62,0.0,0.0,8.74,0.0,4.66,0.0,0.0,0.0,0.0,0.0,15.62,50.94,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,12.24,0.0,0.0,10.28,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43,0.0,0.0,0.0,0.0,0.0,0.0,30.02,0.0,0.0,0.0,15.62,50.94,0.0
hsa-miR-361-3p,0.0,0.0,0.0,16.01,0.0,0.0,11.52,12.22,0.0,16.19,0.0,0.0,13.31,0.0,0.0,12.79,0.0,0.0,22.94,0.0,12.24,0.0,0.0,5.14,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,10.37,15.62,0.0,27.83,17.48,16.77,74.51,0.0,20.01,0.0,8.42,17.16,15.62,50.94,0.0
hsa-miR-361-5p,39.71,0.0,0.0,16.01,0.0,0.0,2.3,36.66,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,6.12,0.0,0.0,10.28,0.0,0.0,0.0,0.0,11.33,6.86,0.0,0.0,0.0,0.0,15.62,5.04,0.0,26.22,0.0,23.28,0.0,10.01,0.0,16.84,0.0,62.48,0.0,0.0
hsa-miR-3613-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,10.37,23.43,0.0,0.0,0.0,0.0,9.31,14.08,0.0,0.0,0.0,0.0,15.62,0.0,0.0
hsa-miR-3614-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,79.42,52.05,79.61,64.05,62.92,57.46,122.12,73.31,30.57,80.94,191.11,111.49,93.14,61.64,21.19,115.09,76.24,50.91,91.77,168.38,48.97,20.57,109.26,107.96,35.58,34.77,58.95,41.72,147.34,34.28,27.1,52.08,0.0,114.03,515.46,25.18,37.1,166.06,201.25,167.64,70.38,410.27,117.63,75.77,223.11,124.96,50.94,40.14
hsa-miR-362-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
