miRNA,GSM3939089,GSM3939090,GSM3939091,GSM3939092,GSM3939093,GSM3939094,GSM3939095,GSM3939096,GSM3939097,GSM3939098,GSM3939099,GSM3939100,GSM3939101,GSM3939102,GSM3939103,GSM3939104,GSM3939105,GSM3939106
hsa-miR-342-3p,155.9,230.0,14.02,2.13,86.62,63.07,0.0,116.72,138.81,119.92,104.37,163.06,0.0,178.93,211.34,66.82,161.95,222.73
hsa-miR-342-5p,0.44,0.64,0.0,0.0,0.0,0.0,0.0,0.78,0.25,0.27,0.0,0.49,0.0,0.0,1.8,0.26,0.55,0.57
hsa-miR-345-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.27,0.0
hsa-miR-345-5p,19.2,32.45,0.0,0.0,1.61,1.16,0.0,3.37,4.05,1.08,5.54,2.97,0.0,3.37,8.01,1.83,2.47,0.96
hsa-miR-346,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-34a-5p,15.56,21.9,0.0,2.13,4.83,3.2,0.0,3.89,4.31,3.79,3.69,7.92,0.0,5.21,28.32,3.93,3.57,28.08
hsa-miR-34b-3p,1.6,1.44,0.0,4.79,0.81,0.0,1.81,0.52,1.27,0.54,0.92,0.99,0.76,1.53,1.11,0.26,0.27,1.72
hsa-miR-34b-5p,2.18,2.08,0.0,0.0,4.03,1.74,0.0,0.26,1.52,0.27,1.23,1.48,0.0,0.0,1.8,0.0,0.0,0.38
hsa-miR-34c-3p,5.09,4.16,0.67,0.53,0.0,0.58,0.0,0.26,2.53,1.62,1.54,2.23,0.0,2.14,1.8,0.79,2.2,3.44
hsa-miR-34c-5p,26.9,25.89,1.34,0.0,4.83,4.65,0.0,8.04,7.85,5.41,5.85,9.9,0.0,9.8,25.14,3.14,3.84,8.79
hsa-miR-3529-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,1.02,1.76,0.0,0.0,0.4,0.0,0.0,0.26,0.51,0.0,0.31,0.0,0.0,0.61,0.83,0.0,1.37,1.53
hsa-miR-3605-5p,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.0,0.92,0.41,0.26,0.0,0.38
hsa-miR-3609,3.49,1.76,0.0,0.0,0.0,0.29,0.0,0.52,0.0,0.54,0.0,0.25,0.0,0.61,0.0,0.0,0.0,0.19
hsa-miR-361-3p,42.9,58.66,2.67,0.0,22.56,12.5,0.0,22.57,26.85,11.1,18.78,29.94,0.0,18.69,64.78,7.08,22.51,15.85
hsa-miR-361-5p,114.01,277.15,7.34,0.53,55.19,32.84,0.0,56.29,61.55,51.16,44.03,70.77,0.0,57.3,131.36,23.58,50.78,44.13
hsa-miR-3611,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-3613-5p,1.75,0.96,0.0,0.0,1.21,2.32,0.0,1.56,3.04,0.27,0.62,2.97,0.0,0.61,1.38,0.0,0.27,0.38
hsa-miR-3614-3p,0.0,0.16,0.0,0.53,1.61,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3614-5p,0.15,0.8,0.0,0.0,0.0,0.87,0.0,0.78,0.76,0.0,0.62,0.25,0.0,0.0,1.11,0.0,1.37,0.57
hsa-miR-3615,27.19,55.14,2.67,0.0,7.25,5.23,0.0,11.93,10.13,8.39,6.77,14.35,0.0,22.37,20.86,9.7,16.19,12.23
hsa-miR-3616-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3617-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3619-3p,0.29,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3619-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.15,0.32,0.0,0.53,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.0,0.31,0.14,0.0,0.27,0.0
hsa-miR-362-5p,0.44,0.8,0.0,0.0,0.0,0.0,0.0,1.3,0.25,0.0,0.31,0.25,0.0,1.23,2.35,0.0,0.27,0.19
hsa-miR-3620-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
hsa-miR-363-3p,1.6,0.96,0.0,0.0,1.61,0.87,0.0,0.26,1.77,0.27,1.54,0.74,0.0,0.61,1.93,0.26,0.0,0.0
hsa-miR-3646,0.15,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-3648,15.85,11.03,7.34,0.0,18.53,9.59,0.0,5.71,4.56,6.5,3.39,4.21,0.0,7.35,1.52,4.72,7.96,12.61
hsa-miR-3651,0.0,0.0,0.67,0.0,0.0,0.29,0.91,0.26,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.26,0.82,0.0
hsa-miR-3652,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3654,0.0,0.0,0.0,1.06,0.4,0.29,0.0,0.0,0.25,0.27,0.0,0.0,0.0,0.31,0.28,0.0,0.0,0.57
hsa-miR-3655,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3657,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,8.73,13.43,0.0,0.0,5.64,3.2,0.0,4.67,3.29,2.44,0.0,15.59,0.0,6.13,7.87,0.26,7.96,3.06
hsa-miR-365a-5p,1.02,5.11,0.67,0.0,0.4,0.29,0.0,0.0,0.25,1.08,0.0,0.25,0.0,0.31,0.97,0.79,1.37,2.29
hsa-miR-365b-3p,7.27,10.71,0.67,0.0,3.22,3.2,0.0,8.3,5.32,5.68,10.16,7.42,0.0,2.76,44.75,6.03,0.0,3.06
hsa-miR-365b-5p,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3660,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3661,0.44,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.26,0.27,0.0
hsa-miR-3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3663-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,40.14,37.72,11.35,0.53,87.42,45.05,1.81,58.1,44.58,47.37,26.48,33.9,2.29,77.52,5.39,76.26,123.24,52.15
hsa-miR-367-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3675-5p,0.58,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.0,0.27,0.0
hsa-miR-3677-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3677-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3678-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3679-5p,2.18,5.27,0.67,0.0,0.4,0.0,0.0,1.04,0.76,0.54,0.92,0.99,0.0,0.92,0.83,1.31,0.55,1.53
hsa-miR-3680-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3682-3p,1.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3682-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3684,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,28.65,95.1,0.0,0.0,2.01,1.45,0.0,3.37,2.53,0.81,0.0,0.49,0.0,3.37,0.0,2.1,2.47,0.38
hsa-miR-369-5p,1.6,0.8,0.67,0.0,0.0,1.16,0.0,0.0,0.76,1.08,1.23,0.49,0.0,1.84,0.14,0.0,0.27,0.19
hsa-miR-3691-5p,0.15,0.48,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.41,0.0,0.27,0.19
hsa-miR-370-3p,0.87,1.28,0.0,1.06,0.81,0.29,0.0,0.26,0.25,0.27,0.31,0.49,0.0,0.61,0.0,0.79,0.27,0.0
hsa-miR-370-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-374a-3p,3.78,4.0,0.0,1.06,2.01,4.07,0.0,5.45,6.33,1.35,4.62,4.21,0.0,2.45,10.64,1.05,2.2,2.87
hsa-miR-374a-5p,38.39,48.11,0.67,0.0,20.95,17.15,0.91,25.42,28.88,19.22,19.7,26.72,0.0,9.19,81.91,3.93,5.76,11.27
hsa-miR-374b-3p,1.16,1.6,0.0,0.0,0.0,0.58,0.0,0.0,0.25,0.0,0.62,0.0,0.0,0.0,0.28,0.26,0.0,0.19
hsa-miR-374b-5p,4.51,5.43,0.0,0.0,0.0,4.07,0.91,0.52,1.77,0.27,5.85,0.0,0.0,0.0,1.93,1.31,2.47,2.67
hsa-miR-375-3p,4.94,6.23,0.67,0.0,2.82,1.16,0.0,1.3,0.51,1.89,0.62,2.72,0.0,2.76,0.69,0.79,0.0,0.38
hsa-miR-376a-3p,0.15,1.12,0.0,0.0,0.4,0.58,0.0,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.55,0.0,0.27,0.0
hsa-miR-376b-3p,0.29,0.48,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.19
hsa-miR-376c-3p,0.73,2.72,0.0,0.0,1.21,0.0,0.0,0.78,0.76,0.0,0.0,0.25,0.0,0.61,0.0,0.26,0.0,0.0
hsa-miR-376c-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.29,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,130.59,276.51,14.69,0.0,41.5,18.02,0.0,23.34,26.6,23.55,19.7,44.29,0.0,31.56,111.33,31.71,32.94,35.53
hsa-miR-378a-5p,2.04,7.03,0.0,0.0,3.63,0.58,0.91,1.82,2.28,1.08,1.54,4.45,0.0,1.23,19.34,1.31,1.65,1.53
hsa-miR-378b,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,12.94,2.08,0.0,0.0,0.0,0.29,0.0,0.26,2.79,0.0,1.54,1.24,0.0,4.29,15.06,3.41,5.76,0.0
hsa-miR-378d,4.36,9.91,0.0,2.66,1.21,0.58,1.81,1.04,1.01,1.62,0.0,0.25,3.06,0.0,0.28,0.52,0.55,0.76
hsa-miR-378e,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.19
hsa-miR-378i,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-379-3p,0.44,0.64,0.0,0.0,0.81,0.29,0.0,0.52,0.0,0.54,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-5p,9.16,30.85,0.67,0.0,10.47,5.52,0.0,10.12,6.08,5.14,4.93,4.45,0.0,5.21,0.83,2.36,5.76,0.96
hsa-miR-381-3p,2.76,5.91,0.0,0.0,2.82,2.62,0.0,2.33,4.56,2.17,1.85,0.49,0.0,2.14,0.41,0.52,3.57,0.57
hsa-miR-382-3p,1.75,4.16,0.0,0.0,2.42,1.16,0.0,0.78,0.76,0.54,0.62,0.25,0.0,0.61,0.0,1.05,0.55,0.38
hsa-miR-382-5p,14.25,31.01,1.34,0.0,4.83,5.52,0.0,7.0,6.84,3.25,3.39,3.96,0.0,2.45,0.41,2.88,7.41,0.76
hsa-miR-383-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.78,0.25,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3909,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3911,0.44,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.55,0.0,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.19
hsa-miR-3913-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3913-5p,0.44,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3916,0.44,0.8,0.0,0.0,0.4,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.79,0.27,0.19
hsa-miR-3922-3p,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3927-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.49,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-3928-3p,0.87,1.44,0.0,0.0,0.4,0.0,0.0,0.26,0.25,0.0,0.0,0.25,0.0,0.0,0.83,0.0,0.55,0.0
hsa-miR-3929,2.18,3.04,0.0,0.0,1.61,2.62,0.0,1.04,0.0,0.81,0.62,0.74,0.0,1.23,2.21,1.31,0.55,2.1
hsa-miR-3934-3p,0.29,0.64,0.0,0.53,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-3934-5p,1.89,7.67,0.0,0.0,0.0,0.29,0.0,0.52,0.51,0.27,0.92,0.74,0.0,0.61,1.38,0.0,0.27,0.57
hsa-miR-3935,1.6,4.79,0.0,0.0,0.81,1.16,0.0,1.56,0.76,0.27,0.0,1.98,0.0,0.61,2.21,0.26,0.55,0.57
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3940-3p,2.04,4.64,0.0,0.0,0.81,0.29,0.0,0.52,0.0,0.0,0.92,0.74,0.0,0.61,0.55,0.52,1.1,0.57
hsa-miR-3940-5p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.31,0.28,0.0,0.55,0.0
hsa-miR-3942-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3944-3p,0.58,1.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.52,0.27,0.0
hsa-miR-3944-5p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,96.27,39.16,33.39,6.38,171.22,158.39,30.83,149.15,169.46,246.06,135.78,252.87,51.95,163.92,20.72,134.43,216.3,518.42
hsa-miR-409-3p,11.92,20.3,2.67,0.0,8.46,9.01,0.0,8.82,6.84,6.77,4.93,6.43,0.0,7.66,0.97,4.19,13.72,1.53
hsa-miR-409-5p,1.6,1.6,0.67,0.0,1.21,0.58,0.0,0.52,0.25,0.27,0.0,0.25,0.0,0.92,0.14,0.26,0.0,0.0
hsa-miR-410-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-411-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-411-5p,19.63,27.17,5.34,0.0,7.25,11.04,0.0,16.08,6.59,7.31,6.16,4.45,0.0,12.26,0.69,3.93,11.8,3.63
hsa-miR-412-5p,7.27,19.02,0.0,0.0,0.4,0.0,0.0,1.04,0.25,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.55,0.0
hsa-miR-421,23.41,44.43,0.0,0.0,8.06,5.81,0.0,8.56,9.63,5.41,7.7,12.37,0.0,6.13,32.18,8.39,6.86,6.69
hsa-miR-423-3p,24.72,42.51,0.67,0.0,16.52,9.01,0.0,7.0,13.17,30.05,38.18,45.77,0.0,53.62,12.16,25.16,7.96,19.48
hsa-miR-423-5p,138.74,1783.23,1.34,1.06,7.65,42.72,0.0,72.37,14.69,17.05,17.86,163.3,0.0,108.16,15.47,15.99,125.17,74.11
hsa-miR-424-3p,0.29,0.16,0.0,0.0,0.81,0.29,0.0,0.52,0.25,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.19
hsa-miR-424-5p,8.73,12.47,0.67,1.06,3.63,0.87,0.0,1.3,2.53,2.44,2.16,2.47,0.0,0.92,6.77,0.26,2.2,0.38
hsa-miR-425-3p,30.54,61.53,0.67,0.0,9.67,6.68,0.91,10.12,8.87,8.93,7.7,5.94,0.0,8.89,33.7,9.17,6.31,7.83
hsa-miR-425-5p,194.29,306.23,28.71,2.13,118.85,95.32,0.0,147.85,158.57,123.44,130.54,150.69,1.53,160.24,377.65,64.99,118.85,123.78
hsa-miR-4279,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4284,0.15,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,1.16,0.96,0.0,0.0,0.4,0.29,0.0,0.52,0.76,1.08,0.62,0.99,0.0,0.0,1.24,0.0,0.55,0.57
hsa-miR-429,107.47,280.5,4.01,0.53,60.03,42.14,1.81,65.36,67.88,62.26,60.65,54.43,0.0,49.94,184.54,25.16,21.14,22.16
hsa-miR-4306,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,0.58,1.76,0.67,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-431-5p,3.2,3.52,0.0,0.0,0.0,0.29,0.0,1.04,0.76,0.54,0.62,1.24,0.0,0.92,0.28,0.0,0.82,0.38
hsa-miR-4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-432-3p,0.0,0.16,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,20.07,46.83,2.67,2.13,6.85,3.49,5.44,8.3,5.07,4.87,4.0,2.72,0.0,4.9,0.69,4.45,7.41,2.1
hsa-miR-4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4326,4.51,9.91,0.67,0.0,2.42,2.62,0.0,2.59,3.8,0.81,1.54,3.46,0.0,3.68,4.14,1.31,3.29,1.72
hsa-miR-433-3p,0.29,0.64,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.31,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4426,0.0,0.16,0.0,0.53,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.26,0.0,0.38
hsa-miR-4428,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4429,0.15,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4435,0.73,1.28,0.0,0.0,0.0,0.58,0.0,0.0,0.25,0.54,0.0,0.25,0.0,0.31,1.66,0.26,0.82,0.19
hsa-miR-4436b-3p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4439,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,1.02,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.92,0.99,0.0,0.31,0.83,0.0,0.0,0.19
hsa-miR-4444,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-4448,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4449,0.87,0.48,0.0,0.0,0.4,0.58,0.0,0.0,0.25,0.54,0.31,0.0,0.0,0.61,0.14,0.52,1.37,0.57
hsa-miR-4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-4463,3.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.15,0.16,0.0,0.0,0.4,0.0,0.0,0.26,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.26,0.0,0.76
hsa-miR-4469,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4474-3p,0.15,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4479,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
hsa-miR-4482-3p,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.38
hsa-miR-4482-5p,0.0,0.0,0.0,0.0,0.4,0.29,0.0,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-4484,1.6,0.96,0.0,1.06,0.0,0.0,0.0,0.0,0.25,0.27,0.31,0.0,0.0,0.31,0.0,0.26,0.27,1.15
hsa-miR-4485-3p,26.03,15.82,6.01,0.53,0.0,2.62,0.0,1.82,1.77,1.62,1.85,2.72,0.0,2.14,7.74,1.57,1.92,4.01
hsa-miR-4485-5p,6.69,3.04,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.62,0.25,0.0,0.31,0.14,0.26,0.27,0.38
hsa-miR-4488,2.04,1.28,0.0,0.0,9.27,3.49,0.0,6.48,5.32,10.56,6.77,3.96,0.0,8.27,0.55,6.55,6.86,5.35
hsa-miR-4489,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4490,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4492,0.29,0.64,0.0,0.0,0.4,0.0,0.0,0.26,0.51,0.81,1.85,0.49,0.0,0.61,0.14,0.79,0.0,0.96
hsa-miR-4497,6.11,5.59,22.7,0.0,62.44,42.72,0.0,66.4,17.73,44.12,20.32,12.37,0.0,45.96,5.11,56.6,76.86,66.47
hsa-miR-4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
