miRNA,GSM4154495,GSM4154496,GSM4154497,GSM4154498,GSM4154499,GSM4154500,GSM4154501,GSM4154502,GSM4154503,GSM4154504,GSM4154505,GSM4154506,GSM4154507,GSM4154508,GSM4154509,GSM4154456,GSM4154457,GSM4154458,GSM4154459,GSM4154460,GSM4154461,GSM4154462,GSM4154463,GSM4154464,GSM4154465,GSM4154466,GSM4154467,GSM4154468,GSM4154469,GSM4154470,GSM4154471,GSM4154472,GSM4154473,GSM4154474,GSM4154475,GSM4154476,GSM4154477,GSM4154478,GSM4154479,GSM4154480,GSM4154481,GSM4154482,GSM4154483,GSM4154484,GSM4154485,GSM4154486,GSM4154487,GSM4154488,GSM4154489,GSM4154490,GSM4154491,GSM4154492,GSM4154493,GSM4154494
hsa-miR-4769-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-4769-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4770,0.0,0.0,0.0,0.0,0.71,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.84,0.21,0.0,0.14,0.0,0.0,0.0
hsa-miR-4772-3p,0.0,0.42,0.0,1.7,0.88,0.86,1.3,3.05,0.21,0.0,0.0,0.85,0.4,0.47,0.25,0.25,0.67,0.25,0.72,0.35,0.0,3.95,0.0,0.0,0.47,0.0,0.0,0.0,0.46,0.3,0.15,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.98,0.43,0.48,0.0,0.33,0.72,0.65,0.88,0.55,0.0,0.42,0.22,0.71,0.0,0.0,0.0
hsa-miR-4772-5p,0.0,0.42,0.0,0.96,0.18,0.18,0.19,0.68,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.46,1.2,0.3,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.55,0.24,0.44,0.33,0.47,0.0,0.0,0.06,0.29,2.24,0.0,0.0
hsa-miR-4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4774-5p,0.0,0.0,0.0,0.0,0.18,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4775,1.74,0.21,0.0,0.0,0.35,0.92,0.28,0.34,0.63,1.2,1.37,1.69,1.01,0.0,0.32,0.06,0.0,0.25,0.29,0.0,0.51,0.0,1.29,0.97,0.28,0.18,0.0,0.0,0.92,2.09,0.15,0.0,0.63,1.54,0.0,0.0,0.0,0.0,0.25,0.43,0.48,0.08,0.55,0.24,0.0,0.88,0.95,0.0,1.26,0.0,0.67,0.0,0.0,0.0
hsa-miR-4777-3p,0.0,0.84,0.0,0.32,0.0,0.18,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.18,1.48,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.47,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.24,0.65,0.0,0.32,0.0,0.42,0.0,0.14,0.0,0.0,0.0
hsa-miR-4777-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-4779,0.0,0.0,0.3,1.17,0.0,0.06,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,0.69,0.0,0.0,0.21,0.0,0.18,0.09,0.0,0.0,0.0,1.25,0.85,0.2,0.63,0.73,0.0,0.0,0.25,0.0,0.0,0.0,1.32,0.86,0.0,0.09,0.18,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.98,0.21,0.48,0.0,0.44,0.12,0.0,0.22,0.32,0.0,0.21,0.06,0.14,0.0,0.0,0.0
hsa-miR-4781-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.34,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-4782-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.34,0.0,0.4,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4783-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4784,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4785,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.5,0.0,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-3p,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-5p,0.0,0.0,0.0,0.32,0.0,0.12,0.19,0.0,0.21,0.0,0.25,0.0,0.2,0.08,0.02,0.0,0.0,0.25,0.14,0.53,0.0,0.0,0.0,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.94,0.0,0.33,0.0,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4787-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,1.04,0.0,0.0,0.0,1.06,0.31,0.23,0.17,0.0,0.4,0.25,0.85,0.61,0.39,0.18,0.57,0.0,0.51,0.0,0.0,0.0,1.32,1.72,0.0,0.0,0.53,0.0,0.0,0.46,0.9,0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.86,0.48,0.32,0.22,0.12,0.22,0.33,1.18,0.0,0.42,0.56,0.24,0.0,0.0,0.0
hsa-miR-4793-3p,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4795-3p,0.0,0.42,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.07,0.0,0.0,0.0,0.29,0.18,0.0,0.0,0.0,0.0,0.09,0.53,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.44,0.66,0.24,0.0,0.94,0.0,0.0,0.0,0.0,0.0
hsa-miR-4796-3p,0.0,0.42,0.0,0.0,0.0,0.55,0.09,0.68,0.0,0.0,0.5,0.0,0.4,0.0,0.02,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.16,0.0,0.21,0.0,0.05,0.0,0.0,0.0
hsa-miR-4796-5p,0.0,0.0,0.0,0.0,0.0,0.24,0.09,0.34,0.0,0.4,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.08,0.11,0.0,0.0,0.0,0.32,0.0,0.31,0.0,0.19,0.0,0.0,0.0
hsa-miR-4797-3p,0.0,0.63,0.0,0.43,0.0,0.0,0.19,0.17,0.42,0.0,0.25,0.0,0.4,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.43,0.48,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.34,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4798-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-5p,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-4800-3p,0.0,0.0,0.0,0.0,0.18,0.18,0.14,0.0,0.0,0.4,0.0,1.69,0.2,0.0,0.05,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.24,1.09,0.22,0.08,0.42,0.0,0.0,0.67,0.0,0.0,0.0
hsa-miR-4800-5p,0.35,0.21,0.0,0.32,0.0,0.18,0.19,0.34,0.21,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.72,0.89,0.0,0.0,0.0,0.0,0.09,0.18,1.21,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.22,0.12,0.44,0.0,0.0,0.84,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4802-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0
hsa-miR-483-3p,1.04,2.73,1.5,2.02,0.71,2.63,1.95,2.71,1.67,6.0,4.23,4.24,5.04,4.16,3.92,1.45,0.0,0.76,0.29,0.0,0.0,0.0,0.86,0.62,1.04,0.71,0.8,0.0,0.46,2.69,1.04,1.42,2.54,1.98,0.0,0.0,0.0,6.0,4.42,0.0,1.93,0.55,1.99,0.84,5.68,3.64,2.61,0.0,5.25,2.69,5.85,2.24,0.0,0.0
hsa-miR-483-5p,0.35,4.2,1.8,7.24,0.71,3.91,4.51,7.13,7.11,2.8,5.98,2.54,2.22,6.67,7.81,6.88,2.02,1.52,3.58,3.72,3.6,0.0,1.29,1.52,4.55,1.24,9.24,6.49,2.3,3.89,3.26,0.75,5.71,10.09,0.0,0.0,0.0,29.98,0.74,0.64,3.38,1.27,2.1,5.66,4.37,2.43,1.42,3.36,4.93,2.02,1.33,52.54,384.32,0.0
hsa-miR-484,1202.64,1046.83,198.64,625.42,777.55,1413.47,1212.03,1719.39,694.78,895.89,1428.99,1547.08,1783.9,1217.46,1425.04,1414.2,508.26,450.18,692.09,609.81,275.57,1138.96,1174.89,310.86,860.86,964.47,388.67,520.43,800.16,1900.73,323.66,301.1,947.46,1454.74,12.46,105.68,400.48,221.88,576.09,1014.29,1737.84,480.6,923.37,734.62,1097.0,2170.45,2692.26,247.9,1944.7,254.76,1776.92,688.34,384.32,1094.66
hsa-miR-485-3p,227.4,210.42,31.81,126.42,189.05,134.51,158.4,175.79,112.45,36.81,38.1,285.52,262.74,294.08,279.78,127.92,60.51,90.59,108.14,83.54,20.56,68.39,80.94,58.52,70.6,122.16,51.45,63.23,97.09,106.13,40.81,32.54,338.88,321.28,0.0,0.0,0.0,23.99,25.77,8.78,66.15,34.59,100.33,44.2,35.37,164.94,171.89,38.17,122.4,9.8,255.22,147.28,0.0,172.84
hsa-miR-485-5p,53.12,51.19,6.0,37.14,37.39,21.38,23.85,18.67,14.63,12.8,8.72,22.88,22.0,71.44,66.11,41.25,4.03,47.71,42.54,14.72,2.06,15.78,15.5,25.73,15.94,27.52,9.65,9.73,11.5,11.66,10.39,11.86,59.02,80.76,24.92,26.42,0.0,29.98,2.95,1.5,14.97,15.36,19.45,10.6,6.99,18.42,14.93,3.78,19.1,2.97,30.24,50.03,0.0,0.0
hsa-miR-486-3p,71.17,186.92,94.52,115.89,3.0,71.1,7.21,71.78,152.79,166.05,92.14,37.28,42.78,38.47,7.11,122.36,121.69,13.2,80.78,30.51,19.02,14.47,68.45,42.75,91.38,175.07,88.43,59.99,69.02,48.13,7.87,74.7,33.0,50.25,0.0,52.84,240.29,95.95,45.66,316.03,50.7,81.29,111.04,151.4,117.89,205.1,98.66,23.91,62.67,38.32,169.82,43.88,0.0,115.23
hsa-miR-486-5p,9.03,6152.18,6771.87,1253.28,8395.39,2015.29,16204.12,3753.37,3595.74,2937.36,23.91,1292.9,150.74,6863.17,11552.09,8286.12,35.63,17.0,795.5,551.28,197.94,5978.86,9279.83,679.69,5569.7,22.02,1917.24,116.73,112.27,32.29,4798.15,9.18,36.81,11.19,112.13,26.42,2482.98,1703.06,6744.75,8824.39,3130.42,2279.05,867.58,125.99,3613.0,3681.92,4995.88,38.59,3329.7,5604.19,4874.48,4894.93,384.32,21835.57
hsa-miR-487a-3p,2.78,5.45,0.9,0.85,3.0,1.77,2.79,3.22,0.42,2.0,0.62,3.39,2.22,1.49,2.14,1.7,0.0,1.27,1.86,0.71,1.03,0.0,1.29,0.0,1.61,3.2,3.62,0.0,0.46,1.2,0.74,1.12,5.08,6.14,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.19,2.32,0.6,0.44,4.19,5.85,0.42,1.36,0.5,5.37,0.0,0.0,0.0
hsa-miR-487a-5p,16.66,0.0,3.3,7.87,12.52,5.62,8.04,7.3,9.82,1.2,1.25,14.4,8.68,17.51,15.55,13.25,4.03,8.63,8.16,5.68,1.54,2.63,0.86,7.47,5.31,3.91,3.22,3.24,2.76,2.39,1.63,0.82,4.44,4.61,0.0,0.0,0.0,0.0,0.0,0.86,2.9,2.45,0.99,1.32,1.75,3.2,4.27,1.26,1.89,1.29,4.85,24.87,0.0,0.0
hsa-miR-487b-3p,26.04,30.42,1.8,9.36,34.92,19.36,21.34,26.3,7.73,5.6,6.23,38.97,32.69,24.18,25.92,15.14,2.69,7.11,18.19,12.77,1.03,14.47,12.49,2.77,11.01,19.89,8.44,12.97,22.09,14.35,3.71,2.91,43.15,47.62,0.0,0.0,0.0,0.0,0.98,1.29,10.62,4.91,16.35,7.11,6.77,22.95,29.7,5.03,18.48,0.5,35.43,19.84,0.0,0.0
hsa-miR-487b-5p,3.12,0.63,0.0,2.13,2.12,0.55,0.7,0.85,3.34,0.0,0.12,1.69,2.02,0.94,1.21,0.88,0.67,0.25,0.72,1.42,0.0,0.0,0.86,0.42,1.23,0.89,1.21,0.0,0.0,0.3,0.0,0.0,1.27,0.88,0.0,0.0,0.0,0.0,0.0,0.21,0.48,0.16,0.22,0.6,0.0,0.44,0.71,0.42,0.31,0.0,1.0,0.0,0.0,0.0
hsa-miR-488-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-489-3p,0.0,0.0,0.0,0.0,0.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-490-3p,3.12,4.62,0.0,1.28,0.53,2.63,2.37,1.19,0.84,9.2,12.33,4.24,1.82,0.79,1.12,1.51,1.34,1.02,2.86,3.19,0.0,0.0,0.0,1.52,0.66,3.37,0.0,0.0,2.3,7.77,2.52,0.9,6.35,7.24,0.0,0.0,0.0,0.0,0.25,1.29,7.73,1.11,2.98,2.53,2.84,4.52,6.56,0.84,4.41,0.0,13.03,1.96,0.0,0.0
hsa-miR-490-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.63,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-491-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-491-5p,0.0,0.0,0.0,0.21,0.18,0.18,0.33,0.17,0.21,0.0,0.12,1.69,0.2,0.0,0.55,1.51,1.34,0.0,0.29,0.53,0.0,0.0,0.0,0.42,0.38,0.0,0.0,0.0,0.0,0.9,0.59,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.66,0.24,0.0,0.55,0.16,0.0,0.0,0.0,0.0,1.96,0.0,0.0
hsa-miR-493-3p,64.23,86.43,12.3,48.95,62.78,38.3,57.42,54.81,47.66,7.2,13.94,38.97,46.62,154.97,151.45,70.58,13.45,45.68,66.32,30.69,4.63,19.73,17.22,23.86,39.66,56.82,33.36,21.08,16.56,11.66,14.69,21.86,112.96,138.03,0.0,0.0,160.19,6.0,6.38,3.21,18.35,19.15,33.81,21.2,12.88,25.93,38.86,9.23,23.41,4.15,46.32,87.47,0.0,57.61
hsa-miR-493-5p,509.31,887.18,55.81,228.8,511.08,290.52,346.32,447.45,207.97,100.43,128.87,461.75,501.47,578.27,579.16,300.49,126.39,221.28,243.06,168.86,21.08,181.5,194.59,53.82,202.03,458.44,174.84,110.25,152.3,185.95,65.59,99.7,782.46,986.43,0.0,26.42,40.05,47.97,60.38,26.78,164.17,85.8,323.19,140.44,97.37,333.52,346.07,36.49,279.54,19.05,587.2,128.56,384.32,633.75
hsa-miR-494-3p,61.45,94.19,11.7,19.26,108.11,46.85,58.58,108.26,5.23,16.01,22.16,116.92,112.2,48.75,49.76,34.25,27.56,24.87,28.93,21.11,4.11,61.81,61.99,11.62,25.62,54.69,10.05,8.11,34.51,54.41,10.83,16.42,95.19,139.13,0.0,0.0,40.05,0.0,15.95,2.79,25.11,10.45,53.59,27.7,17.25,54.28,110.35,5.45,47.03,6.72,144.23,13.41,0.0,0.0
hsa-miR-494-5p,0.0,0.42,0.0,0.0,0.0,0.24,0.09,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.76,0.0,0.25,0.57,0.35,0.0,0.0,0.0,0.0,0.09,1.24,0.0,1.62,0.46,0.3,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.24,0.0,0.21,0.0,0.1,0.0,0.0,0.0
