miRNA,ERR2298274,ERR2298275,ERR2298276,ERR2298277,ERR2298278,ERR2298279,ERR2298280,ERR2298281,ERR2298282,ERR2298283,ERR2298285,ERR2298286,ERR2298287,ERR2298288,ERR2298289,ERR2298290,ERR2298291,ERR2298292,ERR2298293,ERR2298294,ERR2298295,ERR2298296,ERR2298297,ERR2298298,ERR2298299,ERR2298300,ERR2298301,ERR2298302,ERR2298303,ERR2298304,ERR2298305,ERR2298306,ERR2298307,ERR2298308,ERR2298309,ERR2298310,ERR2298311,ERR2298312,ERR2298313,ERR2298314,ERR2298315,ERR2298316,ERR2298317,ERR2298318,ERR2298319,ERR2298320,ERR2298321,ERR2298322,ERR2298323,ERR2298324,ERR2298325,ERR2298326,ERR2298327,ERR2298328,ERR2298329,ERR2298330,ERR2298331,ERR2298332,ERR2298333,ERR2298334,ERR2298335,ERR2298336,ERR2298337,ERR2298338,ERR2298339,ERR2298340,ERR2298341,ERR2298342,ERR2298343,ERR2298344,ERR2298345,ERR2298346,ERR2298347,ERR2298348,ERR2298349,ERR2298350,ERR2298351,ERR2298352,ERR2298353,ERR2298354,ERR2298355,ERR2298356,ERR2298357,ERR2298358
hsa-miR-5002-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5002-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5003-3p,0.0,0.0,0.0,0.0,1.19,0.0,4.29,4.04,0.68,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.64,0.18,0.34,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.51,0.0,0.41,0.94,0.0,0.0,0.0,0.0
hsa-miR-5004-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-5004-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.8,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.45,0.0,0.0,0.41
hsa-miR-5006-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5006-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,2.35,0.0,0.0,0.0,0.0
hsa-miR-5009-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.99,0.0,3.58,0.0,3.68,1.15,0.0,0.18,0.15,0.43,0.83,0.0,1.67,1.97,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.4,0.0,1.74,0.0,1.88,0.0,0.0,0.0,3.64,3.85,0.0,1.69,3.27,0.62,0.0,0.0,1.59,1.66,3.13,3.68,3.53,3.19,2.92,1.68,1.24,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,4.1,2.86,2.82,1.8,0.0,0.0,0.82
hsa-miR-500a-3p,3.85,0.84,5.95,3.1,3.58,2.87,7.98,9.22,16.39,1.94,3.22,2.58,3.3,21.16,17.79,9.2,16.28,8.1,0.0,1.84,11.78,0.0,7.13,0.0,46.89,0.0,4.21,0.0,0.0,5.48,12.82,0.0,0.0,3.37,11.31,2.76,4.29,0.0,16.52,39.54,25.74,75.56,27.66,102.41,54.83,0.0,11.29,18.31,69.31,49.8,73.53,46.5,60.84,50.85,43.49,54.9,8.31,23.08,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.95,0.0,0.0,10.35,55.92,0.0,19.33,45.43,124.68,42.87,74.19,47.69,111.7,13.54,26.08
hsa-miR-500a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.66,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.53,1.51,1.45,0.5,0.0,0.72,0.67,0.31,0.0,0.71,1.01,0.58,0.84,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.53,1.23,2.45,0.47,2.25,1.95,0.42,0.0
hsa-miR-500b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.32,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-501-3p,12.5,2.53,10.9,6.82,8.36,14.36,45.4,13.26,12.29,4.36,4.39,5.37,6.61,28.21,38.35,20.37,32.56,37.81,0.0,1.84,5.89,12.05,2.38,3.66,28.85,0.0,12.02,0.0,2.42,0.0,24.03,3.07,39.91,11.81,28.27,52.43,0.0,22.3,50.23,213.12,193.04,273.04,167.49,354.69,170.02,0.0,40.24,36.29,110.77,72.05,66.46,163.49,97.38,109.27,178.89,198.93,4.16,0.0,0.0,0.0,6.57,0.0,15.08,7.21,5.92,19.16,0.0,12.87,10.23,0.0,34.13,9.51,0.0,6.21,0.0,80.87,213.39,312.92,155.98,222.11,150.25,279.25,79.1,272.66
hsa-miR-501-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.68,0.18,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.78,0.64,0.71,0.34,0.19,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.41,0.0,0.45,0.0,0.0,0.0
hsa-miR-5010-3p,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.5,0.0,0.66,1.63,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,5.21,0.0,3.77,4.14,0.0,0.0,0.0,0.0,0.0,0.84,1.76,0.21,1.51,0.0,0.87,0.17,2.5,1.6,3.89,1.01,1.94,1.89,3.09,2.22,16.63,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,3.56,6.64,4.92,4.08,4.7,2.25,4.22,0.85,2.85
hsa-miR-5010-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.12,0.15,0.11,2.06,1.01,0.0,0.66,0.54,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.66,1.75,7.72,2.53,3.77,0.0,3.02,0.0,1.16,1.0,1.56,1.12,1.24,3.19,0.39,0.42,3.3,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,3.22,3.15,0.0,6.83,0.0,0.0,0.0,0.0,3.56,6.13,4.1,3.67,1.88,1.35,2.92,0.42,0.82
hsa-miR-502-3p,4.33,1.69,3.97,0.0,0.0,7.66,1.84,0.58,2.05,1.35,1.32,2.15,1.65,5.54,26.68,14.46,5.43,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,39.54,9.01,27.53,34.45,39.39,33.7,0.0,5.5,4.99,20.03,32.98,18.56,47.5,47.42,33.2,25.76,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,20.35,31.65,46.75,33.48,17.84,26.99,42.54,1.69,42.79
hsa-miR-503-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.32,0.42,0.0
hsa-miR-503-5p,4.33,1.27,0.99,2.48,1.19,7.66,10.43,6.92,4.1,0.41,1.61,0.75,1.24,12.59,15.01,5.26,16.28,0.9,0.0,0.0,0.0,12.05,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,3.2,0.0,26.03,0.0,7.54,15.18,2.15,0.0,15.53,21.7,1.29,48.32,38.23,74.63,43.76,0.0,8.98,8.49,21.12,15.53,12.55,40.28,24.49,22.27,36.68,15.56,0.0,0.0,0.0,0.0,0.0,9.36,11.31,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,10.17,28.08,48.8,17.97,27.71,30.14,25.98,11.84,15.89
hsa-miR-504-3p,0.48,0.84,0.0,0.0,0.0,2.87,0.0,1.15,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
hsa-miR-504-5p,0.48,1.27,0.99,0.62,1.19,4.79,6.13,1.73,0.0,0.88,0.44,0.11,0.41,0.5,0.56,0.66,2.71,0.9,0.0,0.0,0.0,0.0,0.0,0.0,7.21,2.56,0.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,7.54,8.28,2.15,0.0,1.32,1.05,0.0,2.53,1.26,7.05,2.01,0.0,2.61,0.67,1.1,1.44,1.06,1.17,0.58,1.05,3.3,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,2.96,28.73,0.0,3.22,0.79,0.0,0.0,0.0,7.76,0.0,0.0,1.53,2.55,0.82,1.22,4.7,0.9,0.0,0.42,4.48
hsa-miR-505-3p,4.33,0.84,3.97,2.48,0.0,0.96,0.61,1.15,0.0,2.59,1.9,1.29,2.48,4.03,4.45,5.91,13.03,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,3.5,0.0,4.21,0.75,5.18,0.0,0.0,0.72,2.5,3.44,3.84,2.83,2.18,5.44,5.88,2.06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,5.11,3.28,3.67,2.35,2.7,2.27,0.42,1.63
hsa-miR-505-5p,3.85,2.96,8.92,1.86,3.58,0.96,1.23,3.46,0.0,1.47,1.32,1.61,1.24,3.02,2.22,2.63,7.06,2.7,13.3,0.0,11.78,0.0,0.0,0.0,3.61,1.28,4.81,0.0,0.0,5.48,8.01,0.0,5.21,0.0,1.88,8.28,0.0,0.0,2.64,7.7,5.15,3.65,6.54,1.45,1.51,0.0,2.46,0.33,2.03,1.44,0.53,2.52,0.19,0.84,5.36,5.33,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0,19.16,0.0,3.22,3.15,0.0,3.41,0.0,10.35,0.0,0.0,3.05,19.91,7.79,8.57,1.88,1.35,4.55,1.69,8.15
hsa-miR-506-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
hsa-miR-508-3p,0.0,0.0,0.0,0.0,0.0,2.87,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.7,2.57,0.84,2.51,3.94,0.0,0.0,0.87,0.17,1.1,0.32,3.89,0.5,0.39,1.68,1.44,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.23,0.41,2.82,0.0,1.3,0.0,0.82
hsa-miR-508-5p,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.42,0.0
hsa-miR-5089-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5089-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3-5p,0.48,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.66,1.4,0.0,2.53,4.28,1.87,0.0,0.0,0.58,0.17,0.47,0.32,1.94,1.34,0.58,2.31,1.65,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.41,0.41,3.76,0.45,1.3,0.42,0.41
hsa-miR-509-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.66,0.35,0.0,0.56,3.77,1.04,2.52,0.0,0.29,0.0,0.31,0.16,2.47,0.84,0.97,1.26,0.21,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,3.76,1.35,3.57,0.0,0.82
hsa-miR-509-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.29,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.21,0.44,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.41,0.0,0.0,0.0,0.32,0.85,0.0
hsa-miR-5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,1.51,0.56,0.0,0.54,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.17,0.0,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.97,0.0,0.41
hsa-miR-510-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-511-3p,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.66,2.1,1.29,9.55,1.51,5.8,4.02,0.0,0.14,0.0,4.38,1.28,1.94,0.67,2.92,3.36,2.06,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,2.46,0.82,0.0,0.0,0.97,0.0,1.63
