miRNA,SRR26713879,SRR26713880,SRR26713881,SRR26713882,SRR26713883,SRR26713884,SRR26713885,SRR26713886,SRR26713887,SRR26713888,SRR26713889,SRR26713890,SRR26713891,SRR26713892,SRR26713893,SRR26713894,SRR26713895,SRR26713896,SRR26713897,SRR26713898,SRR26713899,SRR26713900,SRR26713901,SRR26713902,SRR26713903,SRR26713904,SRR26713905,SRR26713906,SRR26713907,SRR26713908,SRR26713909,SRR26713910,SRR26713911,SRR26713912,SRR26713913,SRR26713914,SRR26713915,SRR26713916,SRR26713917,SRR26713918,SRR26713919,SRR26713920,SRR26713921,SRR26713922,SRR26713923,SRR26713924,SRR26713925,SRR26713926,SRR26713927,SRR26713928,SRR26713929,SRR26713930,SRR26713931,SRR26713932,SRR26713933,SRR26713934,SRR26713935,SRR26713936,SRR26713937,SRR26713938,SRR26713939,SRR26713940,SRR26713941,SRR26713942,SRR26713943,SRR26713944,SRR26713945,SRR26713946,SRR26713947,SRR26713948,SRR26713949,SRR26713950,SRR26713951,SRR26713952,SRR26713953,SRR26713954,SRR26713955,SRR26713956,SRR26713957
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.16,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,1.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,1.07,1.0,0.0,0.16,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.32,0.0,0.0,0.0,1.27,0.0,0.7,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.7,0.0,0.0,0.0,0.0
hsa-miR-124-3p,14.87,0.0,0.0,0.0,0.66,0.0,0.0,0.14,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,3.02,14.77,1.88,1.96,0.0,2.45,3.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,23.72,1.77,0.0,9.89,9.33,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29,0.0,0.0,3.06,2.65,0.0,0.0,0.42,0.0,1.76,11.81,92.34,0.0,8.28,1.66,1.87,1.08,0.0,0.0,0.0,0.0,0.0,8.29
hsa-miR-124-5p,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.06,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15
hsa-miR-1246,1.57,7.5,33.98,17.62,19.11,103.35,22.42,58.71,22.94,4.81,72.89,24.64,33.66,27.06,29.05,2.41,5.28,10.02,5.63,17.6,7.4,5.31,6.51,6.17,83.05,0.0,4.85,25.33,0.0,4.91,13.37,30.17,63.18,37.34,51.05,9.73,1.43,0.0,6.78,16.59,97.16,8.48,4.44,9.66,14.68,0.0,7.33,13.38,11.23,2.57,1.9,12.45,21.69,0.0,25.32,0.0,0.29,13.45,26.19,11.58,0.0,55.71,250.97,34.57,13.16,27.82,0.0,0.0,0.0,6.21,2.22,17.76,39.48,24.9,15.41,19.53,10.46,5.62,4.15
hsa-miR-1247-5p,0.39,0.0,0.0,0.0,0.33,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.39,0.23,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.35,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.32,0.0,1.9,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.68,2.65,0.0,0.0,0.84,0.51,0.35,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.31,0.7,0.0,0.0,0.0,0.0
hsa-miR-1248,2.35,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.51,2.11,1.88,0.0,0.0,1.63,1.5,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,1.43,0.0,0.0,0.71,0.0,0.94,0.89,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,13.45,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.66,2.8,0.0,0.0,0.0,0.0,0.0,2.81,4.15
hsa-miR-1249-3p,0.0,1.07,1.0,1.85,3.13,3.09,0.43,1.66,0.0,0.46,0.0,4.11,0.0,1.69,0.0,1.6,0.75,1.58,0.0,0.39,1.62,1.63,0.5,1.95,0.0,0.0,0.0,1.27,0.0,3.51,5.48,0.0,3.37,0.0,1.09,0.0,2.0,0.0,0.0,1.06,5.25,0.94,2.66,1.07,1.47,0.0,0.0,0.0,0.95,0.0,0.0,1.13,0.0,0.0,0.0,0.0,1.45,6.73,0.0,0.0,0.0,0.0,0.0,0.84,1.01,0.7,0.0,0.0,0.0,0.69,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,1.07,3.0,3.71,3.46,5.67,1.08,4.28,1.01,2.98,0.0,0.0,1.57,2.25,0.0,3.61,0.0,0.0,0.0,0.78,0.93,0.0,0.0,0.0,9.77,0.0,0.0,1.27,0.0,2.81,2.74,0.0,0.84,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.32,1.14,0.0,1.13,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.35,0.0,0.0,0.0,0.34,0.0,0.93,1.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,2.0,5.56,0.49,1.55,1.94,2.49,1.01,1.6,0.0,2.74,2.35,2.25,0.0,0.0,0.0,0.0,1.13,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,3.93,0.84,0.0,2.39,1.3,0.29,0.0,0.0,0.35,0.0,0.0,0.44,1.07,0.0,0.0,0.0,0.0,0.95,0.86,1.9,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.84,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.44,1.4,0.0,1.16,0.0,0.0
hsa-miR-1255b-5p,1.17,9.64,25.98,15.76,12.52,10.05,34.93,11.47,86.02,6.65,0.0,6.84,14.87,10.71,15.49,5.21,0.0,8.97,8.26,8.6,7.17,2.04,3.0,18.52,4.89,3.91,19.39,20.27,60.55,0.7,6.51,17.05,2.53,18.67,10.43,14.27,1.43,0.0,0.0,1.41,26.26,3.3,4.0,11.0,11.74,0.0,18.32,4.63,5.85,3.0,9.49,5.09,14.46,0.0,0.0,15.39,0.29,0.0,0.0,11.24,10.61,6.55,62.74,46.38,37.46,45.43,11.81,0.0,6.87,1.03,3.32,1.87,48.45,38.87,32.91,15.19,1.16,8.44,8.29
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.57,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.93,0.0,0.44,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.78,7.5,26.98,11.13,120.6,23.71,13.15,9.95,8.1,7.11,0.0,19.16,7.04,12.96,17.43,10.43,0.0,6.33,4.51,4.3,9.25,3.27,3.0,2.6,24.43,3.91,0.0,15.2,0.0,10.53,27.76,3.93,7.58,28.01,14.77,9.08,1.14,0.0,0.0,2.82,2.63,0.94,4.0,0.8,5.87,0.0,34.45,4.63,6.48,3.43,0.0,5.66,0.0,0.0,0.0,15.39,0.29,0.0,0.0,0.0,0.0,3.28,62.74,3.79,2.53,12.68,0.0,0.0,0.0,1.72,0.0,0.0,12.2,1.75,0.0,2.17,1.16,0.0,0.0
hsa-miR-125a-5p,154.58,108.21,255.82,204.01,266.58,220.62,102.84,104.15,77.92,254.47,145.78,365.43,255.16,452.06,267.22,109.5,33.97,240.05,349.15,220.58,536.08,220.23,184.25,494.56,175.87,538.98,1279.65,457.27,133.2,464.63,99.05,376.41,566.89,158.71,70.83,342.43,76.31,261.18,267.74,94.26,787.77,107.85,123.91,140.82,204.0,0.0,93.81,158.96,233.05,204.02,165.1,92.26,173.51,64.72,177.26,292.33,100.76,181.6,78.56,86.83,1037.18,136.0,376.46,408.54,242.96,559.61,413.22,461.72,164.87,93.14,43.77,128.03,100.13,528.05,194.69,73.77,77.88,81.54,78.77
hsa-miR-125b-1-3p,2.74,0.0,1.0,0.0,7.25,1.29,0.0,1.52,0.0,1.38,0.0,0.0,0.0,2.82,3.87,0.8,0.75,11.61,3.75,0.0,0.69,1.63,1.5,1.62,0.0,3.91,9.69,0.0,12.11,0.7,3.08,0.0,2.53,0.0,1.3,3.24,0.29,20.09,20.33,0.71,7.88,1.41,1.78,1.34,1.47,0.0,3.66,3.6,0.95,0.29,0.95,1.13,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.0,1.64,0.0,2.53,0.51,3.52,0.0,0.0,0.0,1.03,0.55,3.74,1.44,2.18,1.4,0.0,0.0,2.81,4.15
hsa-miR-125b-2-3p,0.0,0.0,2.0,0.0,0.16,0.26,0.86,0.14,0.67,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.53,0.0,0.39,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.39,0.29,0.0,0.0,0.0,2.65,0.0,0.0,0.0,1.01,0.7,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,87.27,71.78,176.88,100.15,1086.59,90.72,85.38,89.51,105.58,77.95,437.35,87.59,90.79,109.91,158.78,53.75,60.38,499.63,236.89,80.96,98.56,91.93,74.1,285.95,117.25,42.96,150.26,198.87,181.64,74.4,562.42,64.27,242.59,140.04,38.45,150.46,74.59,421.9,528.71,22.95,354.5,77.24,67.5,56.6,61.64,0.0,227.2,29.32,38.1,25.59,70.21,41.32,90.37,0.0,25.32,138.47,47.48,363.21,392.79,64.7,100.8,111.43,62.74,186.77,95.67,341.26,236.13,92.34,54.96,81.07,17.73,87.85,109.11,194.8,120.45,73.77,33.71,87.16,95.35
hsa-miR-126-3p,1282.02,11872.11,7038.06,16479.68,5091.43,8389.36,3046.82,14676.27,4568.38,8073.58,2113.86,5812.7,12551.18,10475.12,6967.08,5965.41,1388.8,1865.56,6103.29,4996.23,4647.53,3257.32,3888.71,5019.41,5202.86,4780.5,7682.76,9368.39,5207.01,13710.1,7590.05,6610.17,13635.8,3463.57,5405.74,8013.36,1487.26,1406.33,5348.08,2146.49,11459.39,3552.85,3545.78,2018.75,4851.85,3056.94,1131.58,828.24,2521.34,3183.57,1737.3,2226.58,2313.52,323.6,1088.88,2661.7,1252.79,1547.0,3954.12,3701.27,3459.03,2693.88,4141.05,6569.58,4975.64,6385.03,1310.51,277.03,590.8,5693.14,1222.25,3864.33,2839.99,6658.02,3874.86,1173.79,1071.77,1521.13,2599.35
hsa-miR-126-5p,18.0,151.07,79.94,206.8,65.57,65.47,39.24,146.01,43.51,146.95,0.0,41.06,125.23,87.37,77.45,175.29,15.85,17.41,36.42,36.76,95.32,36.36,21.53,64.34,19.54,11.72,72.71,110.2,48.44,158.62,106.25,30.17,78.34,28.01,10.43,123.87,18.86,0.0,40.67,6.71,65.65,45.68,32.86,20.65,36.69,0.0,5.86,0.51,11.23,30.45,20.87,7.36,7.23,0.0,25.32,15.39,21.71,26.9,26.19,48.01,2.65,13.11,188.23,42.16,78.46,88.4,11.81,0.0,6.87,99.01,7.2,64.48,14.0,86.04,94.54,0.0,10.46,30.93,29.02
hsa-miR-1260a,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1.51,3.17,0.75,1.56,0.0,1.23,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,3.39,1.06,0.0,2.83,3.55,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,6.73,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,40.31,1.07,0.0,1.85,4.45,1.29,0.0,5.53,0.0,1.6,0.0,0.0,1.57,0.0,0.0,1.6,17.36,10.02,3.75,8.6,1.16,15.53,36.05,3.9,0.0,0.0,0.0,2.53,0.0,2.81,3.08,0.0,1.68,0.0,0.87,0.65,78.59,20.09,20.33,12.71,0.0,35.79,28.42,9.12,0.0,0.0,0.0,0.51,0.79,3.15,0.0,0.0,0.0,0.0,0.0,0.0,92.65,6.73,0.0,18.73,0.0,0.0,0.0,0.42,0.51,0.0,118.06,92.34,20.61,26.22,7.76,7.48,0.0,0.0,0.0,0.0,3.49,14.06,16.58
hsa-miR-1261,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.82,1.03,0.0,0.14,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.7,3.77,1.31,0.84,0.0,0.87,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.39,0.0,0.0,0.93,0.0,1.03,0.0,6.77,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.53,0.0,0.0,0.23,0.0,0.0,0.32,4.89,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,5.36,3.0,0.0,0.33,0.0,0.22,0.0,0.34,0.69,0.0,2.74,0.78,0.0,0.0,0.4,0.0,0.0,0.38,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,0.7,1.37,0.0,0.0,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
