miRNA,GSM3477334,GSM3477335,GSM3477336,GSM3477337,GSM3477338,GSM3477339,GSM3477340,GSM3477341
hsa-miR-6735-3p,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0
hsa-miR-6735-5p,0.18,0.37,0.55,0.49,0.05,0.18,0.0,0.0
hsa-miR-6736-5p,0.0,0.37,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-6737-3p,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.21
hsa-miR-6738-5p,0.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-6739-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-6740-3p,0.55,0.0,0.14,0.16,0.4,0.12,0.0,0.31
hsa-miR-6740-5p,0.18,0.19,0.14,0.08,0.05,0.24,0.24,0.1
hsa-miR-6741-3p,0.18,0.19,0.14,0.0,0.05,0.0,0.24,0.51
hsa-miR-6741-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1
hsa-miR-6742-3p,0.0,0.0,0.0,0.0,0.1,0.06,0.24,0.31
hsa-miR-6743-3p,0.0,0.0,0.0,0.0,0.1,0.06,0.24,0.0
hsa-miR-6743-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6745,0.0,0.0,0.14,0.08,0.0,0.12,0.0,0.0
hsa-miR-6746-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.24,0.0
hsa-miR-6747-3p,1.1,1.11,0.55,0.81,0.61,0.9,0.95,1.54
hsa-miR-6747-5p,0.73,0.0,0.0,0.32,0.1,0.12,0.0,0.1
hsa-miR-6748-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-6748-5p,1.28,0.74,0.41,0.32,0.2,0.36,0.24,0.1
hsa-miR-6749-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6749-5p,0.55,0.19,0.28,0.41,0.51,0.54,0.71,1.03
hsa-miR-675-3p,0.0,0.0,0.0,0.16,0.05,0.12,0.0,0.21
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-miR-6750-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6750-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-6751-5p,0.18,0.37,0.55,0.41,0.35,0.0,0.0,0.0
hsa-miR-6752-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6753-3p,0.0,0.19,0.28,0.0,0.05,0.12,0.0,0.0
hsa-miR-6754-3p,0.0,0.74,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6754-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6755-5p,0.18,0.0,0.14,0.08,0.1,0.06,0.71,0.0
hsa-miR-6756-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6756-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-miR-6758-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.31
hsa-miR-6758-5p,0.0,0.0,0.28,0.0,0.0,0.06,0.0,0.0
hsa-miR-6759-3p,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-6759-5p,0.18,0.0,0.0,0.08,0.1,0.18,0.0,0.1
hsa-miR-676-3p,2.19,1.86,1.38,4.7,2.07,3.44,4.26,5.86
hsa-miR-676-5p,0.0,0.37,0.14,0.57,0.4,0.54,0.24,0.1
hsa-miR-6761-5p,0.18,0.0,0.0,0.16,0.1,0.12,0.0,0.21
hsa-miR-6763-5p,0.73,0.0,0.83,0.49,0.81,0.9,0.95,0.41
hsa-miR-6764-3p,0.18,0.0,0.0,0.16,0.1,0.06,0.0,0.0
hsa-miR-6764-5p,0.18,0.56,0.14,0.16,0.0,0.06,0.0,0.31
hsa-miR-6765-3p,0.37,0.19,0.83,0.08,0.15,0.24,0.24,0.1
hsa-miR-6765-5p,0.0,0.19,1.66,0.49,1.11,0.42,1.66,0.72
hsa-miR-6766-3p,0.0,0.0,0.28,0.0,0.05,0.0,0.0,0.0
hsa-miR-6766-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6767-3p,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.0
hsa-miR-6768-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6768-5p,0.37,0.0,0.0,0.08,0.05,0.12,0.0,0.0
hsa-miR-6769a-5p,0.0,0.0,0.14,0.08,0.05,0.0,0.24,0.0
hsa-miR-6770-3p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.31
hsa-miR-6770-5p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-6772-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6772-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6774-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6775-3p,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.1
hsa-miR-6775-5p,0.0,0.37,0.0,0.0,0.3,0.24,0.0,0.0
hsa-miR-6776-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-6776-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.24,0.0
hsa-miR-6777-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6777-5p,0.18,0.0,0.0,0.16,0.1,0.18,0.0,0.1
hsa-miR-6778-3p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
hsa-miR-6779-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-6780a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0
hsa-miR-6780a-5p,0.18,0.19,0.55,0.0,0.1,0.06,0.0,0.1
hsa-miR-6780b-3p,0.0,0.37,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-6780b-5p,0.55,0.0,0.41,0.0,0.0,0.06,0.0,0.0
hsa-miR-6781-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-6781-5p,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0
hsa-miR-6782-3p,0.0,0.0,0.0,0.16,0.0,0.06,0.0,0.0
hsa-miR-6782-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6783-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.24,0.1
hsa-miR-6783-5p,0.55,0.0,0.14,0.41,0.05,0.18,0.0,0.1
hsa-miR-6784-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6784-5p,0.0,0.0,0.0,0.16,0.05,0.06,0.0,0.0
hsa-miR-6785-3p,0.18,0.0,0.28,0.08,0.0,0.06,0.24,0.0
hsa-miR-6785-5p,0.18,0.0,0.0,0.08,0.1,0.06,0.0,0.1
hsa-miR-6786-3p,0.37,0.19,0.0,0.08,0.1,0.18,0.0,0.0
hsa-miR-6789-3p,0.73,0.19,0.28,0.0,0.15,0.3,0.0,0.21
hsa-miR-6789-5p,0.0,0.19,0.14,0.08,0.15,0.12,0.0,0.0
hsa-miR-6791-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6791-5p,0.0,0.19,0.0,0.0,0.15,0.06,0.0,0.41
hsa-miR-6792-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6792-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-6793-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-6793-5p,1.83,1.11,1.1,0.89,1.26,0.84,0.47,0.51
hsa-miR-6794-3p,0.18,0.0,0.0,0.0,0.05,0.3,0.24,0.31
hsa-miR-6794-5p,0.55,0.0,0.55,0.32,0.15,0.36,0.0,0.21
hsa-miR-6795-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6795-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.24,0.0
hsa-miR-6797-3p,0.37,0.19,0.0,0.16,0.2,0.06,0.47,0.31
hsa-miR-6797-5p,2.19,2.6,3.03,1.95,2.27,1.99,1.42,1.75
hsa-miR-6798-5p,0.18,0.0,0.69,0.08,0.1,0.06,0.24,0.0
hsa-miR-6799-3p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-6799-5p,0.18,0.19,0.55,0.0,0.0,0.24,0.47,0.1
hsa-miR-6800-3p,0.0,0.0,0.0,0.08,0.1,0.0,0.47,0.21
hsa-miR-6800-5p,0.37,0.37,0.14,0.08,0.05,0.12,0.24,0.0
hsa-miR-6801-3p,0.0,0.0,0.14,0.08,0.1,0.06,0.24,0.1
hsa-miR-6801-5p,1.64,1.3,1.24,2.11,1.06,1.57,0.95,0.62
hsa-miR-6802-3p,0.18,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-miR-6802-5p,0.55,0.37,0.69,0.16,0.25,0.3,0.0,0.0
hsa-miR-6803-3p,0.0,0.0,0.0,0.08,0.35,0.06,0.47,0.21
hsa-miR-6803-5p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
hsa-miR-6804-5p,0.18,0.0,0.28,0.16,0.0,0.12,0.0,0.0
hsa-miR-6805-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6805-5p,0.91,0.19,1.24,0.49,0.86,0.42,1.42,1.23
hsa-miR-6806-3p,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0
hsa-miR-6806-5p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.1
hsa-miR-6807-3p,4.38,6.31,2.62,3.65,2.88,4.1,10.65,8.23
hsa-miR-6807-5p,0.73,0.0,1.52,0.65,0.96,0.78,1.18,0.72
hsa-miR-6808-5p,0.0,0.0,0.41,0.08,0.0,0.06,0.0,0.1
hsa-miR-6810-5p,0.0,0.37,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6812-5p,0.0,0.0,0.55,0.16,0.35,0.06,0.71,0.21
hsa-miR-6813-5p,0.0,0.0,0.14,0.08,0.1,0.06,0.0,0.0
hsa-miR-6814-3p,0.18,0.0,0.28,0.0,0.1,0.12,0.24,0.0
hsa-miR-6814-5p,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0
hsa-miR-6815-5p,2.19,0.56,1.66,0.32,0.25,0.66,0.71,0.51
hsa-miR-6816-3p,0.37,0.0,0.41,0.24,0.2,0.42,0.0,0.31
hsa-miR-6816-5p,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0
hsa-miR-6817-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.1
hsa-miR-6817-5p,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.1
hsa-miR-6818-3p,0.0,0.0,0.0,0.16,0.05,0.0,0.24,0.0
hsa-miR-6818-5p,0.73,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-miR-6820-3p,0.37,0.19,0.0,0.16,0.15,0.06,0.0,0.0
hsa-miR-6820-5p,0.55,0.19,0.41,0.32,0.15,0.3,0.0,0.0
hsa-miR-6821-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6823-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-6823-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.0
hsa-miR-6824-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.21
hsa-miR-6824-5p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-6825-5p,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.1
hsa-miR-6826-3p,0.18,0.0,0.0,0.08,0.05,0.0,0.24,0.0
hsa-miR-6826-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6827-5p,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-6829-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.1
hsa-miR-6831-3p,0.55,0.19,0.28,0.16,0.15,0.24,0.47,0.1
hsa-miR-6831-5p,0.18,0.0,0.0,0.08,0.05,0.18,0.0,0.1
hsa-miR-6832-3p,0.37,0.0,0.55,0.16,0.05,0.12,0.71,0.21
hsa-miR-6832-5p,0.37,0.37,0.41,0.0,0.0,0.06,0.0,0.0
hsa-miR-6833-3p,0.0,0.0,0.0,0.0,0.05,0.12,0.24,0.1
hsa-miR-6833-5p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6834-3p,1.46,0.93,1.38,0.97,1.36,1.15,0.71,0.72
hsa-miR-6834-5p,0.0,0.37,0.14,0.32,0.1,0.12,0.0,0.1
hsa-miR-6835-5p,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6836-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6837-3p,0.73,0.19,0.28,0.24,0.2,0.24,0.24,0.1
hsa-miR-6837-5p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6838-5p,0.0,0.0,0.0,0.08,0.0,0.36,0.0,0.1
hsa-miR-6839-5p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.1
hsa-miR-6840-3p,0.0,0.19,0.14,0.08,0.05,0.12,0.0,0.21
hsa-miR-6840-5p,0.0,0.19,0.14,0.08,0.1,0.18,0.0,0.1
hsa-miR-6841-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6842-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
hsa-miR-6844,0.18,0.0,0.0,0.08,0.05,0.06,0.47,0.0
hsa-miR-6847-3p,0.0,0.0,0.14,0.08,0.0,0.06,0.0,0.0
hsa-miR-6847-5p,0.73,0.19,1.1,0.49,0.45,0.6,1.89,1.13
hsa-miR-6848-5p,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-6849-3p,0.18,0.0,0.0,0.0,0.0,0.3,0.0,0.0
hsa-miR-6849-5p,0.0,0.0,0.41,0.08,0.05,0.0,0.0,0.1
hsa-miR-6850-3p,0.0,0.0,0.0,0.16,0.3,0.06,0.0,0.21
hsa-miR-6850-5p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-6851-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-6852-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0
hsa-miR-6852-5p,0.37,0.56,0.41,0.24,0.2,0.12,0.0,0.1
hsa-miR-6853-3p,0.0,0.0,0.14,0.08,0.0,0.0,0.0,0.0
hsa-miR-6855-3p,0.0,0.0,0.0,0.08,0.1,0.18,0.0,0.0
hsa-miR-6855-5p,0.18,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-6856-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6856-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6857-3p,0.0,0.0,0.14,0.0,0.1,0.06,0.71,0.0
hsa-miR-6857-5p,0.55,0.0,0.0,0.16,0.35,0.24,0.47,0.0
hsa-miR-6858-3p,0.0,0.37,0.41,0.16,0.05,0.18,0.0,0.31
hsa-miR-6858-5p,0.0,0.19,0.69,0.49,0.25,0.3,0.24,0.31
hsa-miR-6859-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6859-5p,0.0,0.19,0.14,0.16,0.0,0.12,0.0,0.21
hsa-miR-6861-5p,0.18,0.0,0.14,0.24,0.15,0.24,0.71,0.0
hsa-miR-6862-3p,0.0,0.0,0.0,0.08,0.05,0.12,0.0,0.1
hsa-miR-6862-5p,0.0,0.0,0.14,0.49,0.05,0.24,0.0,0.0
hsa-miR-6864-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-6864-5p,0.18,0.19,0.0,0.0,0.3,0.12,0.0,0.21
hsa-miR-6865-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6865-5p,0.37,0.19,0.0,0.49,0.3,0.12,0.0,0.41
hsa-miR-6866-5p,0.18,0.37,0.28,0.57,0.15,0.18,0.0,0.51
hsa-miR-6867-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-6868-5p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6869-3p,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6869-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-6871-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-6871-5p,0.55,0.0,0.0,0.08,0.0,0.0,0.0,0.21
hsa-miR-6873-3p,0.18,0.19,0.14,0.32,0.35,0.24,2.37,0.82
hsa-miR-6873-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6874-3p,0.0,0.19,0.0,0.16,0.0,0.18,0.0,0.21
hsa-miR-6874-5p,0.18,0.0,0.0,0.08,0.1,0.06,0.0,0.0
hsa-miR-6875-5p,0.0,0.0,0.0,0.0,0.05,0.18,0.0,0.1
hsa-miR-6876-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6876-5p,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6877-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6877-5p,0.55,0.0,0.55,0.24,0.4,0.66,0.71,0.31
hsa-miR-6878-5p,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.1
hsa-miR-6879-5p,0.18,0.0,0.14,0.08,0.2,0.0,0.24,0.0
hsa-miR-6880-5p,0.0,0.0,0.0,0.08,0.15,0.06,0.24,0.0
hsa-miR-6881-3p,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.21
hsa-miR-6881-5p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-6882-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6882-5p,0.0,0.19,0.28,0.73,0.0,0.0,0.0,0.51
hsa-miR-6883-3p,0.18,0.0,0.14,0.0,0.0,0.12,0.0,0.1
hsa-miR-6883-5p,0.37,0.0,0.0,0.0,0.0,0.0,0.47,0.0
hsa-miR-6884-5p,0.18,0.0,0.14,0.24,0.05,0.0,0.0,0.1
hsa-miR-6885-3p,0.18,0.0,0.14,0.08,0.0,0.0,0.0,0.0
hsa-miR-6885-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6886-3p,0.18,0.0,0.14,0.08,0.0,0.0,0.0,0.0
hsa-miR-6886-5p,0.0,0.0,0.28,0.24,0.2,0.18,0.0,0.31
hsa-miR-6889-5p,0.37,0.0,0.0,0.0,0.05,0.24,0.0,0.1
hsa-miR-6890-5p,0.0,0.19,0.14,0.0,0.05,0.0,0.24,0.0
hsa-miR-6891-3p,0.0,0.0,0.0,0.08,0.05,0.06,0.0,0.0
hsa-miR-6891-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.1
hsa-miR-6892-3p,2.92,1.3,1.1,0.81,1.57,1.57,1.18,1.85
hsa-miR-6892-5p,0.18,0.37,0.14,0.57,0.3,0.3,0.24,0.1
hsa-miR-6893-3p,0.37,0.0,0.0,0.0,0.05,0.12,0.0,0.0
hsa-miR-6893-5p,0.0,0.0,0.28,0.0,0.15,0.12,0.0,0.1
hsa-miR-6894-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6894-5p,0.37,0.0,0.14,0.16,0.1,0.06,1.18,0.1
hsa-miR-6895-3p,2.56,1.67,2.21,1.95,2.48,3.14,4.26,3.09
hsa-miR-6895-5p,0.91,0.0,0.55,0.41,0.35,0.24,0.0,0.21
hsa-miR-7-1-3p,6.76,6.12,8.55,8.19,6.87,7.6,3.79,3.6
hsa-miR-7-5p,12.42,5.57,15.72,6.0,9.0,6.58,7.57,6.89
hsa-miR-708-3p,14.06,21.15,18.76,30.56,14.35,16.47,12.78,19.34
hsa-miR-708-5p,13.88,20.59,15.17,26.67,15.77,20.15,12.07,9.26
hsa-miR-7106-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-7106-5p,0.37,0.0,0.41,0.08,0.3,0.0,0.24,0.0
hsa-miR-7107-3p,0.0,0.0,0.14,0.0,0.05,0.06,0.24,0.0
hsa-miR-7107-5p,0.0,0.0,0.0,0.32,0.0,0.12,0.24,0.0
hsa-miR-7108-3p,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
hsa-miR-7109-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-7109-5p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-7110-3p,5.11,3.53,5.38,4.62,4.9,6.76,24.14,20.99
hsa-miR-7110-5p,0.0,0.0,0.28,0.16,0.25,0.42,0.0,0.0
hsa-miR-7111-3p,0.0,0.19,0.14,0.24,0.15,0.3,0.47,0.21
hsa-miR-7111-5p,2.01,0.37,0.69,0.41,0.35,0.24,1.18,0.62
hsa-miR-7112-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-miR-7112-5p,0.0,0.0,0.14,0.24,0.0,0.06,0.0,0.1
hsa-miR-7113-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-miR-7113-5p,0.18,0.0,0.14,0.0,0.15,0.0,0.0,0.0
hsa-miR-7114-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-7114-5p,0.18,0.0,0.0,0.08,0.05,0.06,0.0,0.0
hsa-miR-7152-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
hsa-miR-7153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-7157-3p,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-7161-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-744-3p,3.47,5.2,6.48,8.1,4.45,6.64,1.89,2.78
hsa-miR-744-5p,28.31,13.73,23.86,18.24,20.42,24.74,25.32,34.67
hsa-miR-758-3p,0.18,0.37,0.41,0.24,0.0,0.0,0.24,0.0
hsa-miR-760,3.11,2.41,6.21,6.24,4.19,4.16,5.21,5.97
hsa-miR-762,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.21
hsa-miR-765,0.18,0.0,0.0,0.24,0.0,0.12,0.0,0.0
hsa-miR-766-3p,21.19,21.34,25.52,35.34,30.78,27.99,25.79,23.87
hsa-miR-766-5p,2.92,2.23,2.48,1.3,2.02,0.9,0.71,1.23
hsa-miR-767-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-767-5p,1.28,0.93,0.69,1.3,0.56,0.66,1.18,1.54
hsa-miR-769-3p,7.85,4.64,10.48,5.92,5.41,5.79,3.79,5.04
hsa-miR-769-5p,266.68,324.14,317.1,549.11,311.78,382.8,511.81,673.27
hsa-miR-7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-7704,0.0,0.19,0.14,0.0,0.05,0.0,0.0,0.31
hsa-miR-7705,0.55,0.0,0.14,0.08,0.15,0.24,0.24,0.31
hsa-miR-7706,71.6,60.67,50.34,63.62,39.88,35.6,35.97,41.15
hsa-miR-7845-5p,0.55,0.0,0.41,0.24,0.1,0.06,0.0,0.1
hsa-miR-7851-3p,0.91,0.19,0.14,0.0,0.4,0.18,0.24,0.1
hsa-miR-7854-3p,0.37,0.0,0.14,0.65,0.25,0.3,0.0,0.0
hsa-miR-7855-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7974,2.01,0.0,1.38,0.49,1.72,1.21,3.31,1.13
hsa-miR-7975,0.0,0.0,0.14,0.08,0.0,0.12,0.0,0.21
hsa-miR-7977,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.1
hsa-miR-802,0.0,0.0,0.28,0.08,0.0,0.0,0.0,0.0
hsa-miR-8072,0.18,0.19,0.14,0.16,0.1,0.18,0.0,0.0
hsa-miR-8077,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-miR-8086,0.0,0.0,0.0,0.08,0.1,0.18,0.0,0.51
hsa-miR-8485,0.37,0.0,0.14,0.0,0.05,0.0,0.0,0.0
hsa-miR-873-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1
hsa-miR-873-5p,0.18,0.0,0.0,0.16,0.2,0.06,0.24,0.21
hsa-miR-874-3p,2.74,10.95,6.76,9.08,7.18,10.5,4.73,5.14
hsa-miR-874-5p,2.01,1.48,1.79,1.38,1.16,1.39,0.24,0.93
hsa-miR-877-3p,1.83,0.74,2.62,1.3,1.26,1.75,2.84,0.82
hsa-miR-877-5p,1.83,1.67,2.48,2.03,2.27,1.69,0.71,1.65
hsa-miR-885-5p,1.64,0.56,0.83,0.89,0.81,0.54,0.0,0.93
hsa-miR-887-3p,0.18,0.74,0.69,0.32,0.25,0.18,0.24,0.82
hsa-miR-887-5p,0.0,0.0,0.14,0.08,0.1,0.18,0.47,0.31
hsa-miR-888-5p,0.0,0.37,0.0,0.0,0.4,0.06,0.0,0.1
hsa-miR-889-3p,0.18,0.0,0.28,0.32,0.15,0.24,0.0,0.21
hsa-miR-890,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-891a-5p,0.37,1.11,1.66,0.73,0.91,1.33,1.42,2.78
hsa-miR-891b,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-892a,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-892b,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.1
hsa-miR-9-3p,12.42,14.1,13.38,17.51,21.13,16.89,13.49,10.49
hsa-miR-9-5p,152.7,122.64,104.83,134.22,83.39,102.08,105.53,122.64
hsa-miR-922,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-92a-1-5p,502.85,236.19,390.21,331.49,339.68,374.05,243.25,289.72
hsa-miR-92a-3p,11034.79,19063.57,22219.45,43563.74,27541.21,34169.13,13348.07,22847.01
hsa-miR-92b-3p,1093.74,924.17,856.83,1197.83,1020.85,1060.01,557.95,696.52
hsa-miR-92b-5p,42.38,21.71,40.83,25.69,26.23,25.16,14.2,12.76
hsa-miR-93-3p,16.62,3.34,11.03,7.13,13.44,9.89,13.25,7.2
hsa-miR-93-5p,2069.31,1840.73,2241.79,2634.28,2031.49,1841.9,1534.26,1678.34
hsa-miR-933,0.0,0.0,0.41,0.0,0.05,0.24,0.0,0.41
hsa-miR-934,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-935,5.66,5.75,6.62,11.43,7.99,11.46,5.21,7.92
hsa-miR-937-3p,2.01,0.93,1.52,1.13,1.26,1.03,1.18,0.93
hsa-miR-937-5p,0.18,0.37,0.14,0.16,0.3,0.0,0.0,0.31
hsa-miR-939-3p,0.0,0.0,0.14,0.08,0.05,0.12,0.0,0.21
hsa-miR-939-5p,0.18,0.37,0.14,0.57,0.51,0.18,0.24,0.0
hsa-miR-940,24.29,8.16,20.83,9.32,9.25,5.67,8.76,8.23
