miRNA,GSM2837756,GSM2837757,GSM2837760,GSM2837761,GSM2837764,GSM2837765,GSM2837768,GSM2837769,GSM2837772,GSM2837773,GSM2837776,GSM2837777
hsa-mir-4473-3p,0.06,0.0,0.16,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-4525-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4647-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4683-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,2.11
hsa-mir-4721-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4737-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4741-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4771-1-3p,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4771-2-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-492-5p,0.06,4.72,0.0,1.18,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.69
hsa-mir-548ac-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548aw-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548h-2-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548o-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-548v-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-567-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5684-5p,0.0,1.89,0.0,0.0,0.0,3.02,1.13,0.0,0.0,1.8,0.0,0.84
hsa-mir-5708-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-573-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-577-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-578-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-600-3p,0.0,0.94,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-602-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-6084-3p,0.0,1.42,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.84
hsa-mir-6125-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-6127-5p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-614-3p,0.0,2.36,0.0,0.59,0.0,3.02,0.0,0.0,0.0,0.0,0.0,6.33
hsa-mir-621-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-622-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-635-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-636-3p,0.0,0.0,0.0,0.0,0.0,3.02,1.13,2.27,24.76,0.0,0.0,0.0
hsa-mir-641-5p,0.4,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-643-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-647-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-mir-650-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-657-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-mir-663a-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.42
hsa-mir-663b-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-mir-760-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-7705-5p,0.0,2.36,0.0,2.37,0.0,0.0,0.0,0.0,0.0,1.8,0.0,5.48
hsa-mir-7706-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-mir-7851-3p,0.0,0.94,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.42
hsa-mir-7976-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-8072-5p,0.06,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.84
hsa-mir-8086-5p,0.11,4.72,0.08,2.96,0.0,0.0,0.0,6.82,0.0,1.8,2.71,5.9
hsa-mir-8485-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-922-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-934-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.42
hsa-mir-936-5p,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-941-3-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-941-4-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-941-5-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-944-3p,0.51,0.47,0.08,0.59,0.0,3.02,0.0,0.0,0.0,0.0,1.35,0.42
hsa-mir-9900-3p,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-9902-1-5p,0.57,1.89,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-9902-2-5p,0.8,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-9903-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
