miRNA,GSM6675021,GSM6675015,GSM6675018,GSM6675019,GSM6675020,GSM6675017,GSM6675014,GSM6675004,GSM6675016,GSM6675011,GSM6675013,GSM6675012,GSM6675008,GSM6675010,GSM6675009,GSM6675007,GSM6675006,GSM6675005,GSM6675001,GSM6675000,GSM6675003,GSM6675002,GSM6674997,GSM6674999,GSM6674996,GSM6674993,GSM6674998,GSM6674995,GSM6674994,GSM6674985,GSM6674988,GSM6674989,GSM6674992,GSM6674991,GSM6674990,GSM6674986,GSM6674987,GSM6674984,GSM6674983,GSM6674982
hsa-miR-26a-1-3p,0.72,0.63,1.15,1.16,0.88,1.31,1.96,1.13,0.0,0.63,0.0,0.16,1.69,0.96,1.93,0.0,0.54,0.6,1.44,0.94,0.92,0.71,0.12,2.76,0.47,1.88,0.75,0.51,0.0,0.56,0.62,0.21,0.61,0.0,0.85,2.35,0.0,0.0,0.2,0.15
hsa-miR-26a-2-3p,5.29,2.53,2.31,3.33,3.73,2.82,4.58,1.13,2.98,3.15,2.0,3.21,5.47,3.83,1.5,1.73,0.81,3.57,6.26,4.27,3.68,1.07,3.9,5.33,4.99,2.67,2.25,2.04,2.09,1.69,4.12,3.75,2.12,3.33,4.09,5.29,3.75,1.46,1.8,3.07
hsa-miR-26a-5p,31363.78,25463.94,24452.36,27568.97,19771.9,15900.66,24900.27,17378.18,13377.31,20100.43,20873.67,12706.38,26673.56,27949.03,27236.38,18102.83,13701.34,18635.53,31303.75,26477.71,22935.69,23086.09,18936.64,23183.62,27955.99,17749.29,19998.27,12244.71,16344.59,7407.98,16835.91,20474.82,15369.68,16599.32,21205.15,14240.79,17573.3,10885.74,6389.06,13405.9
hsa-miR-26b-3p,52.21,39.65,46.76,50.03,26.74,26.66,47.41,29.77,19.93,39.11,29.16,18.81,58.25,53.65,46.19,32.73,19.24,42.67,59.05,45.04,51.34,42.22,48.66,55.49,29.16,34.96,43.23,31.13,32.95,13.36,31.11,32.08,24.84,49.17,41.88,34.65,34.67,17.58,15.77,26.88
hsa-miR-26b-5p,2760.18,1937.04,1620.82,2387.73,1145.92,913.51,2642.18,860.81,605.1,1392.4,1286.49,839.16,2141.57,2281.3,1973.32,1244.67,783.52,1343.75,2662.9,2015.99,1654.73,1851.54,1891.53,1966.31,1921.44,2479.5,1415.81,1175.33,1182.72,741.57,2629.89,2202.0,974.73,1126.68,2010.73,1437.0,2348.35,1507.74,454.84,901.26
hsa-miR-27a-3p,1092.75,581.91,927.31,685.0,564.63,581.79,799.26,431.42,605.79,406.84,755.31,841.73,663.26,768.35,901.38,508.23,547.54,564.61,895.44,846.2,610.77,805.78,506.2,865.75,1027.77,783.17,777.37,549.13,413.24,366.93,1064.19,593.05,763.0,615.01,888.74,493.29,701.88,679.66,244.08,420.9
hsa-miR-27a-5p,2.15,2.11,3.27,3.9,2.19,3.94,3.76,1.58,2.98,2.21,1.72,2.89,3.48,1.53,5.37,1.73,6.77,2.58,4.81,3.13,2.21,2.49,3.78,4.41,3.9,4.08,3.25,3.06,4.18,1.51,6.39,1.04,7.57,4.17,5.45,1.76,2.81,2.93,2.59,2.92
hsa-miR-27b-3p,8707.63,4947.0,3905.7,4387.63,3082.01,2751.61,7128.91,2308.66,4098.47,3069.28,3253.09,2693.97,2802.54,4498.4,3966.4,2539.62,2956.63,3836.18,5433.48,6717.27,3423.01,3070.11,4463.65,6421.47,8731.46,4546.96,4519.8,1937.27,2851.91,1358.57,5057.86,6073.79,4310.85,1758.35,4599.15,4170.64,4519.6,2484.26,1542.73,3622.15
hsa-miR-27b-5p,5.58,2.95,2.12,3.76,2.41,4.69,5.72,4.06,6.87,5.68,2.29,2.41,3.28,4.22,1.72,2.17,3.25,4.56,5.46,5.42,3.5,2.32,4.15,6.8,7.64,5.8,4.25,0.51,3.66,2.07,2.68,2.92,3.03,1.67,6.13,4.7,7.5,3.42,3.59,2.48
hsa-miR-28-3p,1256.51,1555.07,1271.18,1746.12,934.62,1002.69,1584.78,1070.1,923.58,1300.31,779.61,749.48,1574.84,1570.23,1362.59,998.68,851.25,1165.34,1793.61,1251.84,1247.49,1567.21,1452.27,1827.41,1858.13,1200.55,988.77,746.64,1552.54,679.29,1266.94,1296.5,1047.42,1269.18,1395.25,1047.65,1257.58,833.46,498.54,978.7
hsa-miR-28-5p,517.77,407.91,406.41,557.6,313.44,255.13,443.03,253.94,218.35,351.02,293.6,228.07,463.74,494.54,475.82,335.28,267.95,349.88,539.19,404.8,383.69,469.61,345.23,490.38,489.17,444.66,362.57,342.95,326.93,117.04,421.35,510.77,283.51,248.34,451.52,355.87,395.45,329.09,136.11,214.18
hsa-miR-296-3p,0.29,1.48,1.92,1.3,1.97,0.38,0.33,1.13,0.0,0.63,1.14,1.61,0.7,1.34,0.0,0.0,0.0,0.6,0.48,0.52,2.21,1.07,0.24,1.1,1.09,0.78,1.25,0.0,0.52,0.0,1.03,1.25,0.0,1.67,0.34,0.59,0.0,0.49,0.2,0.88
hsa-miR-296-5p,1.14,1.27,0.96,0.58,1.1,0.56,0.0,0.68,0.92,0.32,1.14,1.13,0.89,1.34,0.0,0.0,0.27,0.4,0.48,0.83,1.47,1.25,0.98,0.92,0.62,0.63,1.0,0.0,0.52,0.56,0.41,1.87,0.0,1.67,0.85,1.76,0.94,0.0,0.4,0.29
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.15
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-29a-3p,1929.04,1040.23,1516.14,2075.24,1050.13,905.25,1390.41,1043.94,833.53,1061.88,1463.74,873.4,1321.25,1321.33,2407.9,1391.83,846.92,1269.53,2057.59,1480.88,1228.72,1667.51,1130.45,1344.56,1447.71,1389.33,1874.34,1245.75,844.8,500.9,2578.17,1091.11,868.11,806.67,983.06,1384.15,1140.44,1592.7,452.04,1161.46
hsa-miR-29a-5p,4.58,1.48,3.46,2.17,2.41,0.75,3.6,2.93,0.46,0.95,2.29,1.61,3.58,3.07,3.65,0.87,1.63,1.59,2.57,2.92,2.02,3.38,2.93,2.94,3.12,3.29,3.0,2.04,2.62,0.94,5.15,4.79,0.61,1.67,2.21,4.11,6.56,2.93,1.4,1.31
hsa-miR-29b-1-5p,0.43,0.63,0.19,0.29,0.22,0.19,0.0,0.23,0.23,0.63,0.57,0.32,0.6,0.0,0.86,0.22,0.54,0.4,0.32,0.52,0.18,0.18,0.37,1.1,0.31,0.16,0.0,0.51,0.52,0.56,0.21,0.42,0.61,0.0,0.0,0.59,0.0,0.0,0.0,0.15
hsa-miR-29b-2-5p,4.0,2.53,1.92,2.6,1.97,2.25,2.78,1.35,0.92,2.52,1.14,1.29,3.88,2.68,3.22,1.52,0.54,2.98,3.37,2.19,2.21,3.03,3.41,2.76,1.56,3.45,2.25,3.57,4.18,2.07,3.09,2.29,4.24,4.17,3.41,1.76,3.75,0.98,0.6,0.88
hsa-miR-29b-3p,63.36,26.58,24.25,52.64,18.85,12.77,34.33,29.77,11.91,20.5,26.02,14.47,33.7,27.78,41.46,31.86,20.32,29.57,41.08,22.52,34.96,36.7,22.8,29.58,31.65,33.71,35.73,32.66,15.69,6.21,46.56,19.58,10.9,16.67,31.5,24.66,27.18,35.64,8.78,21.33
hsa-miR-29c-3p,840.44,302.66,447.59,703.65,276.84,197.12,427.34,428.04,170.24,364.26,449.7,217.95,461.95,504.31,766.9,487.64,288.0,446.93,600.65,350.7,499.99,491.7,375.96,374.45,403.09,508.79,636.69,604.76,256.84,114.41,968.39,467.86,213.54,337.5,389.89,482.72,418.88,705.53,149.48,364.8
hsa-miR-29c-5p,17.45,6.75,5.97,16.34,5.26,3.57,9.81,9.47,1.37,7.88,9.43,4.18,12.13,14.18,17.83,11.05,5.69,7.14,17.49,11.68,14.35,12.29,8.17,7.9,11.7,10.66,12.74,7.66,4.18,3.01,13.39,9.17,5.15,14.17,10.73,10.57,7.5,10.25,1.6,5.7
hsa-miR-301a-3p,8.87,6.33,5.97,5.64,5.48,6.76,9.32,4.06,7.33,3.78,6.29,6.43,4.27,3.64,4.51,2.82,6.77,2.98,7.86,5.94,1.1,3.03,3.9,6.25,5.3,7.53,7.25,3.06,9.42,9.22,6.59,6.25,6.66,3.33,7.83,1.17,8.43,5.37,3.79,3.36
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.42,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,6.44,4.22,6.54,5.35,2.63,4.69,8.01,1.58,1.15,4.42,2.57,3.38,3.98,1.92,9.67,3.68,1.63,2.78,11.88,6.78,0.74,6.41,2.32,4.59,3.59,2.2,3.75,1.02,3.14,1.13,7.01,2.92,1.51,3.33,7.83,2.35,1.87,2.93,0.4,1.75
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.14,0.21,0.58,0.58,0.22,0.56,0.33,0.0,0.0,0.63,0.57,0.0,0.1,0.0,0.21,0.0,0.0,0.2,0.16,0.21,0.0,0.0,0.24,0.18,0.16,0.47,0.5,0.0,0.0,0.56,1.03,0.0,0.3,1.67,0.51,0.0,0.0,0.0,0.0,0.15
hsa-miR-3064-5p,0.29,0.42,0.0,0.72,0.0,0.0,0.49,0.0,0.0,0.32,0.0,0.32,0.6,0.77,0.43,0.22,0.0,0.2,0.48,0.1,0.0,0.71,0.85,0.0,0.62,0.47,0.25,1.02,0.0,0.56,0.21,0.83,0.0,3.33,0.34,1.17,0.0,0.49,0.4,0.15
hsa-miR-3065-3p,5.44,2.74,3.85,3.04,2.41,1.31,11.44,3.83,1.37,1.89,2.29,1.61,0.8,4.02,4.3,1.73,2.98,9.33,6.1,7.92,6.44,3.21,0.61,4.59,2.49,6.74,8.75,0.0,0.0,0.19,12.16,14.58,0.0,1.67,4.6,1.17,11.25,1.46,0.2,0.0
hsa-miR-3065-5p,4.72,5.69,2.5,5.5,3.51,1.31,8.99,1.13,0.23,2.84,1.43,0.96,2.58,3.83,7.95,1.73,0.27,3.37,1.44,4.38,8.65,4.45,2.2,3.86,2.81,2.82,2.25,1.53,1.05,0.75,11.54,2.5,2.12,1.67,4.94,2.35,0.94,3.42,0.8,0.73
hsa-miR-3074-3p,0.57,0.63,0.0,0.14,2.19,0.0,0.65,0.0,0.46,0.0,0.57,0.96,0.0,0.77,0.0,0.0,0.54,0.0,1.28,0.1,0.92,0.71,0.0,0.0,0.16,0.0,0.25,0.0,0.0,0.19,0.21,0.0,0.0,0.83,0.51,0.0,0.0,0.0,0.0,0.44
hsa-miR-3074-5p,2.0,1.05,0.0,1.88,0.0,0.0,1.47,0.0,0.23,0.0,0.57,0.0,0.89,2.11,1.5,1.08,0.0,0.99,0.16,0.63,1.1,0.0,1.59,0.73,0.16,0.16,1.25,1.53,0.52,0.19,1.65,0.21,1.21,0.0,2.55,1.17,0.0,0.0,0.4,0.29
hsa-miR-30a-3p,394.05,316.37,290.57,338.09,216.56,215.33,488.81,179.74,141.82,257.35,223.85,140.8,362.64,359.27,298.17,194.84,146.57,226.24,409.05,361.54,269.78,291.81,346.82,357.18,446.29,354.82,264.87,156.17,357.8,129.84,414.35,401.82,245.35,375.0,341.88,350.59,379.52,259.75,134.71,233.61
hsa-miR-30a-5p,23535.21,15674.97,18561.57,22758.8,14572.97,10776.29,27768.21,9813.31,8600.19,14572.76,13120.44,10195.8,16688.31,25550.66,19673.27,14119.38,9994.24,11679.4,25126.48,17530.21,14680.06,19049.33,17311.08,22859.89,18586.9,21772.25,17598.43,9878.75,13606.19,5384.24,24129.51,19258.1,12908.93,14719.3,15735.82,16753.63,19348.16,12990.14,6255.14,14073.26
hsa-miR-30b-3p,2.72,2.74,0.96,4.34,0.88,1.13,2.62,2.93,1.15,0.95,1.14,0.0,2.88,3.45,3.65,2.38,0.81,2.58,3.69,2.09,2.21,2.14,3.66,3.31,3.27,1.88,2.0,1.53,0.0,1.51,2.27,3.33,2.73,1.67,1.36,1.17,1.87,2.93,1.2,1.46
hsa-miR-30b-5p,7859.33,4502.82,2654.35,8800.42,2605.49,1513.88,4229.25,6642.94,1800.64,4251.01,4533.58,1233.11,5733.82,4676.79,9158.13,4498.18,2156.04,4886.41,5524.46,4917.49,4617.32,5050.63,4546.33,3116.3,5862.71,3457.1,4656.73,6767.69,2492.54,1722.11,7200.06,5664.88,1744.7,4665.88,4317.88,3235.16,5013.45,7861.95,1694.61,2909.35
hsa-miR-30c-1-3p,5.72,6.96,4.04,4.19,2.85,4.51,8.01,4.96,3.9,1.89,5.15,3.05,7.26,6.13,3.65,3.47,3.79,4.76,5.14,5.11,4.78,4.63,4.15,7.17,6.55,4.23,2.75,5.1,5.75,2.26,2.47,5.62,3.33,6.67,4.09,4.7,4.69,3.91,3.59,4.68
hsa-miR-30c-2-3p,61.65,45.98,61.38,42.95,28.28,36.8,61.47,53.22,32.31,53.3,37.17,24.75,59.55,65.15,48.12,32.51,38.2,33.94,54.24,52.02,60.73,51.13,48.54,53.1,60.19,46.41,36.48,30.62,63.82,22.39,38.53,64.99,42.1,59.17,63.0,60.49,57.16,26.85,22.75,36.96
hsa-miR-30c-5p,3834.62,2389.24,2230.04,2335.82,1539.58,1513.7,2288.08,2641.07,1342.86,2433.16,2067.81,1129.76,3143.72,3333.99,2599.95,1706.51,1264.42,2292.58,3126.83,2704.04,3140.53,2520.15,2035.18,2658.99,2036.99,1763.12,1655.44,1994.43,2246.69,1006.51,1784.92,2555.5,1186.45,2364.19,2685.63,2148.16,1958.52,1460.38,1174.31,1513.41
hsa-miR-30d-3p,261.17,178.64,108.34,357.9,99.29,51.81,205.99,223.94,44.68,145.07,152.95,50.47,197.63,220.73,307.4,178.58,89.68,143.48,238.46,144.91,154.21,153.21,149.26,151.21,223.92,139.07,149.68,129.63,86.83,47.04,151.23,233.3,58.76,164.17,157.49,103.94,195.85,202.63,36.52,85.47
hsa-miR-30d-5p,55377.86,43077.21,23353.21,69173.38,20720.33,13940.54,35255.48,46434.95,14391.16,35392.89,30022.58,10730.38,43706.82,39790.07,56351.35,31964.52,17066.79,35760.8,39358.4,34889.04,37546.56,37483.86,29724.86,28033.07,40415.71,22472.64,31146.34,33944.59,19726.39,11190.91,28660.53,33705.37,12132.0,37705.35,29365.39,18908.83,33137.48,36211.75,9968.47,19807.23
hsa-miR-30e-3p,229.28,182.65,153.94,206.5,116.83,112.26,247.18,95.62,69.42,141.29,123.22,76.19,187.39,180.88,172.5,109.01,90.22,138.72,219.85,195.57,144.46,149.47,211.21,198.8,236.71,215.43,129.69,102.58,195.64,96.91,234.89,268.92,122.37,212.5,180.81,167.37,251.14,176.75,85.02,106.07
hsa-miR-30e-5p,5583.87,3536.62,3533.55,4935.98,2960.8,1945.11,4658.72,2466.29,1688.37,2853.56,3217.64,2193.46,3513.62,4866.87,4609.14,2822.44,2037.64,2886.16,4840.85,3997.48,3421.72,3794.3,3484.9,3860.78,3088.93,4105.12,3723.94,2603.78,2357.06,1440.43,5132.45,3608.69,1950.36,2775.03,2998.22,2836.41,3591.88,3208.35,1424.78,2273.54
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,4.29,2.32,10.78,2.02,5.04,9.2,3.27,8.34,19.02,5.36,16.01,6.59,9.94,9.96,8.16,2.82,19.78,7.34,19.1,2.92,3.13,7.66,12.44,8.45,32.75,15.99,10.49,8.68,6.8,9.6,3.3,7.29,7.27,12.5,14.13,5.87,15.93,5.37,7.38,3.51
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3116,0.0,0.0,0.38,0.43,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.29
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-3121-3p,0.0,0.21,0.38,0.29,0.0,0.0,0.16,0.0,0.23,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.21,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-3124-5p,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.0,0.16,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.51,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.57,0.42,0.0,0.58,0.44,0.0,0.33,1.35,0.23,0.95,0.57,0.0,0.0,0.19,0.43,0.0,0.27,0.4,0.0,0.0,0.37,0.0,0.24,0.18,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.42,0.3,0.83,0.17,0.59,0.0,0.0,0.2,0.0
hsa-miR-3127-5p,0.72,1.9,0.77,1.59,0.44,0.56,1.31,1.58,0.92,0.32,1.14,0.48,1.19,0.38,1.29,0.22,0.54,0.4,1.44,1.56,1.29,1.07,1.59,0.92,1.25,0.31,0.5,0.51,1.57,1.32,1.65,1.87,0.91,0.83,2.04,1.76,2.81,0.98,0.8,0.88
hsa-miR-3128,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-3p,1.14,1.48,0.58,0.29,0.66,1.13,0.33,0.0,0.0,0.32,0.86,0.0,0.6,1.53,0.64,0.65,0.27,0.99,0.32,1.25,0.18,0.71,0.37,0.55,0.47,0.31,0.75,0.0,0.52,0.19,0.41,2.29,0.3,0.0,0.34,0.59,0.0,1.46,0.6,0.15
hsa-miR-3129-5p,0.29,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.29,0.21,0.0,0.29,0.0,0.38,1.31,0.0,0.69,0.95,0.29,0.32,1.39,1.15,0.43,0.0,0.0,0.6,0.0,0.31,0.37,0.89,0.24,0.0,0.47,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-3130-5p,0.57,1.05,1.73,1.74,0.0,0.0,0.16,0.23,0.0,0.0,0.0,0.48,0.2,0.0,1.93,0.0,0.0,0.0,0.16,0.94,0.0,0.36,0.49,0.0,1.09,0.0,1.0,0.0,1.05,0.0,0.21,1.25,0.91,0.83,0.0,0.0,1.87,1.95,0.0,0.29
hsa-miR-3133,0.0,0.21,0.19,0.29,0.0,0.0,0.16,0.0,0.0,0.32,0.29,0.0,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.83,0.0,0.0,0.12,0.18,0.47,0.31,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.94,0.0,0.0,0.0
hsa-miR-3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.14,0.42,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.29,0.21,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.57,0.32,0.4,0.19,0.21,0.22,0.54,0.0,0.16,0.63,0.92,0.53,0.24,0.92,0.47,0.31,0.25,0.0,0.0,0.0,0.62,0.21,0.3,0.83,0.17,0.59,0.0,0.49,0.0,0.44
hsa-miR-3138,0.0,0.21,0.38,0.43,0.0,0.0,0.82,0.0,0.0,0.32,0.0,0.0,0.3,0.0,0.43,0.0,0.0,0.0,0.32,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.5,0.0,1.05,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3139,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.17,0.0,0.0,0.49,0.2,0.0
hsa-miR-3140-3p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.14,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.22,0.27,0.0,0.48,0.1,0.0,0.18,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3144-3p,0.14,0.21,0.0,0.87,0.44,0.38,0.33,0.23,0.23,0.0,0.57,0.48,0.0,0.96,0.0,0.22,0.27,0.0,0.32,0.21,0.0,0.0,0.73,0.73,0.94,1.1,0.75,0.0,0.0,0.38,3.09,0.0,0.61,0.0,0.0,1.76,0.0,0.49,0.6,0.29
hsa-miR-3144-5p,0.14,0.0,0.19,0.43,0.22,0.19,0.16,0.0,0.0,0.0,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.73,0.55,0.18,0.37,0.55,0.47,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-3145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-5p,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3152-5p,0.0,0.0,0.0,0.14,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.12,0.18,0.31,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
