miRNA,SRR29398645,SRR29398646,SRR29398647,SRR29398648,SRR29398649,SRR29398650,SRR29398651,SRR29398652,SRR29398653,SRR29398654,SRR29398655,SRR29398656,SRR29398657,SRR29398658,SRR29398659,SRR29398660,SRR29398661,SRR29398662,SRR29398663,SRR29398664,SRR29398665,SRR29398666,SRR29398667,SRR29398668,SRR29398669,SRR29398670,SRR29398671,SRR29398672,SRR29398673,SRR29398674,SRR29398675,SRR29398676,SRR29398677,SRR29398678,SRR29398679,SRR29398680,SRR29398681,SRR29398682,SRR29398683,SRR29398684,SRR29398685,SRR29398686,SRR29398687,SRR29398688,SRR29398689,SRR29398690,SRR29398691,SRR29398692,SRR29398693,SRR29398694,SRR29398695,SRR29398696,SRR29398697,SRR29398698,SRR29398699,SRR29398700,SRR29398701,SRR29398702,SRR29398703,SRR29398704,SRR29398705,SRR29398706,SRR29398707,SRR29398708,SRR29398709,SRR29398710,SRR29398711,SRR29398712,SRR29398713,SRR29398714,SRR29398715,SRR29398716,SRR29398717,SRR29398718,SRR29398719,SRR29398720,SRR29398721,SRR29398722,SRR29398723,SRR29398724,SRR29398725,SRR29398726,SRR29398727,SRR29398728,SRR29398729,SRR29398730,SRR29398731,SRR29398732,SRR29398733,SRR29398734,SRR29398735,SRR29398736,SRR29398737,SRR29398738,SRR29398739,SRR29398740,SRR29398741,SRR29398742,SRR29398743
hsa-miR-873-5p,17.57,18.3,13.08,7.8,13.9,7.95,16.85,13.01,17.77,20.81,25.05,26.18,7.03,13.14,13.46,23.86,0.0,0.0,0.0,9.3,13.52,42.01,8.17,6.77,6.61,1.22,5.29,2.17,4.74,7.25,0.95,5.76,0.0,20.06,10.03,0.0,0.0,0.0,17.91,14.23,32.62,1.01,21.39,6.49,1.33,14.58,0.0,23.68,23.19,13.57,28.72,43.43,16.31,11.1,37.75,1.78,12.5,5.98,22.39,5.78,40.6,44.07,0.0,61.93,0.0,52.33,0.0,3.56,6.07,10.08,19.39,0.0,11.76,12.89,9.29,18.16,4.76,6.74,22.69,20.58,0.0,13.4,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.11,0.0,0.0,0.0,0.72,0.0,0.68,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.24,2.23,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.78,0.0,0.0,5.16,3.38,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-5p,0.0,0.0,0.0,0.78,1.11,2.65,0.84,0.0,0.68,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.8,0.0,0.0,0.66,0.0,0.54,1.2,0.0,0.16,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,4.28,0.0,1.33,0.0,0.0,0.0,1.36,1.94,0.0,0.0,0.0,0.0,0.34,0.19,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-875-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-876-3p,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.49,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-876-5p,7.53,6.1,3.92,1.17,6.67,0.88,0.84,0.0,4.78,1.73,1.53,0.57,3.51,2.19,4.14,11.93,0.0,0.0,0.0,0.55,7.66,0.0,1.26,0.98,0.73,0.14,2.89,0.48,1.14,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,4.51,4.92,0.0,0.0,0.0,2.65,0.0,0.0,0.0,10.91,5.82,18.19,0.0,3.08,4.83,4.08,0.0,2.7,2.99,1.72,1.93,3.38,6.3,0.0,0.0,0.0,0.0,2.98,0.0,2.43,15.13,2.33,0.0,23.52,5.16,5.07,2.99,3.18,1.39,0.0,2.83,0.0,0.56,0.0,0.0,0.8,0.0,0.0,0.0,0.0,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-3p,2.51,0.0,1.96,3.51,2.78,0.88,0.0,1.18,2.05,1.73,1.53,0.0,0.0,4.38,1.04,1.84,0.0,0.0,0.0,1.09,1.35,0.0,0.0,2.84,2.69,1.52,0.96,0.48,2.62,1.81,4.73,2.88,0.0,5.73,3.34,0.0,0.0,0.0,4.48,0.47,0.0,0.0,4.28,0.0,0.0,0.0,1.85,0.0,0.91,0.0,0.0,14.48,1.85,2.9,1.36,1.41,2.7,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.78,1.03,23.52,0.0,0.0,1.74,3.18,0.93,0.0,0.0,0.0,2.79,0.0,0.0,0.8,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.83,0.0,2.69,0.0,0.0,0.0
hsa-miR-877-5p,1.88,3.05,0.65,2.34,1.11,0.0,0.0,0.0,0.68,0.0,0.51,0.0,0.0,1.31,0.0,2.75,0.0,0.0,0.0,1.09,2.25,0.0,0.0,1.31,1.22,1.15,0.72,0.24,0.33,0.68,2.52,1.73,0.0,0.0,0.96,0.0,0.0,5.61,0.0,0.95,0.45,0.0,0.0,0.59,1.33,0.0,1.85,0.0,1.36,5.82,0.0,0.0,3.08,0.48,0.34,0.94,0.74,2.99,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.59,4.85,0.0,0.0,2.06,0.0,0.0,4.22,1.99,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.04,6.44,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-3p,0.0,0.0,0.0,1.17,3.34,1.77,0.0,0.0,2.73,0.0,2.56,0.0,2.34,1.75,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.66,0.73,0.44,2.89,0.24,1.14,0.45,6.3,17.87,0.0,8.6,0.96,0.0,0.0,0.0,2.24,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,1.94,0.0,0.0,1.54,2.9,1.02,0.28,1.72,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,4.76,0.0,0.0,0.4,0.0,0.0,8.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.13,27.55,0.0,5.49,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-5p,6.27,0.0,0.0,7.8,35.59,22.96,4.21,0.0,10.25,0.0,23.52,10.81,19.91,28.04,12.43,3.67,0.0,0.0,0.0,0.0,5.41,21.0,1.89,17.36,27.19,4.51,7.93,26.31,35.49,33.76,113.11,22.48,18.69,8.6,53.51,0.0,0.0,32.05,0.0,5.22,4.02,0.0,0.0,0.0,3.98,7.29,14.81,0.0,9.09,3.88,0.0,0.0,25.55,56.94,54.08,17.14,2.94,10.85,3.44,11.57,6.77,0.0,3.75,0.0,0.0,0.0,8.94,1.19,1.21,0.0,4.65,2.06,0.0,0.0,11.83,14.93,50.81,8.59,7.56,20.18,0.0,10.6,4.42,0.0,8.82,0.0,28.61,0.0,0.0,0.0,0.0,41.33,0.0,75.08,0.0,16.16,0.0,0.0,0.0
hsa-miR-887-3p,4.39,12.2,1.31,7.02,8.34,4.42,8.42,9.46,2.73,5.2,9.71,13.66,9.37,9.2,22.78,11.01,0.0,0.0,0.0,8.2,6.31,0.0,3.14,2.4,0.49,0.81,6.73,7.97,2.13,7.02,7.25,10.95,0.0,2.87,3.82,0.0,0.0,0.0,29.1,22.29,39.77,1.01,8.56,1.77,6.63,7.29,7.4,0.0,6.82,0.0,14.36,14.48,2.77,1.45,3.74,1.12,1.72,5.61,6.89,3.86,23.69,0.0,22.52,21.54,0.0,0.0,5.96,8.3,13.35,5.04,17.84,4.13,23.52,15.47,1.69,8.71,3.18,1.16,7.56,3.23,0.0,4.47,4.42,39.01,2.41,43.58,28.61,0.0,6.85,11.27,65.03,27.55,84.76,7.32,33.66,0.0,0.0,0.0,0.0
hsa-miR-889-3p,0.0,0.0,0.0,1.56,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.23,0.63,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-889-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-891a-5p,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,0.63,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.53,4.55,1.17,0.0,1.04,0.0,0.0,0.0,0.0,4.92,1.8,0.0,0.0,2.62,0.49,0.27,2.16,1.93,5.07,2.72,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,7.29,0.0,0.0,1.82,0.0,0.0,0.0,4.0,2.41,7.82,5.81,0.25,3.37,1.72,0.0,3.38,0.0,0.0,0.0,0.0,6.54,0.0,0.59,0.0,0.0,0.0,0.0,0.0,2.58,1.69,2.24,0.0,1.63,0.0,2.02,0.0,9.49,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-5p,1.25,0.0,0.0,1.17,3.34,0.0,2.53,0.0,0.0,0.0,0.0,3.98,0.0,1.31,0.0,3.67,0.0,0.0,0.0,2.19,1.8,0.0,3.14,1.97,2.2,0.47,0.96,0.72,5.07,4.98,1.89,0.58,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.45,0.0,0.0,0.0,2.15,1.93,2.38,2.72,2.7,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31,2.53,0.0,0.0,1.39,0.0,0.4,0.0,5.58,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-1-5p,7.53,3.05,2.62,0.78,1.11,0.0,0.84,0.0,0.68,1.73,1.02,0.0,1.17,1.75,1.04,0.0,0.0,0.0,0.0,0.55,1.8,21.0,0.63,0.11,0.24,0.68,0.24,2.41,2.13,0.23,2.52,1.15,0.0,5.73,0.96,0.0,30.46,0.0,0.0,2.85,0.0,0.0,2.14,0.59,1.33,21.87,0.0,0.0,1.36,1.94,1.91,0.0,0.31,0.0,1.02,1.12,0.0,0.37,0.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,6.07,0.0,10.08,0.0,23.52,0.0,3.38,1.74,4.76,0.0,0.0,1.21,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,12.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-2-5p,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,1172.67,146.43,1841.3,1314.3,1167.65,983.69,903.77,384.33,729.82,525.37,855.89,589.11,766.99,1359.33,415.28,556.13,0.0,849.51,313.17,1205.76,1255.19,2058.35,538.26,1948.87,1770.99,2222.99,1111.22,741.02,3251.26,1820.83,601.16,717.17,893.46,1235.01,3292.08,0.0,34.15,133.01,893.19,824.53,938.33,199.11,684.51,686.94,615.47,328.12,694.09,224.95,1645.63,744.63,437.45,1288.32,1736.63,3575.7,2240.23,2901.8,624.24,1130.56,607.92,578.3,94.74,566.61,71.31,142.7,184.53,209.31,143.09,568.24,753.58,428.6,398.61,710.14,493.84,435.62,1045.87,1087.29,741.58,1100.06,476.49,692.15,576.2,1201.14,225.32,0.0,1022.4,2.29,155.94,9.0,783.25,143.28,0.0,179.08,30.82,1018.16,134.64,390.52,0.0,0.0,0.0
hsa-miR-92b-3p,5.02,0.0,5.23,2.34,5.0,3.53,1.68,0.0,0.68,10.4,5.62,8.54,2.34,7.89,2.07,0.0,0.0,0.0,0.0,4.92,5.86,0.0,5.03,8.3,9.31,7.08,7.45,2.17,13.41,5.44,0.0,4.04,14.95,2.87,14.33,0.0,0.0,0.0,0.0,0.47,0.45,0.0,8.56,1.77,3.98,0.0,5.55,23.68,5.91,1.94,0.96,0.0,7.39,5.79,7.48,7.77,2.45,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.78,6.19,0.0,0.0,5.91,2.24,3.18,5.57,0.0,5.65,0.0,2.79,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,9.18,0.0,5.49,0.0,6.73,0.0,0.0,0.0
hsa-miR-92b-5p,1.88,0.0,2.62,3.9,0.0,0.88,5.05,1.18,3.42,1.73,4.6,2.85,0.0,5.69,1.04,3.67,0.0,0.0,0.0,2.19,0.0,0.0,1.89,1.53,1.47,2.41,1.68,0.72,0.49,0.68,2.84,3.46,0.0,11.46,0.0,0.0,0.0,0.0,4.48,4.51,8.94,7.04,6.42,1.18,3.98,0.0,1.85,0.0,3.64,7.76,6.7,0.0,5.85,0.0,1.7,1.41,10.05,16.46,12.06,1.93,0.0,0.0,1.88,0.0,26.84,3.27,2.98,2.37,9.71,10.08,9.31,2.06,0.0,23.2,5.07,2.99,1.59,1.16,0.0,2.83,0.0,1.67,4.42,0.0,40.09,2.29,12.88,0.0,20.55,58.76,21.68,0.0,38.53,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-3p,113.56,91.52,135.4,217.1,118.43,105.08,149.93,83.96,90.89,88.43,77.72,103.02,59.72,72.28,68.35,138.57,0.0,371.66,0.0,84.76,96.86,147.02,47.79,101.65,75.43,96.68,80.3,78.69,80.13,67.74,70.89,65.72,26.17,134.68,69.27,0.0,0.0,0.0,152.22,87.74,89.36,56.31,155.09,90.22,102.14,94.79,51.83,118.39,116.86,58.17,64.13,57.9,96.34,107.13,71.08,78.96,207.18,131.64,129.16,109.88,81.21,75.55,82.57,40.39,33.55,62.14,26.83,105.47,131.06,25.21,105.47,186.82,141.1,105.68,102.22,126.61,87.34,76.42,86.98,71.03,0.0,92.09,13.25,9.75,40.9,71.1,138.77,0.0,264.13,169.04,0.0,137.75,46.23,115.37,67.32,21.55,0.0,0.0,0.0
hsa-miR-93-5p,5064.62,1137.85,8286.84,5275.52,3049.79,4670.32,5012.41,2423.07,2879.66,2165.65,3784.02,4350.32,3067.95,2151.79,1999.79,3799.28,0.0,0.0,930.57,5477.04,3571.83,9199.55,2076.96,5655.86,4421.72,6767.18,2946.33,2149.93,4179.45,4245.44,3419.19,3481.48,1674.77,3272.34,5537.92,1861.81,14.77,396.64,3250.4,3807.04,2541.98,282.57,3915.63,5823.95,3277.63,1604.13,2180.38,1621.99,3240.33,2354.12,2357.66,5080.92,5684.51,9031.9,5442.27,8163.43,4603.3,3320.61,3513.21,2147.43,1586.93,3116.36,1193.48,915.42,1338.7,542.9,447.17,5012.8,4539.7,1895.91,2838.32,4590.08,3245.26,2850.83,5378.03,7190.41,4257.33,3824.2,2045.88,2542.6,3169.12,3622.39,799.65,351.07,2942.9,511.47,1589.45,144.08,4375.21,3850.89,346.83,1221.39,685.81,3915.16,1211.74,1322.38,0.0,0.0,0.0
hsa-miR-933,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,1.24,0.0,0.23,0.0,1.61,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-934,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.09,0.0,0.17,0.0,0.24,2.13,1.81,0.63,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.79,0.0,0.0,2.36,2.65,0.0,0.0,11.84,0.45,0.0,0.0,0.0,2.77,0.0,0.34,0.47,0.0,0.37,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.16,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0
hsa-miR-936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-937-3p,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.44,0.0,0.64,0.0,0.24,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.09,1.96,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-5p,3.14,12.2,5.23,3.9,4.45,7.06,6.74,14.19,5.47,3.47,5.62,2.28,4.68,2.63,9.32,15.6,0.0,0.0,0.0,6.02,3.15,0.0,6.92,3.82,3.92,3.12,5.05,0.72,1.47,0.45,5.67,2.88,0.0,5.73,1.43,0.0,0.0,0.0,4.48,9.49,9.83,20.11,2.14,3.54,6.63,0.0,0.0,0.0,2.73,3.88,14.36,0.0,1.54,1.45,2.04,1.97,10.3,14.21,3.44,7.71,6.77,0.0,43.16,0.0,23.49,9.81,32.79,5.33,8.49,5.04,7.75,13.42,11.76,10.31,1.69,5.47,1.59,1.39,11.34,0.81,0.0,0.56,0.0,0.0,0.0,0.0,1.43,0.0,32.73,54.74,0.0,0.0,7.71,0.0,16.83,0.0,0.0,0.0,0.0
hsa-miR-940,8.78,6.1,1.31,2.34,2.78,5.3,3.37,0.0,2.73,8.67,15.85,0.0,8.2,13.14,26.93,11.01,0.0,0.0,0.0,1.09,3.6,0.0,0.63,1.31,0.98,0.75,2.64,4.59,0.33,1.59,0.63,2.88,0.0,0.0,0.96,0.0,0.0,0.0,6.72,20.39,12.51,7.04,0.0,1.77,18.57,7.29,3.7,0.0,6.82,1.94,9.57,0.0,1.85,3.38,2.72,0.28,1.23,2.24,5.17,0.0,3.38,0.0,31.9,0.0,0.0,26.16,8.94,3.56,3.64,0.0,12.41,4.13,23.52,5.16,0.84,6.97,7.94,2.56,0.0,2.42,0.0,5.02,0.0,0.0,0.8,0.0,8.58,0.0,0.0,0.0,0.0,0.0,7.71,5.49,0.0,0.0,0.0,0.0,0.0
